;civilite_dirigeant;fonction_dirigeant;nom_dirigeant;prenom_dirigeant;representants_id;nom_prenom_dirigeant
2732;M;MEMBRE DU BUREAU;CLEDEL;Jean-François;1465;CLEDEL Jean-François
2733;M;MEMBRE DU BUREAU;PRIKAZSKY;Marc;1465;PRIKAZSKY Marc
2734;MME;MEMBRE DU BUREAU;GRANGE;Agnès;1465;GRANGE Agnès
2735;M;MEMBRE DU BUREAU;CALES;Jean-Paul;1465;CALES Jean-Paul
2736;M;MEMBRE DU BUREAU;MOLLAT;Denis;1465;MOLLAT Denis
2737;M;MEMBRE DU BUREAU;MARCILLAUD;Serge;1465;MARCILLAUD Serge
2738;M;DIRECTEUR GENERAL;FAUGERE;Pascal;1465;FAUGERE Pascal
2739;M;PRESIDENT;SEGUIN;Patrick;1465;SEGUIN Patrick
2740;M;Secrétaire Général Membre du Directoire;MAHE;Vincent;1466;MAHE Vincent
2741;M;Directeur Général Membre du Directoire;CHAZELLE;Yves;1466;CHAZELLE Yves
2742;M;Président du Directoire;YCHE;André;1466;YCHE André
2743;M;Directeur Général Membre du Directoire;FLAM;Manuel;1466;FLAM Manuel
2744;M;Président Directeur Général;DININ;Alain;1467;DININ Alain
2745;M;Directeur Général Délégué;RUGGIERI;Jean-Philippe;1467;RUGGIERI Jean-Philippe
2746;M;Directeur Général Délégué;CARMONA;Julien;1467;CARMONA Julien
2747;M;Directeur Général Délégué;VERDAVAINE;Frédéric;1467;VERDAVAINE Frédéric
2748;MME;Directeur Général Adjoint;BEDAGUE;Véronique;1467;BEDAGUE Véronique
2749;M;Président;WEBER;Dominique;1468;WEBER Dominique
2750;M;Président;ROUSSAT;Olivier;1469;ROUSSAT Olivier
2751;M;Directeur Général;VIEL;Richard;1469;VIEL Richard
2752;M;président;REPELIN;Laurent;1470;REPELIN Laurent
2753;M;Gérant;JESTIN;Jean-Marc;1471;JESTIN Jean-Marc
2754;M;Président;GARRETA;André;1472;GARRETA André
2755;M;Directeur Général;LAVIEILLE;Frank;1472;LAVIEILLE Frank
2756;M;Président;POMMAT;Dominique;1473;POMMAT Dominique
2757;M;Vice-président;PRIOUZEAU;Antoine;1473;PRIOUZEAU Antoine
2758;M;President;DEMIOT;Philippe;1474;DEMIOT Philippe
2759;M;Président;BERTHILIER;Roland;1475;BERTHILIER Roland
2760;MME;Directrice générale;HÉBERT;Isabelle;1475;HÉBERT Isabelle
2761;M;Président;BAJOT;Nestor;1476;BAJOT Nestor
2762;M;PRESIDENT;TOURNOIS;Philippe;1477;TOURNOIS Philippe
2763;MME;SECRETAIRE GENERALE;BOUTILLOT;Therese;1477;BOUTILLOT Therese
2764;M;Président;BAL;Jean-Louis;1478;BAL Jean-Louis
2765;M;Directeur Général;BLANDINIERES;Thierry;1479;BLANDINIERES Thierry
2766;M;Directeur Général Bioline by InVivo;MARTEL;Laurent;1479;MARTEL Laurent
2767;M;Directeur Général InVivo Retail;DARRASSE;Guillaume;1479;DARRASSE Guillaume
2768;M;Directeur Général InVivo Wine;NOYERE;Frédéric;1479;NOYERE Frédéric
2769;M;PRESIDENT;MANGIN;Philippe;1479;MANGIN Philippe
2770;M;Président du SNPAR;DREMAUX;André;1480;DREMAUX André
2771;M;Gérant;SNEDDON;David;1481;SNEDDON David
2772;M;Gérant;YI;Kenneth;1481;YI Kenneth
2773;M;Président;FOUILHOUX;Gaëtan;1482;FOUILHOUX Gaëtan
2774;M;Directeur Général;BOLLORE;Thierry;1483;BOLLORE Thierry
2775;M;Président;GUILLEMARD;Davy;1484;GUILLEMARD Davy
2776;M;Président;LOHNHERR;Alexander;1485;LOHNHERR Alexander
2777;MME;Déléguée générale;BEURDELEY;Camille;1485;BEURDELEY Camille
2778;M;Président;LE BAILLIF;Pierre;1486;LE BAILLIF Pierre
2779;M;Président;DUMOULIN;Philippe;1487;DUMOULIN Philippe
2780;MME;Vice-Présidente;CHARONNAT;Mireille;1487;CHARONNAT Mireille
2781;MME;Déléguée Régionale;THIROLLE;Tiffany;1487;THIROLLE Tiffany
2782;M;Président;DE POTON D'AMÉCOURT;Antoine;1488;DE POTON D'AMÉCOURT Antoine
2783;M;trésorier;SERVOIS;Bertrand;1488;SERVOIS Bertrand
2784;MME;1ière Vice-Présidente;COISNE;Sylvie;1488;COISNE Sylvie
2785;M;1er vice-président;DE JERPHANION;Bruno;1488;DE JERPHANION Bruno
2786;M;administrateur membre du bureau;DE RODELLEC;Benoit;1488;DE RODELLEC Benoit
2787;M;administrateur membre du bureau;RIME;Jean Etienne;1488;RIME Jean Etienne
2788;M;administrateur membre du bureau;BERTRAND;Olivier;1488;BERTRAND Olivier
2789;M;Président;CEVASCO;Christophe;1489;CEVASCO Christophe
2790;M;Directeur Général;GILSON;Jean-Marc;1490;GILSON Jean-Marc
2791;M;PRESIDENT;THORAL;Christophe;1491;THORAL Christophe
2792;MME;Directrice Générale;BINST;Marianne;1492;BINST Marianne
2793;M;Président;YOU;Pierre;1493;YOU Pierre
2794;M;Directeur Tesla France;DEMONT;Jacques;1494;DEMONT Jacques
2795;M;Président;GUEGAN;Thomas;1495;GUEGAN Thomas
2796;M;Président;MEON;Philippe;1496;MEON Philippe
2797;MME;Présidente;RUFFIN;Laurence;1497;RUFFIN Laurence
2798;M;Président;LANNES;Bernard;1498;LANNES Bernard
2799;M;Directeur général;COMBRES;Alain;1498;COMBRES Alain
2800;MME;Déléguée Générale;BADAT KARAM;Samia;1499;BADAT KARAM Samia
2801;M;Président;PHILIBERT;Jean Pierre;1499;PHILIBERT Jean Pierre
2802;M;Président;FISCHER;Daniel;1500;FISCHER Daniel
2803;M;Président;FANTUZ;Stéphane;1501;FANTUZ Stéphane
2804;MME;Directrice générale;FERRY-FALL;Marie-Anne;1502;FERRY-FALL Marie-Anne
2805;M;Directeur juridique;MAILLARD;Thierry;1502;MAILLARD Thierry
2806;M;Directeur administratif et financier;LEROUX;Yann;1502;LEROUX Yann
2807;M;Président du Directoire;DUVAL;Alexis;1503;DUVAL Alexis
2808;M;Président;CHALVON DEMERSAY;Pascal;1504;CHALVON DEMERSAY Pascal
2809;M;Président;HOREL;Pierrick;1505;HOREL Pierrick
2810;M;Co-président;AILHAUD;David;1505;AILHAUD David
2811;MME;Directrice Générale;BOISSARD;Sophie;1506;BOISSARD Sophie
2812;M;Président;GENDRON;Jean-François;1507;GENDRON Jean-François
2813;M;Directeur général;SCHLESSER;Alain;1507;SCHLESSER Alain
2814;M;Président;JOLY;Michel;1508;JOLY Michel
2815;M;VICE-PRESIDENT;MONIN;Jean;1508;MONIN Jean
2816;M;TRESORIER;GINESTET;Michel;1508;GINESTET Michel
2817;MME;SECRETAIRE;QUILES;Emmanuelle;1508;QUILES Emmanuelle
2818;M;Président;FLOREN;Patrick;1509;FLOREN Patrick
2819;M;Directeur Général depuis le 25/072019;VAILHEN;Philippe;1510;VAILHEN Philippe
2820;M;Directeur Général depuis le 25/07/2019;BENANT;Lionel;1510;BENANT Lionel
2821;M;Président;FOUREL;Eric;1510;FOUREL Eric
2822;M;Co-Président;MAZELLA;Frédéric;1511;MAZELLA Frédéric
2823;MME;Vice-Présidente;ROUYRÈS;Lara;1511;ROUYRÈS Lara
2824;MME;Vice-Présidente;ECK;Sarah-Diane;1511;ECK Sarah-Diane
2825;M;Co-Président;CHAMBOREDON;Jean-David;1511;CHAMBOREDON Jean-David
2826;MME;Vice-Présidente;HOURY;Claire;1511;HOURY Claire
2827;M;Vice-Président;MATHIOT;Olivier;1511;MATHIOT Olivier
2828;MME;Directeur des Opérations;CALLES;Brigitte;1512;CALLES Brigitte
2829;M;président;VASSENEIX;Emmanuel;1513;VASSENEIX Emmanuel
2830;M;Secrétaire du Bureau;CLAUDE;Bernard;1514;CLAUDE Bernard
2831;M;Vice-Président;CLAUDEL;Gérard;1514;CLAUDEL Gérard
2832;M;Premier Vice-Président;GENTER;Fabrice;1514;GENTER Fabrice
2833;M;Vice-Président;HASSELER;Jean-Paul;1514;HASSELER Jean-Paul
2834;M;Vice-Président;HEIMBURGER;Jean-Luc;1514;HEIMBURGER Jean-Luc
2835;M;Assesseur au Bureau;KOCH;Jérôme;1514;KOCH Jérôme
2836;M;Trésorier;LEMELLE;Dominique;1514;LEMELLE Dominique
2837;MME;Secrétaire du Bureau;MULLER-BECKER;Nicole;1514;MULLER-BECKER Nicole
2838;M;Vice-Président;PAGEAU;Jean-Paul;1514;PAGEAU Jean-Paul
2839;M;Vice-Président;PELISSIER;François;1514;PELISSIER François
2840;MME;Trésorier adjoint;ROTH;Christiane;1514;ROTH Christiane
2841;M;Président;STIMPFLIN;Gilbert;1514;STIMPFLIN Gilbert
2842;M;Assesseur au Bureau;COGET;Henri;1514;COGET Henri
2843;M;Vice-Président;CONVERS;Sylvain;1514;CONVERS Sylvain
2844;M;Vice-Président;SPIRE;Géraud;1514;SPIRE Géraud
2845;M;Directeur Général depuis le 1/01/2019;BOUCHARD;François;1514;BOUCHARD François
2846;MME;Avocat Associé;BOUVIALA;Amélie;1515;BOUVIALA Amélie
2847;M;Président;VAUCHEZ;Etienne;1516;VAUCHEZ Etienne
2848;M;Vice-président;COULIN;François;1516;COULIN François
2849;M;Directeur Général;GUIMIER;Laurent;1517;GUIMIER Laurent
2850;M;Président;LAGARDERE;Arnaud;1517;LAGARDERE Arnaud
2851;M;Président;SEKKAKI;Nicolas;1518;SEKKAKI Nicolas
2852;M;Président Directeur Général;LEROY;Guillaume;1519;LEROY Guillaume
2853;M;Président;MARGERIDON;Pierre;1520;MARGERIDON Pierre
2854;MME;Déléguée Générale;JALLET;Pascale;1520;JALLET Pascale
2855;M;PRESIDENT;FLAMAND;Eric;1521;FLAMAND Eric
2856;M;Président;TENHAEF;Stephan;1522;TENHAEF Stephan
2857;M;Président de la FP2E;VAN HEEMS;Frédéric;1523;VAN HEEMS Frédéric
2858;M;Délégué général;MATHIEU;Tristan;1523;MATHIEU Tristan
2859;M;Président;FORESTIER;Sylvain;1524;FORESTIER Sylvain
2860;M;PRESIDENT;TIQUET;Andre;1525;TIQUET Andre
2861;M;Managing Director;PEREE;Jean-Louis;1526;PEREE Jean-Louis
2862;M;Président;BRETON;Pascal;1527;BRETON Pascal
2863;M;Président;SANTOUL;Jean-Baptiste;1528;SANTOUL Jean-Baptiste
2864;M;Président;CARPENTIER;Jean-Philippe;1529;CARPENTIER Jean-Philippe
2865;M;Directeur Général;BURNAND;Manuel;1529;BURNAND Manuel
2866;M;Président;DRU;Jean-Marie;1530;DRU Jean-Marie
2867;M;Directeur général;LYON;Sébastien;1530;LYON Sébastien
2868;M;Président;OSENAT;Jean-Pierre;1531;OSENAT Jean-Pierre
2869;M;secrétaire général;DE MOUSTIER;Nicolas;1531;DE MOUSTIER Nicolas
2870;M;secrétaire général adjoint;KAHN;David;1531;KAHN David
2871;M;membre du Bureau;PESTEL-DEBORD;Vincent;1531;PESTEL-DEBORD Vincent
2872;M;vice-président;MIRABAUD;Fabien;1531;MIRABAUD Fabien
2873;M;vice-président;SARROU;Vincent;1531;SARROU Vincent
2874;M;trésorier;PILLON;Eric;1531;PILLON Eric
2875;M;membre du Bureau;DELCAMP;Jérôme;1531;DELCAMP Jérôme
2876;M;Gérant;DE FROMENT;Charles;1532;DE FROMENT Charles
2877;M;PDG;SCHNEIDER MAUNOURY;Laurent;1533;SCHNEIDER MAUNOURY Laurent
2878;M;Président;DE ROMANET;Augustin;1534;DE ROMANET Augustin
2879;M;Délégué général;DE BRESSON;Arnaud;1534;DE BRESSON Arnaud
2880;M;Secrétaire général;PITHON;Alain;1534;PITHON Alain
2881;MME;Directrice générale, Pôle FINANCE INNOVATION;DURIEUX;Joëlle;1534;DURIEUX Joëlle
2882;MME;PRESIDENT;ROBERT-GUERARD;Eleonore;1535;ROBERT-GUERARD Eleonore
2883;MME;VICE-PRESIDENT DIRECTEUR GENERAL;ROBERT-GUERARD;Adeline;1535;ROBERT-GUERARD Adeline
2884;MME;DIRECTEUR GENERAL;BARTHELEMY;Biche;1535;BARTHELEMY Biche
2885;M;DIRECTEUR GENERAL;ROBERT-GUERARD;Michel;1535;ROBERT-GUERARD Michel
2886;M;DIRECTEUR GENERAL;BELTRANDO;Jauffray;1535;BELTRANDO Jauffray
2887;MME;Déléguée générale;WERQUIN;Christelle;1536;WERQUIN Christelle
2888;M;Avocat associé, gérant;ORTEGA;Olivier;1537;ORTEGA Olivier
2889;M;Directeur Général;SMITH;Benjamin;1538;SMITH Benjamin
2890;MME;Présidente non exécutive;COUDERC;Anne-Marie;1538;COUDERC Anne-Marie
2891;M;Directeur Général;VALENTINI;Anthony;1539;VALENTINI Anthony
2892;MME;Présidente;SZWARCENSZTEIN;Karine;1540;SZWARCENSZTEIN Karine
2893;MME;Vice-Présidente;BIRON;Noëlle;1540;BIRON Noëlle
2894;M;Vice-Président;FOREST;Jérémie;1540;FOREST Jérémie
2895;M;Président;FÉLIX;François;1541;FÉLIX François
2896;M;Directeur;LEGRIX;Julien;1541;LEGRIX Julien
2897;MME;Directrice générale;SÉGUINEAU;Malika;1542;SÉGUINEAU Malika
2898;M;Président;GAURICHON;Luc;1542;GAURICHON Luc
2899;M;PHARMACIEN RESPONSABLE;BASSI;Frederic;1543;BASSI Frederic
2900;M;General Manager BMS France;DURAND;Christophe;1543;DURAND Christophe
2901;M;PRESIDENT;PIVIDORI;Emeric;1544;PIVIDORI Emeric
2902;M;Délégué général;MARTINEZ;Jonathan;1544;MARTINEZ Jonathan
2903;M;PRESIDENT;GIRIN;Pascal;1545;GIRIN Pascal
2904;M;Président;BOUVIER;Dominique;1546;BOUVIER Dominique
2905;M;DIRECTEUR GENERAL;CABROL;Cyril;1547;CABROL Cyril
2906;M;PRESIDENT;MOULARD;Fabrice;1547;MOULARD Fabrice
2907;M;Président;THELLIER;Vincent;1548;THELLIER Vincent
2908;M;Vice Président Industrie;LEBRET;Alain;1549;LEBRET Alain
2909;MME;Vice Présidente Economie de proximité;LAURENTJOYE POUEY;Dominique;1549;LAURENTJOYE POUEY Dominique
2910;MME;Vice Présidente Formation;FRANGEUL;Anne;1549;FRANGEUL Anne
2911;M;Vice Président Commerce;POURAGEAUD;Jean-Marie;1549;POURAGEAUD Jean-Marie
2912;M;Directeur Général;FAILLET;Marc;1549;FAILLET Marc
2913;M;1er Vice président - Président délégation Cognac;MAUMONT;Claude;1549;MAUMONT Claude
2914;M;PRESIDENT;BRAUD;Daniel;1549;BRAUD Daniel
2915;M;Associé - Gérant;GONTARD;Jean-Henri;1550;GONTARD Jean-Henri
2916;M;Président;JUERY;Pascal;1551;JUERY Pascal
2917;M;Directeur général délégué;KEHREN;Philippe;1551;KEHREN Philippe
2918;M;Directeur général délégué;MARTINELLI;Marco;1551;MARTINELLI Marco
2919;M;Président;VENTURA;Jean-Luc;1552;VENTURA Jean-Luc
2920;M;Délégué;OUILLON;Bertrand;1553;OUILLON Bertrand
2921;M;PRESIDENT DU CONSEIL D'ADMINISTRATION ET DIRECTEUR GENERAL;CHARTON;Michel;1554;CHARTON Michel
2922;M;Président-directeur général;FRÉROT;Antoine;1555;FRÉROT Antoine
2923;M;Président;BERNARD;Constant;1556;BERNARD Constant
2924;M;Délégué général;DARIO;Olivier;1556;DARIO Olivier
2925;M;Président général;GIANAZZA;Alain;1557;GIANAZZA Alain
2926;M;Directeur général;ADOUARD;Laurent;1557;ADOUARD Laurent
2927;MME;Présidente;TIENNOT-HERMENT;Laurence;1558;TIENNOT-HERMENT Laurence
2928;M;Président;MANO;Jean-Yves;1559;MANO Jean-Yves
2929;M;Président;DAZEAS;Jean-Luc;1560;DAZEAS Jean-Luc
2930;M;Président du Conseil d'administration;DE BOISSIEU;Jean-Luc;1561;DE BOISSIEU Jean-Luc
2931;MME;Directrice générale déléguée;THOMAS;Véronique;1561;THOMAS Véronique
2932;M;Directeur général;COSTARD;Frédéric;1561;COSTARD Frédéric
2933;M;Président du SNEFCCA;CARRE;Jean-Luc;1562;CARRE Jean-Luc
2934;M;Secrétaire Général du SNEFCCA;ROY;Philippe;1562;ROY Philippe
2935;M;Président;FEFFER;Marc-André;1563;FEFFER Marc-André
2936;MME;Déléguée générale;BOUNAUD;Laurène;1563;BOUNAUD Laurène
2937;M;Président;DUFAYET;Bruno;1564;DUFAYET Bruno
2938;M;directeur général;BRABANT;Christian;1565;BRABANT Christian
2939;M;PRESIDENT;BOMBRUN;Christian;1566;BOMBRUN Christian
2940;M;VICE-PRESIDENT;D'HUEPPE;Nicolas;1566;D'HUEPPE Nicolas
2941;M;VICE-PRESIDENT;DOLINER;Michael;1566;DOLINER Michael
2942;M;VICE-PRESIDENT;HALLOPEAU;Philippe;1566;HALLOPEAU Philippe
2943;M;Président;DE PONTBRIAND;Hubert;1567;DE PONTBRIAND Hubert
2944;M;président;BLANCHECOTTE;François;1568;BLANCHECOTTE François
2945;M;Président;JANCOVICI;Jean-Marc;1569;JANCOVICI Jean-Marc
2946;M;Directeur;AUZANNEAU;Matthieu;1569;AUZANNEAU Matthieu
2947;MME;Déléguée Générale;DOUDOU;Sabah;1570;DOUDOU Sabah
2948;MME;Présidente;BRETON;Sophie;1570;BRETON Sophie
2949;M;Président;BERTONCINI;Yves;1571;BERTONCINI Yves
2950;M;1er Vice-Président;GUILLAUME;Pascal;1572;GUILLAUME Pascal
2951;M;Président;ROGER;Pascal;1572;ROGER Pascal
2952;M;Trésorier;PLANCHOT;Alain;1572;PLANCHOT Alain
2953;M;Vice -Président;FRANCK DE PREAUMONT;Thierry;1572;FRANCK DE PREAUMONT Thierry
2954;M;Vice-Président;SALVAT;Olivier;1572;SALVAT Olivier
2955;M;Vice-Président;CARRE;Patrick;1572;CARRE Patrick
2956;M;Vice-Président;ROLAND;Jean;1572;ROLAND Jean
2957;M;Vice-Président;BOMEL;Guillaume;1572;BOMEL Guillaume
2958;M;Vice-Président;PLOUX;Christophe;1572;PLOUX Christophe
2959;M;Président;SCHIEVER;Cyril;1573;SCHIEVER Cyril
2960;MME;Déléguée générale;TEZENAS DU MONTCEL;Magali;1574;TEZENAS DU MONTCEL Magali
2961;M;Président;DULAC;Olivier;1574;DULAC Olivier
2962;M;Directeur Général;GUEYDON;Stéphane;1575;GUEYDON Stéphane
2963;M;Président;BIANCHI;Jacques;1575;BIANCHI Jacques
2964;M;Président Alexion Pharma France;DURAND;Christophe;1576;DURAND Christophe
2965;MME;Président Alexion Pharma France;ZIMMERMANN;Martine;1576;ZIMMERMANN Martine
2966;MME;Country Manager Alexion Pharma France;KHALIFE;Céline;1576;KHALIFE Céline
2967;M;President;ROMIEU;Michel;1577;ROMIEU Michel
2968;M;secrétaire général;RAOUX;Alain;1577;RAOUX Alain
2969;M;Président;GRANDAY;Patrick;1578;GRANDAY Patrick
2970;M;PRESIDENT - DIRECTEUR GENERAL;TRUELLE;Philippe;1579;TRUELLE Philippe
2971;M;secrétaire Général;COLLET;Thierry;1580;COLLET Thierry
2972;M;Président;DELHAYE;François;1580;DELHAYE François
2973;M;Président;SERVIERES;Jérôme;1581;SERVIERES Jérôme
2974;MME;Déléguée Générale;FABIEN-SOULÉ;Véronique;1581;FABIEN-SOULÉ Véronique
2975;M;Directeur général;TEYSSIER D'ORFEUIL;Marc;1582;TEYSSIER D'ORFEUIL Marc
2976;MME;Déléguée générale;FAUDON;Valérie;1583;FAUDON Valérie
2977;M;Président;RIESCHER;Xavier;1584;RIESCHER Xavier
2978;M;Président;FLAGEL;Francis;1585;FLAGEL Francis
2979;M;Secrétaire général;BOUDOU;Denis;1585;BOUDOU Denis
2980;M;Président;LOCQUET;Charles;1586;LOCQUET Charles
2981;M;Directeur général;COSTE;Thierry;1587;COSTE Thierry
2982;M;PRESIDENT;GROS;Jean-Pierre;1588;GROS Jean-Pierre
2983;M;SECRETAIRE GENERAL;BOUVET;Dominique;1588;BOUVET Dominique
2984;M;Président;HOUSSIN;Didier;1589;HOUSSIN Didier
2985;M;Président;PEBET;Iban;1590;PEBET Iban
2986;M;Président;MARCEAU;Jacques;1591;MARCEAU Jacques
2987;M;;PORTIER;Philippe;1592;PORTIER Philippe
2988;M;Président;DURAND;Jacques;1593;DURAND Jacques
2989;MME;Directrice Générale;CARAYON;Anne;1593;CARAYON Anne
2990;M;PRESIDENT;NIVAULT;Olivier;1594;NIVAULT Olivier
2991;M;delegue general;DELIGNE;Henri;1594;DELIGNE Henri
2992;M;Directeur général délégué;BRIEU;Antoine;1595;BRIEU Antoine
2993;M;PRESIDENT DIRECTEUR GENERAL;SCHELCHER;Dominique;1595;SCHELCHER Dominique
2994;M;Président;BREUZARD;Sylvain;1596;BREUZARD Sylvain
2995;M;Directeur executif;JULLIARD;Jean-François;1596;JULLIARD Jean-François
2996;M;Président;FRISQUET;François;1597;FRISQUET François
2997;M;Président;LACOUR;Bernard;1598;LACOUR Bernard
2998;M;Directeur général;IGONNET;Thierry;1598;IGONNET Thierry
2999;M;Président;HOT;Bruno;1599;HOT Bruno
3000;M;Président;PERIN;Thomas;1600;PERIN Thomas
3001;M;Président;BOULANGER;Jean-Christophe;1601;BOULANGER Jean-Christophe
3002;M;Président;JOUGLA;Philippe;1602;JOUGLA Philippe
3003;M;Président;CIBOIS;Michel;1603;CIBOIS Michel
3004;MME;Directrice Générale ASPAS;REYNAUD - RUBIN;Madline;1604;REYNAUD - RUBIN Madline
3005;M;Directeur associé;HADDAD;Raphaël;1605;HADDAD Raphaël
3006;M;Directeur Général;OUDÉA;Frédéric;1606;OUDÉA Frédéric
3007;M;Directeur Général délégué;CABANNES;Séverin;1606;CABANNES Séverin
3008;MME;Directrice Générale déléguée;LEBOT;Diony;1606;LEBOT Diony
3009;M;Directeur Général délégué;AYMERICH;Philippe;1606;AYMERICH Philippe
3010;M;Directeur Général délégué;HEIM;Philippe;1606;HEIM Philippe
3011;M;Président;RAOUL;Alain;1607;RAOUL Alain
3012;M;Directeur général;RACZ;Stéphane;1607;RACZ Stéphane
3013;M;PRESIDENT;ALESSANDRI;Philippe;1608;ALESSANDRI Philippe
3014;M;DELEGUE GENERAL;LE BARS;Stephane;1608;LE BARS Stephane
3015;M;président;GARGANI;Alain;1609;GARGANI Alain
3016;M;Président;RAGON;Luc;1610;RAGON Luc
3017;M;Vice-Président;JACQUIER;Maxime;1610;JACQUIER Maxime
3018;M;Vice-Président;GENET;Vincent;1610;GENET Vincent
3019;MME;Vice-Présidente;CERVEAU-REYNAUD;Olivia;1610;CERVEAU-REYNAUD Olivia
3020;M;Secrétaire général;GROSS;Thomas;1610;GROSS Thomas
3021;M;Trésorier;GREVAUD;Frédéric;1610;GREVAUD Frédéric
3022;M;Président;LARRAMENDY;Jean-Philippe;1611;LARRAMENDY Jean-Philippe
3023;M;Président;GUYOT;Jean-Daniel;1612;GUYOT Jean-Daniel
3024;M;Directeur général;BEUTLER;Daniel;1612;BEUTLER Daniel
3025;MME;Administrateur;BRICCA;Anne-Sophie;1613;BRICCA Anne-Sophie
3026;M;Administrateur délégué;BEERNAERT;Koen;1613;BEERNAERT Koen
3027;M;Président;PORTIER;Philippe;1614;PORTIER Philippe
3028;M;Président d'honneur;CUSINBERCHE;Régis;1614;CUSINBERCHE Régis
3029;MME;Secrétaire;ZYLBERBOGEN;Chloé;1614;ZYLBERBOGEN Chloé
3030;M;Vice-Président;VOGEL;Joseph;1614;VOGEL Joseph
3031;MME;Vice-Président;SAMMAN;Thaima;1614;SAMMAN Thaima
3032;MME;membre du Conseil d'Administration;COHEN;Odile;1614;COHEN Odile
3033;M;membre du Conseil d'Administration;BAYON;Laurent;1614;BAYON Laurent
3034;M;membre du Conseil d'Administration;BOULIN;Franck;1614;BOULIN Franck
3035;M;Directeur général;PFEIFFER;Pascal;1615;PFEIFFER Pascal
3036;M;Chef de Cabinet;DUPEYRON;Eric;1615;DUPEYRON Eric
3037;M;DIRECTEUR GENERAL BU ENGIE AFRIQUE;MOOROOVEN;Devarajen;1616;MOOROOVEN Devarajen
3038;MME;DIRECTEUR GENERAL BU FRANCE RESEAUX;LE GALL;Carole;1616;LE GALL Carole
3039;M;PRESIDENT DU CONSEIL D'ADMINISTRATION;MONGIN;Pierre;1616;MONGIN Pierre
3040;M;DIRECTEUR GENERAL;BRUEL;Franck;1616;BRUEL Franck
3041;M;DIRECTEUR GENERAL BU NORTH SOUTH AND EASTERN EUROPE;JACOLIN;Etienne;1616;JACOLIN Etienne
3042;M;DIRECTEUR GENERAL ENGIE COFELY;MONEGER;Jean-Pierre;1616;MONEGER Jean-Pierre
3043;M;Président du Directoire;DE TAVERNOST;Nicolas;1617;DE TAVERNOST Nicolas
3044;M;Président;CHANEVAS;Franck;1618;CHANEVAS Franck
3045;M;Président;MOREAU;Florent;1619;MOREAU Florent
3046;M;Directeur;CONRIÉ;Jean-Christophe;1619;CONRIÉ Jean-Christophe
3047;M;Président;BOUDIER;Marc;1620;BOUDIER Marc
3048;M;Président;LAGIER;Alexandre;1621;LAGIER Alexandre
3049;M;president;ATHENOUR;Gilles;1621;ATHENOUR Gilles
3050;M;Président;NIBOUREL;Christian;1622;NIBOUREL Christian
3051;M;Président;GULAREK;Valentin;1623;GULAREK Valentin
3052;M;Délégué général;COSNEFROY;Jacques;1624;COSNEFROY Jacques
3053;M;Président du Conseil d'administration;BOURDON;Alexis;1625;BOURDON Alexis
3054;M;Délégué général;BÉNÉZET;Dominique;1625;BÉNÉZET Dominique
3055;M;Président administrateur pour l'association AIDES;LERT;Frédéric;1626;LERT Frédéric
3056;M;Secrétaire général administrateur pour l'association AMADYS;BASSI;Emmanuel;1626;BASSI Emmanuel
3057;M;Trésorier administrateur pour l'association France Rein;LABAT;Gerard;1626;LABAT Gerard
3058;M;membre du bureau administrateur pour l'association française des hémophiles;SANNIÉ;Thomas;1626;SANNIÉ Thomas
3059;M;vice président administrateur pour l'association française des scléroses en plaques;MALAIZÉ;Jean-Claude;1626;MALAIZÉ Jean-Claude
3060;MME;membre du bureau administratrice pour l'association DINGDINGDONG;HERMANT;Emilie;1626;HERMANT Emilie
3061;MME;coordinatrice;LONDRES;Muriel;1626;LONDRES Muriel
3062;M;GERANT;ESCHWEGE;Nicolas;1627;ESCHWEGE Nicolas
3063;MME;Directrice Générale;RIGAIL;Anne;1628;RIGAIL Anne
3064;M;Président du Directoire;JAOUEN;Daniel;1629;JAOUEN Daniel
3065;M;Président;JUERY;Pascal;1630;JUERY Pascal
3066;MME;Directeur général délégué;NUYTTENS;An;1630;NUYTTENS An
3067;M;Directeur général délégué;KAMEL;Vincent;1630;KAMEL Vincent
3068;M;Directeur général délégué;CHALVON DEMERSAY;Pascal;1630;CHALVON DEMERSAY Pascal
3069;M;Directeur général délégué;CUDRE-MAUROUX;Nicolas;1630;CUDRE-MAUROUX Nicolas
3070;M;Directeur général délégué;CARENCOTTE;Frédéric;1630;CARENCOTTE Frédéric
3071;M;Directeur général délégué;CATTLE;Jonathan;1630;CATTLE Jonathan
3072;M;Président;HENAUX;Laurent;1631;HENAUX Laurent
3073;MME;Pharmacien Responsable/Directeur Général;KAUV;Céline;1631;KAUV Céline
3074;M;PRESIDENT;HOUSIAUX;Joel;1632;HOUSIAUX Joel
3075;M;1 er Vice-Président;BOURDEAU;Stéphane;1632;BOURDEAU Stéphane
3076;MME;2 Snd Vice-Présidence;LE FUSTEC;Muriel;1632;LE FUSTEC Muriel
3077;M;3 Eme Vice-Présidence;BRIODEAU;Pierre;1632;BRIODEAU Pierre
3078;MME;4 Eme Vice-Présidence;MARTINEAU;Sophie;1632;MARTINEAU Sophie
3079;M;Président;GALLET DE SAINT-AURIN;Jean-Marc;1633;GALLET DE SAINT-AURIN Jean-Marc
3080;M;Président;GONET;Guillaume;1634;GONET Guillaume
3081;M;Président;PIANTONI;Philippe;1635;PIANTONI Philippe
