;secteur_activite;representants_id
5700;Concurrence, consommation;1482
5701;Défense, sécurité;1482
5702;Recherche, innovation;1482
5703;Environnement;1482
5704;Logement, aménagement du territoire, urbanisme;1482
5705;Travail, emploi, solidarité;1483
5706;Recherche, innovation;1483
5707;Fiscalité, finances publiques;1483
5708;Environnement;1483
5709;Transports, logistique;1483
5710;Travail, emploi, solidarité;1484
5711;Recherche, innovation;1484
5712;Environnement;1484
5713;Transports, logistique;1484
5714;Concurrence, consommation;1485
5715;Economie;1485
5716;Environnement;1485
5717;Agriculture, alimentation, pêche;1486
5718;Travail, emploi, solidarité;1487
5719;Logement, aménagement du territoire, urbanisme;1487
5720;Questions migratoires;1487
5721;Santé, sécurité sociale;1487
5722;Agriculture, alimentation, pêche;1488
5723;Energie;1488
5724;Fiscalité, finances publiques;1488
5725;Environnement;1488
5726;Gouvernance d’entreprise;1489
5727;Pouvoirs publics, institutions, fonction publique;1489
5728;Professions réglementées;1489
5729;Questions de société;1489
5730;Agriculture, alimentation, pêche;1490
5731;Commerce extérieur;1490
5732;Energie;1490
5733;Environnement;1490
5734;Transports, logistique;1490
5735;Fiscalité, finances publiques;1491
5736;Médias, industries culturelles;1491
5737;Numérique;1491
5738;Propriété intellectuelle;1491
5739;Santé, sécurité sociale;1492
5740;Sports, loisirs, tourisme;1493
5741;Energie;1494
5742;Recherche, innovation;1494
5743;Environnement;1494
5744;Numérique;1494
5745;Transports, logistique;1494
5746;Agriculture, alimentation, pêche;1495
5747;Energie;1496
5748;Environnement;1496
5749;Economie;1497
5750;Agriculture, alimentation, pêche;1498
5751;Economie;1498
5752;Environnement;1498
5753;Logement, aménagement du territoire, urbanisme;1498
5754;Santé, sécurité sociale;1498
5755;Concurrence, consommation;1499
5756;Economie;1499
5757;Fiscalité, finances publiques;1499
5758;Outre-mer;1499
5759;Santé, sécurité sociale;1499
5760;Economie;1500
5761;Travail, emploi, solidarité;1500
5762;Fiscalité, finances publiques;1500
5763;Gouvernance d’entreprise;1500
5764;Pouvoirs publics, institutions, fonction publique;1500
5765;Banques, assurances, secteur financier;1501
5766;Economie;1501
5767;Fiscalité, finances publiques;1501
5768;Professions réglementées;1501
5769;Arts, patrimoine culturel;1502
5770;Numérique;1502
5771;Propriété intellectuelle;1502
5772;Agriculture, alimentation, pêche;1503
5773;Recherche, innovation;1503
5774;Travail, emploi, solidarité;1504
5775;Energie;1504
5776;Recherche, innovation;1504
5777;Fiscalité, finances publiques;1504
5778;Environnement;1504
5779;Agriculture, alimentation, pêche;1505
5780;Pouvoirs publics, institutions, fonction publique;1506
5781;Santé, sécurité sociale;1506
5782;Commerce extérieur;1507
5783;Economie;1507
5784;Energie;1507
5785;Recherche, innovation;1507
5786;Transports, logistique;1507
5787;Recherche, innovation;1508
5788;Fiscalité, finances publiques;1508
5789;Santé, sécurité sociale;1508
5790;Environnement;1509
5791;Logement, aménagement du territoire, urbanisme;1509
5792;Banques, assurances, secteur financier;1510
5793;Concurrence, consommation;1510
5794;Fiscalité, finances publiques;1510
5795;Médias, industries culturelles;1510
5796;Santé, sécurité sociale;1510
5797;Transports, logistique;1510
5798;Numérique;1511
5799;Santé, sécurité sociale;1512
5800;Agriculture, alimentation, pêche;1513
5801;Commerce extérieur;1514
5802;Economie;1514
5803;Education, enseignement supérieur, formation;1514
5804;Recherche, innovation;1514
5805;Environnement;1514
5806;Agriculture, alimentation, pêche;1515
5807;Concurrence, consommation;1515
5808;Fiscalité, finances publiques;1515
5809;Environnement;1515
5810;Professions réglementées;1515
5811;Affaires étrangères, coopération internationale;1516
5812;Commerce extérieur;1516
5813;Médias, industries culturelles;1517
5814;Numérique;1517
5815;Propriété intellectuelle;1517
5816;Communications électroniques;1517
5817;Economie;1518
5818;Education, enseignement supérieur, formation;1518
5819;Travail, emploi, solidarité;1518
5820;Recherche, innovation;1518
5821;Fiscalité, finances publiques;1518
5822;Numérique;1518
5823;Questions de société;1518
5824;Commerce extérieur;1519
5825;Travail, emploi, solidarité;1519
5826;Recherche, innovation;1519
5827;Santé, sécurité sociale;1519
5828;Sports, loisirs, tourisme;1520
5829;Banques, assurances, secteur financier;1521
5830;Concurrence, consommation;1521
5831;Economie;1521
5832;Education, enseignement supérieur, formation;1521
5833;Travail, emploi, solidarité;1521
5834;Energie;1521
5835;Fiscalité, finances publiques;1521
5836;Environnement;1521
5837;Logement, aménagement du territoire, urbanisme;1521
5838;Pouvoirs publics, institutions, fonction publique;1521
5839;Professions réglementées;1521
5840;Santé, sécurité sociale;1521
5841;Transports, logistique;1521
5842;Agriculture, alimentation, pêche;1522
5843;Arts, patrimoine culturel;1522
5844;Commerce extérieur;1522
5845;Concurrence, consommation;1522
5846;Fiscalité, finances publiques;1522
5847;Affaires étrangères, coopération internationale;1523
5848;Environnement;1523
5849;Pouvoirs publics, institutions, fonction publique;1523
5850;Santé, sécurité sociale;1523
5851;Education, enseignement supérieur, formation;1524
5852;Travail, emploi, solidarité;1524
5853;Fiscalité, finances publiques;1524
5854;Santé, sécurité sociale;1524
5855;Questions de société;1524
5856;Economie;1525
5857;Affaires étrangères, coopération internationale;1526
5858;Commerce extérieur;1526
5859;Travail, emploi, solidarité;1526
5860;Fiscalité, finances publiques;1526
5861;Transports, logistique;1526
5862;Fiscalité, finances publiques;1527
5863;Médias, industries culturelles;1527
5864;Numérique;1527
5865;Propriété intellectuelle;1527
5866;Agriculture, alimentation, pêche;1528
5867;Concurrence, consommation;1528
5868;Fiscalité, finances publiques;1528
5869;Environnement;1528
5870;Sports, loisirs, tourisme;1528
5871;Economie;1529
5872;Travail, emploi, solidarité;1529
5873;Fiscalité, finances publiques;1529
5874;Environnement;1529
5875;Affaires étrangères, coopération internationale;1530
5876;Education, enseignement supérieur, formation;1530
5877;Travail, emploi, solidarité;1530
5878;Justice;1530
5879;Outre-mer;1530
5880;Questions migratoires;1530
5881;Santé, sécurité sociale;1530
5882;Questions de société;1530
5883;Arts, patrimoine culturel;1531
5884;Justice;1531
5885;Concurrence, consommation;1532
5886;Education, enseignement supérieur, formation;1532
5887;Travail, emploi, solidarité;1532
5888;Recherche, innovation;1532
5889;Gouvernance d’entreprise;1532
5890;Environnement;1532
5891;Logement, aménagement du territoire, urbanisme;1532
5892;Numérique;1532
5893;Professions réglementées;1532
5894;Santé, sécurité sociale;1532
5895;Transports, logistique;1532
5896;Energie;1533
5897;Banques, assurances, secteur financier;1534
5898;Santé, sécurité sociale;1535
5899;Sports, loisirs, tourisme;1535
5900;Energie;1536
5901;Recherche, innovation;1536
5902;Fiscalité, finances publiques;1536
5903;Environnement;1536
5904;Transports, logistique;1536
5905;Energie;1537
5906;Environnement;1537
5907;Logement, aménagement du territoire, urbanisme;1537
5908;Pouvoirs publics, institutions, fonction publique;1537
5909;Professions réglementées;1537
5910;Fiscalité, finances publiques;1538
5911;Environnement;1538
5912;Sports, loisirs, tourisme;1538
5913;Transports, logistique;1538
5914;Agriculture, alimentation, pêche;1539
5915;Commerce extérieur;1539
5916;Economie;1539
5917;Education, enseignement supérieur, formation;1539
5918;Travail, emploi, solidarité;1539
5919;Energie;1539
5920;Recherche, innovation;1539
5921;Fiscalité, finances publiques;1539
5922;Gouvernance d’entreprise;1539
5923;Environnement;1539
5924;Logement, aménagement du territoire, urbanisme;1539
5925;Numérique;1539
5926;Pouvoirs publics, institutions, fonction publique;1539
5927;Recherche, innovation;1540
5928;Numérique;1540
5929;Santé, sécurité sociale;1540
5930;Agriculture, alimentation, pêche;1541
5931;Arts, patrimoine culturel;1542
5932;Economie;1542
5933;Médias, industries culturelles;1542
5934;Pouvoirs publics, institutions, fonction publique;1542
5935;Sports, loisirs, tourisme;1542
5936;Recherche, innovation;1543
5937;Santé, sécurité sociale;1543
5938;Santé, sécurité sociale;1544
5939;Agriculture, alimentation, pêche;1545
5940;Commerce extérieur;1546
5941;Energie;1546
5942;Recherche, innovation;1546
5943;Environnement;1546
5944;Transports, logistique;1546
5945;Agriculture, alimentation, pêche;1547
5946;Environnement;1547
5947;Education, enseignement supérieur, formation;1548
5948;Recherche, innovation;1548
5949;Santé, sécurité sociale;1548
5950;Commerce extérieur;1549
5951;Education, enseignement supérieur, formation;1549
5952;Recherche, innovation;1549
5953;Numérique;1549
5954;Pouvoirs publics, institutions, fonction publique;1549
5955;Défense, sécurité;1550
5956;Arts, patrimoine culturel;1550
5957;Logement, aménagement du territoire, urbanisme;1550
5958;Pouvoirs publics, institutions, fonction publique;1550
5959;Transports, logistique;1550
5960;Travail, emploi, solidarité;1551
5961;Energie;1551
5962;Recherche, innovation;1551
5963;Fiscalité, finances publiques;1551
5964;Environnement;1551
5965;Energie;1552
5966;Environnement;1552
5967;Logement, aménagement du territoire, urbanisme;1552
5968;Agriculture, alimentation, pêche;1553
5969;Energie;1554
5970;Recherche, innovation;1554
5971;Transports, logistique;1554
5972;Energie;1555
5973;Recherche, innovation;1555
5974;Environnement;1555
5975;Affaires étrangères, coopération internationale;1556
5976;Commerce extérieur;1556
5977;Economie;1556
5978;Education, enseignement supérieur, formation;1556
5979;Travail, emploi, solidarité;1556
5980;Energie;1556
5981;Recherche, innovation;1556
5982;Fiscalité, finances publiques;1556
5983;Environnement;1556
5984;Numérique;1556
5985;Pouvoirs publics, institutions, fonction publique;1556
5986;Propriété intellectuelle;1556
5987;Banques, assurances, secteur financier;1557
5988;Pouvoirs publics, institutions, fonction publique;1557
5989;Santé, sécurité sociale;1557
5990;Recherche, innovation;1558
5991;Médias, industries culturelles;1558
5992;Pouvoirs publics, institutions, fonction publique;1558
5993;Santé, sécurité sociale;1558
5994;Questions de société;1558
5995;Banques, assurances, secteur financier;1559
5996;Concurrence, consommation;1559
5997;Environnement;1559
5998;Logement, aménagement du territoire, urbanisme;1559
5999;Economie;1560
6000;Education, enseignement supérieur, formation;1560
6001;Travail, emploi, solidarité;1560
6002;Fiscalité, finances publiques;1560
6003;Logement, aménagement du territoire, urbanisme;1560
6004;Banques, assurances, secteur financier;1561
6005;Economie;1561
6006;Pouvoirs publics, institutions, fonction publique;1561
6007;Energie;1562
6008;Fiscalité, finances publiques;1563
6009;Gouvernance d’entreprise;1563
6010;Justice;1563
6011;Numérique;1563
6012;Pouvoirs publics, institutions, fonction publique;1563
6013;Agriculture, alimentation, pêche;1564
6014;Environnement;1565
6015;Banques, assurances, secteur financier;1566
6016;Concurrence, consommation;1566
6017;Numérique;1566
6018;Communications électroniques;1566
6019;Economie;1567
6020;Fiscalité, finances publiques;1567
6021;Logement, aménagement du territoire, urbanisme;1567
6022;Economie;1568
6023;Travail, emploi, solidarité;1568
6024;Pouvoirs publics, institutions, fonction publique;1568
6025;Professions réglementées;1568
6026;Santé, sécurité sociale;1568
6027;Banques, assurances, secteur financier;1569
6028;Energie;1569
6029;Environnement;1569
6030;Logement, aménagement du territoire, urbanisme;1569
6031;Transports, logistique;1569
6032;Energie;1570
6033;Logement, aménagement du territoire, urbanisme;1570
6034;Numérique;1570
6035;Affaires étrangères, coopération internationale;1571
6036;Economie;1572
6037;Travail, emploi, solidarité;1572
6038;Energie;1572
6039;Environnement;1572
6040;Recherche, innovation;1573
6041;Santé, sécurité sociale;1573
6042;Economie;1574
6043;Médias, industries culturelles;1574
6044;Sports, loisirs, tourisme;1574
6045;Economie;1575
6046;Education, enseignement supérieur, formation;1575
6047;Logement, aménagement du territoire, urbanisme;1575
6048;Pouvoirs publics, institutions, fonction publique;1575
6049;Economie;1576
6050;Recherche, innovation;1576
6051;Fiscalité, finances publiques;1576
6052;Pouvoirs publics, institutions, fonction publique;1576
6053;Propriété intellectuelle;1576
6054;Santé, sécurité sociale;1576
6055;Energie;1577
6056;Agriculture, alimentation, pêche;1578
6057;Recherche, innovation;1579
6058;Santé, sécurité sociale;1579
6059;Economie;1580
6060;Education, enseignement supérieur, formation;1580
6061;Logement, aménagement du territoire, urbanisme;1580
6062;Agriculture, alimentation, pêche;1581
6063;Concurrence, consommation;1581
6064;Recherche, innovation;1581
6065;Agriculture, alimentation, pêche;1582
6066;Energie;1582
6067;Environnement;1582
6068;Santé, sécurité sociale;1582
6069;Transports, logistique;1582
6070;Economie;1583
6071;Energie;1583
6072;Recherche, innovation;1583
6073;Environnement;1583
6074;Agriculture, alimentation, pêche;1584
6075;Concurrence, consommation;1584
6076;Agriculture, alimentation, pêche;1585
6077;Economie;1586
6078;Education, enseignement supérieur, formation;1586
6079;Travail, emploi, solidarité;1586
6080;Fiscalité, finances publiques;1586
6081;Environnement;1586
6082;Affaires étrangères, coopération internationale;1587
6083;Agriculture, alimentation, pêche;1587
6084;Défense, sécurité;1587
6085;Energie;1587
6086;Environnement;1587
6087;Economie;1588
6088;Education, enseignement supérieur, formation;1588
6089;Travail, emploi, solidarité;1588
6090;Fiscalité, finances publiques;1588
6091;Logement, aménagement du territoire, urbanisme;1588
6092;Recherche, innovation;1589
6093;Agriculture, alimentation, pêche;1590
6094;Banques, assurances, secteur financier;1591
6095;Recherche, innovation;1591
6096;Numérique;1591
6097;Santé, sécurité sociale;1591
6098;Communications électroniques;1591
6099;Gouvernance d’entreprise;1592
6100;Numérique;1592
6101;Professions réglementées;1592
6102;Transports, logistique;1592
6103;Education, enseignement supérieur, formation;1593
6104;Travail, emploi, solidarité;1593
6105;Sports, loisirs, tourisme;1593
6106;Logement, aménagement du territoire, urbanisme;1594
6107;Professions réglementées;1594
6108;Agriculture, alimentation, pêche;1595
6109;Concurrence, consommation;1595
6110;Environnement;1595
6111;Agriculture, alimentation, pêche;1596
6112;Défense, sécurité;1596
6113;Energie;1596
6114;Environnement;1596
6115;Questions de société;1596
6116;Transports, logistique;1596
6117;Energie;1597
6118;Fiscalité, finances publiques;1597
6119;Environnement;1597
6120;Logement, aménagement du territoire, urbanisme;1597
6121;Agriculture, alimentation, pêche;1598
6122;Travail, emploi, solidarité;1598
6123;Fiscalité, finances publiques;1598
6124;Environnement;1598
6125;Pouvoirs publics, institutions, fonction publique;1598
6126;Agriculture, alimentation, pêche;1599
6127;Commerce extérieur;1599
6128;Economie;1599
6129;Fiscalité, finances publiques;1599
6130;Environnement;1599
6131;Agriculture, alimentation, pêche;1600
6132;Economie;1601
6133;Fiscalité, finances publiques;1601
6134;Médias, industries culturelles;1601
6135;Numérique;1601
6136;Propriété intellectuelle;1601
6137;Agriculture, alimentation, pêche;1602
6138;Concurrence, consommation;1602
6139;Travail, emploi, solidarité;1602
6140;Fiscalité, finances publiques;1602
6141;Environnement;1602
6142;Economie;1603
6143;Education, enseignement supérieur, formation;1603
6144;Travail, emploi, solidarité;1603
6145;Fiscalité, finances publiques;1603
6146;Logement, aménagement du territoire, urbanisme;1603
6147;Agriculture, alimentation, pêche;1604
6148;Education, enseignement supérieur, formation;1604
6149;Environnement;1604
6150;Justice;1604
6151;Logement, aménagement du territoire, urbanisme;1604
6152;Outre-mer;1604
6153;Questions de société;1605
6154;Banques, assurances, secteur financier;1606
6155;Travail, emploi, solidarité;1607
6156;Recherche, innovation;1607
6157;Justice;1607
6158;Questions migratoires;1607
6159;Santé, sécurité sociale;1607
6160;Travail, emploi, solidarité;1608
6161;Médias, industries culturelles;1608
6162;Numérique;1608
6163;Propriété intellectuelle;1608
6164;Concurrence, consommation;1609
6165;Economie;1609
6166;Travail, emploi, solidarité;1609
6167;Pouvoirs publics, institutions, fonction publique;1609
6168;Santé, sécurité sociale;1609
6169;Affaires étrangères, coopération internationale;1610
6170;Economie;1610
6171;Education, enseignement supérieur, formation;1610
6172;Travail, emploi, solidarité;1610
6173;Recherche, innovation;1610
6174;Fiscalité, finances publiques;1610
6175;Gouvernance d’entreprise;1610
6176;Pouvoirs publics, institutions, fonction publique;1610
6177;Banques, assurances, secteur financier;1611
6178;Concurrence, consommation;1611
6179;Economie;1611
6180;Numérique;1611
6181;Pouvoirs publics, institutions, fonction publique;1611
6182;Transports, logistique;1611
6183;Concurrence, consommation;1612
6184;Economie;1612
6185;Numérique;1612
6186;Sports, loisirs, tourisme;1612
6187;Transports, logistique;1612
6188;Santé, sécurité sociale;1613
6189;Pouvoirs publics, institutions, fonction publique;1614
6190;Professions réglementées;1614
6191;Economie;1615
6192;Education, enseignement supérieur, formation;1615
6193;Recherche, innovation;1615
6194;Logement, aménagement du territoire, urbanisme;1615
6195;Transports, logistique;1615
6196;Energie;1616
6197;Environnement;1616
6198;Médias, industries culturelles;1617
6199;Numérique;1617
6200;Propriété intellectuelle;1617
6201;Communications électroniques;1617
6202;Arts, patrimoine culturel;1618
6203;Sports, loisirs, tourisme;1618
6204;Concurrence, consommation;1619
6205;Education, enseignement supérieur, formation;1619
6206;Travail, emploi, solidarité;1619
6207;Fiscalité, finances publiques;1619
6208;Pouvoirs publics, institutions, fonction publique;1619
6209;Energie;1620
6210;Agriculture, alimentation, pêche;1621
6211;Economie;1622
6212;Logement, aménagement du territoire, urbanisme;1622
6213;Questions de société;1622
6214;Transports, logistique;1622
6215;Agriculture, alimentation, pêche;1623
6216;Concurrence, consommation;1624
6217;Education, enseignement supérieur, formation;1624
6218;Travail, emploi, solidarité;1624
6219;Agriculture, alimentation, pêche;1625
6220;Concurrence, consommation;1625
6221;Economie;1625
6222;Travail, emploi, solidarité;1625
6223;Fiscalité, finances publiques;1625
6224;Travail, emploi, solidarité;1626
6225;Recherche, innovation;1626
6226;Numérique;1626
6227;Santé, sécurité sociale;1626
6228;Questions de société;1626
6229;Agriculture, alimentation, pêche;1627
6230;Economie;1627
6231;Environnement;1627
6232;Santé, sécurité sociale;1627
6233;Transports, logistique;1627
6234;Fiscalité, finances publiques;1628
6235;Sports, loisirs, tourisme;1628
6236;Transports, logistique;1628
6237;Agriculture, alimentation, pêche;1629
6238;Commerce extérieur;1629
6239;Economie;1629
6240;Santé, sécurité sociale;1629
6241;Travail, emploi, solidarité;1630
6242;Energie;1630
6243;Recherche, innovation;1630
6244;Fiscalité, finances publiques;1630
6245;Environnement;1630
6246;Recherche, innovation;1631
6247;Santé, sécurité sociale;1631
6248;Economie;1632
6249;Education, enseignement supérieur, formation;1632
6250;Travail, emploi, solidarité;1632
6251;Fiscalité, finances publiques;1632
6252;Santé, sécurité sociale;1632
6253;Energie;1633
6254;Environnement;1633
6255;Logement, aménagement du territoire, urbanisme;1633
6256;Agriculture, alimentation, pêche;1634
6257;Economie;1635
6258;Education, enseignement supérieur, formation;1635
6259;Travail, emploi, solidarité;1635
6260;Environnement;1635
6261;Logement, aménagement du territoire, urbanisme;1635
6262;Agriculture, alimentation, pêche;1636
6263;Concurrence, consommation;1636
6264;Economie;1636
6265;Environnement;1636
6266;Santé, sécurité sociale;1636
6267;Logement, aménagement du territoire, urbanisme;1637
6268;Energie;1638
6269;Fiscalité, finances publiques;1638
6270;Environnement;1638
6271;Santé, sécurité sociale;1638
6272;Agriculture, alimentation, pêche;1639
6273;Energie;1639
6274;Fiscalité, finances publiques;1639
6275;Environnement;1639
6276;Santé, sécurité sociale;1639
6277;Affaires étrangères, coopération internationale;1640
6278;Défense, sécurité;1640
6279;Justice;1640
6280;Pouvoirs publics, institutions, fonction publique;1640
6281;Questions migratoires;1640
6282;Concurrence, consommation;1641
6283;Travail, emploi, solidarité;1641
6284;Fiscalité, finances publiques;1641
6285;Logement, aménagement du territoire, urbanisme;1641
6286;Pouvoirs publics, institutions, fonction publique;1641
6287;Education, enseignement supérieur, formation;1642
6288;Energie;1642
6289;Recherche, innovation;1642
6290;Numérique;1642
6291;Transports, logistique;1642
6292;Banques, assurances, secteur financier;1643
6293;Médias, industries culturelles;1643
6294;Numérique;1643
6295;Sports, loisirs, tourisme;1643
6296;Economie;1644
6297;Education, enseignement supérieur, formation;1644
6298;Travail, emploi, solidarité;1644
6299;Fiscalité, finances publiques;1644
6300;Santé, sécurité sociale;1644
6301;Agriculture, alimentation, pêche;1645
6302;Banques, assurances, secteur financier;1645
6303;Commerce extérieur;1645
6304;Concurrence, consommation;1645
6305;Défense, sécurité;1645
6306;Economie;1645
6307;Travail, emploi, solidarité;1645
6308;Energie;1645
6309;Recherche, innovation;1645
6310;Fiscalité, finances publiques;1645
6311;Gouvernance d’entreprise;1645
6312;Environnement;1645
6313;Justice;1645
6314;Logement, aménagement du territoire, urbanisme;1645
6315;Médias, industries culturelles;1645
6316;Numérique;1645
6317;Outre-mer;1645
6318;Professions réglementées;1645
6319;Santé, sécurité sociale;1645
6320;Questions de société;1645
6321;Sports, loisirs, tourisme;1645
6322;Transports, logistique;1645
6323;Energie;1646
6324;Sports, loisirs, tourisme;1647
6325;Commerce extérieur;1648
6326;Economie;1648
6327;Education, enseignement supérieur, formation;1648
6328;Logement, aménagement du territoire, urbanisme;1648
6329;Pouvoirs publics, institutions, fonction publique;1648
6330;Professions réglementées;1649
6331;Santé, sécurité sociale;1649
6332;Agriculture, alimentation, pêche;1650
6333;Economie;1650
6334;Energie;1650
6335;Santé, sécurité sociale;1650
6336;Questions de société;1650
6337;Transports, logistique;1650
6338;Médias, industries culturelles;1651
6339;Propriété intellectuelle;1651
6340;Energie;1652
6341;Fiscalité, finances publiques;1652
6342;Energie;1653
6343;Recherche, innovation;1653
6344;Numérique;1653
6345;Commerce extérieur;1654
6346;Concurrence, consommation;1654
6347;Economie;1654
6348;Médias, industries culturelles;1654
6349;Propriété intellectuelle;1654
6350;Energie;1655
6351;Agriculture, alimentation, pêche;1656
6352;Concurrence, consommation;1656
6353;Travail, emploi, solidarité;1656
6354;Fiscalité, finances publiques;1656
6355;Gouvernance d’entreprise;1656
6356;Economie;1657
6357;Environnement;1657
6358;Logement, aménagement du territoire, urbanisme;1657
6359;Pouvoirs publics, institutions, fonction publique;1657
6360;Economie;1658
6361;Education, enseignement supérieur, formation;1658
6362;Travail, emploi, solidarité;1658
6363;Numérique;1658
6364;Energie;1659
6365;Recherche, innovation;1660
6366;Environnement;1660
6367;Banques, assurances, secteur financier;1661
6368;Agriculture, alimentation, pêche;1662
6369;Economie;1662
6370;Recherche, innovation;1662
6371;Fiscalité, finances publiques;1662
6372;Professions réglementées;1662
6373;Santé, sécurité sociale;1662
6374;Sports, loisirs, tourisme;1662
6375;Recherche, innovation;1663
6376;Santé, sécurité sociale;1663
6377;Agriculture, alimentation, pêche;1664
6378;Economie;1664
6379;Fiscalité, finances publiques;1664
6380;Environnement;1664
6381;Agriculture, alimentation, pêche;1665
6382;Banques, assurances, secteur financier;1665
6383;Education, enseignement supérieur, formation;1665
6384;Travail, emploi, solidarité;1665
6385;Energie;1665
6386;Environnement;1665
6387;Economie;1666
6388;Education, enseignement supérieur, formation;1666
6389;Travail, emploi, solidarité;1666
6390;Fiscalité, finances publiques;1666
6391;Santé, sécurité sociale;1666
6392;Banques, assurances, secteur financier;1667
6393;Environnement;1668
6394;Transports, logistique;1668
6395;Economie;1669
6396;Energie;1669
6397;Fiscalité, finances publiques;1669
6398;Environnement;1669
6399;Transports, logistique;1669
6400;Energie;1670
6401;Fiscalité, finances publiques;1670
6402;Environnement;1670
6403;Numérique;1670
6404;Transports, logistique;1670
6405;Energie;1671
6406;Transports, logistique;1671
6407;Energie;1672
6408;Agriculture, alimentation, pêche;1673
6409;Concurrence, consommation;1673
6410;Economie;1673
6411;Recherche, innovation;1673
6412;Pouvoirs publics, institutions, fonction publique;1673
6413;Agriculture, alimentation, pêche;1674
6414;Commerce extérieur;1674
6415;Concurrence, consommation;1674
6416;Economie;1674
6417;Environnement;1674
6418;Agriculture, alimentation, pêche;1675
6419;Concurrence, consommation;1676
6420;Economie;1676
6421;Travail, emploi, solidarité;1676
6422;Fiscalité, finances publiques;1676
6423;Numérique;1676
6424;Economie;1677
6425;Education, enseignement supérieur, formation;1677
6426;Travail, emploi, solidarité;1677
6427;Recherche, innovation;1677
6428;Environnement;1677
6429;Agriculture, alimentation, pêche;1678
6430;Banques, assurances, secteur financier;1679
6431;Santé, sécurité sociale;1679
6432;Commerce extérieur;1680
6433;Energie;1680
6434;Recherche, innovation;1680
6435;Fiscalité, finances publiques;1680
6436;Environnement;1680
6437;Travail, emploi, solidarité;1681
6438;Recherche, innovation;1681
6439;Environnement;1681
6440;Transports, logistique;1681
6441;Logement, aménagement du territoire, urbanisme;1682
6442;Médias, industries culturelles;1683
6443;Economie;1684
6444;Travail, emploi, solidarité;1684
6445;Recherche, innovation;1684
6446;Numérique;1684
6447;Santé, sécurité sociale;1684
6448;Economie;1685
6449;Education, enseignement supérieur, formation;1685
6450;Recherche, innovation;1685
6451;Numérique;1685
6452;Santé, sécurité sociale;1685
6453;Agriculture, alimentation, pêche;1686
6454;Education, enseignement supérieur, formation;1686
6455;Travail, emploi, solidarité;1686
6456;Numérique;1686
6457;Santé, sécurité sociale;1686
6458;Concurrence, consommation;1687
6459;Travail, emploi, solidarité;1687
6460;Fiscalité, finances publiques;1687
6461;Environnement;1687
6462;Transports, logistique;1687
6463;Agriculture, alimentation, pêche;1688
6464;Concurrence, consommation;1688
6465;Environnement;1688
6466;Agriculture, alimentation, pêche;1689
6467;Concurrence, consommation;1689
6468;Travail, emploi, solidarité;1689
6469;Fiscalité, finances publiques;1689
6470;Environnement;1689
6471;Concurrence, consommation;1690
6472;Médias, industries culturelles;1690
6473;Numérique;1690
6474;Propriété intellectuelle;1690
6475;Communications électroniques;1690
6476;Fiscalité, finances publiques;1691
6477;Médias, industries culturelles;1692
6478;Education, enseignement supérieur, formation;1693
6479;Arts, patrimoine culturel;1694
6480;Banques, assurances, secteur financier;1694
6481;Economie;1694
6482;Travail, emploi, solidarité;1694
6483;Energie;1694
6484;Fiscalité, finances publiques;1694
6485;Environnement;1694
6486;Justice;1694
6487;Médias, industries culturelles;1694
6488;Numérique;1694
6489;Professions réglementées;1694
6490;Santé, sécurité sociale;1694
6491;Sports, loisirs, tourisme;1694
6492;Transports, logistique;1694
6493;Economie;1695
6494;Energie;1695
6495;Logement, aménagement du territoire, urbanisme;1695
6496;Numérique;1695
6497;Communications électroniques;1695
6498;Agriculture, alimentation, pêche;1696
6499;Economie;1696
6500;Travail, emploi, solidarité;1696
6501;Environnement;1696
6502;Agriculture, alimentation, pêche;1697
6503;Concurrence, consommation;1697
6504;Economie;1697
6505;Environnement;1697
6506;Numérique;1697
6507;Santé, sécurité sociale;1697
6508;Sports, loisirs, tourisme;1698
6509;Transports, logistique;1698
6510;Economie;1699
6511;Logement, aménagement du territoire, urbanisme;1699
6512;Médias, industries culturelles;1700
6513;Numérique;1700
6514;Propriété intellectuelle;1700
6515;Communications électroniques;1700
6516;Sports, loisirs, tourisme;1701
6517;Sports, loisirs, tourisme;1702
6518;Affaires étrangères, coopération internationale;1703
6519;Agriculture, alimentation, pêche;1703
6520;Arts, patrimoine culturel;1703
6521;Banques, assurances, secteur financier;1703
6522;Commerce extérieur;1703
6523;Concurrence, consommation;1703
6524;Défense, sécurité;1703
6525;Economie;1703
6526;Education, enseignement supérieur, formation;1703
6527;Travail, emploi, solidarité;1703
6528;Energie;1703
6529;Recherche, innovation;1703
6530;Fiscalité, finances publiques;1703
6531;Gouvernance d’entreprise;1703
6532;Environnement;1703
6533;Justice;1703
6534;Logement, aménagement du territoire, urbanisme;1703
6535;Médias, industries culturelles;1703
6536;Numérique;1703
6537;Outre-mer;1703
6538;Pouvoirs publics, institutions, fonction publique;1703
6539;Professions réglementées;1703
6540;Propriété intellectuelle;1703
6541;Santé, sécurité sociale;1703
6542;Questions de société;1703
6543;Sports, loisirs, tourisme;1703
6544;Communications électroniques;1703
6545;Transports, logistique;1703
6546;Recherche, innovation;1704
6547;Fiscalité, finances publiques;1704
6548;Environnement;1704
6549;Santé, sécurité sociale;1704
6550;Travail, emploi, solidarité;1705
6551;Médias, industries culturelles;1705
6552;Santé, sécurité sociale;1706
6553;Agriculture, alimentation, pêche;1707
6554;Education, enseignement supérieur, formation;1707
6555;Recherche, innovation;1707
6556;Environnement;1707
