;domaines_intervention_actions_menees;activite_id
22942;Budget;11329
22943;Taxes;11330
22944;Budget;11330
22945;Taxes;11331
22946;Budget;11331
22947;Politique industrielle;11332
22948;Développement des territoires;11332
22949;Politique industrielle;11333
22950;Logement;11333
22951;Développement des territoires;11333
22952;Transport de voyageurs;11334
22953;Infrastructures;11334
22954;Taxes;11335
22955;Transport de voyageurs;11335
22956;Impact des transports individuels;11335
22957;Transport de voyageurs;11336
22958;Aides aux entreprises;11337
22959;Impact de l'activité industrielle;11338
22960;Déchets;11339
22961;Déchets;11340
22962;Impact de l'activité industrielle;11340
22963;Agriculture;11341
22964;Agriculture;11342
22965;Agriculture;11343
22966;Agriculture;11344
22967;Agriculture;11345
22968;Formation professionnelle;11346
22969;Egalité des chances;11346
22970;Budget;11346
22971;Logement;11347
22972;Egalité des chances;11347
22973;Egalité des chances;11348
22974;Politique industrielle;11349
22975;Industrie agroalimentaire;11349
22976;Energies fossiles;11349
22977;Bâtiments et travaux publics;11350
22978;Collectivités territoriales;11350
22979;Impact des transports marchands et collectifs;11350
22980;Développement des territoires;11350
22981;Infrastructures;11350
22982;Politique industrielle;11351
22983;Industrie agroalimentaire;11351
22984;Développement des territoires;11351
22985;Industrie agroalimentaire;11352
22986;Développement des territoires;11352
22987;Agriculture;11352
22988;Audiovisuel;11353
22989;Audiovisuel;11354
22990;Remboursements;11355
22991;Soins et maladies;11355
22992;Prévention;11356
22993;Soins et maladies;11356
22994;Système de santé et médico-social;11356
22995;Sports;11357
22996;Taxes;11358
22997;Politique industrielle;11358
22998;Impact des transports individuels;11358
22999;Energies renouvelables;11358
23000;Taxes;11359
23001;Politique industrielle;11359
23002;Impact des transports individuels;11359
23003;Energies renouvelables;11359
23004;Agriculture;11360
23005;Agriculture;11361
23006;Impôts;11362
23007;Budget;11363
23008;Agriculture;11364
23009;Aides aux entreprises;11365
23010;Agriculture;11365
23011;Agriculture;11366
23012;Agriculture;11367
23013;Agriculture;11368
23014;Agriculture;11369
23015;Remboursements;11370
23016;Agriculture;11370
23017;Agriculture;11371
23018;Logement;11372
23019;Construction;11372
23020;Taxes;11373
23021;Logement;11373
23022;Construction;11373
23023;Budget;11373
23024;Logement;11374
23025;Construction;11374
23026;Logement;11375
23027;Construction;11375
23028;Système de santé et médico-social;11376
23029;Agriculture;11376
23030;Budget;11376
23031;Liberté d’expression et d’information;11377
23032;Produits chimiques;11377
23033;Qualité de l'eau;11377
23034;Bien-être animal;11377
23035;Agriculture;11377
23036;Education;11378
23037;Formation professionnelle;11378
23038;Agriculture;11378
23039;Taxes;11379
23040;Agriculture;11379
23041;Agriculture;11380
23042;Taxes;11381
23043;Sécurité et normes alimentaires;11381
23044;Industrie agroalimentaire;11381
23045;Agriculture;11381
23046;Accords internationaux;11381
23047;Agriculture;11382
23048;Agriculture;11383
23049;Agriculture;11384
23050;Agriculture;11385
23051;Taxes;11386
23052;Agriculture;11386
23053;Formation professionnelle;11387
23054;Agriculture;11387
23055;Agriculture;11388
23056;Impôts;11389
23057;Aides aux entreprises;11389
23058;Economie des outre-mer;11389
23059;Taxes;11390
23060;Aides aux entreprises;11390
23061;Développement économique des outre-mer;11390
23062;Economie des outre-mer;11390
23063;Impôts;11391
23064;Aides aux entreprises;11391
23065;Développement économique des outre-mer;11391
23066;Economie des outre-mer;11391
23067;Impôts;11392
23068;Patrimoine;11392
23069;Développement économique des outre-mer;11392
23070;Taxes;11393
23071;Aides aux entreprises;11393
23072;Cinéma;11393
23073;Développement économique des outre-mer;11393
23074;Aides aux entreprises;11394
23075;Développement économique des outre-mer;11394
23076;Economie des outre-mer;11394
23077;Impôts;11395
23078;Aides aux entreprises;11395
23079;Développement économique des outre-mer;11395
23080;Economie des outre-mer;11395
23081;Impôts;11396
23082;Aides aux entreprises;11396
23083;Développement économique des outre-mer;11396
23084;Economie des outre-mer;11396
23085;Impôts;11397
23086;Patrimoine;11397
23087;Développement économique des outre-mer;11397
23088;Aides aux entreprises;11398
23089;Bâtiments et travaux publics;11398
23090;Logement;11398
23091;Développement économique des outre-mer;11398
23092;Economie des outre-mer;11398
23093;Taxes;11399
23094;Développement économique des outre-mer;11399
23095;Economie des outre-mer;11399
23096;Impôts;11400
23097;Aides aux entreprises;11400
23098;Tourisme/hôtellerie;11400
23099;Développement économique des outre-mer;11400
23100;Economie des outre-mer;11400
23101;Impôts;11401
23102;Bâtiments et travaux publics;11401
23103;Logement;11401
23104;Développement économique des outre-mer;11401
23105;Impôts;11402
23106;Aides aux entreprises;11402
23107;Développement économique des outre-mer;11402
23108;Economie des outre-mer;11402
23109;Impôts;11403
23110;Aides aux entreprises;11403
23111;Développement économique des outre-mer;11403
23112;Economie des outre-mer;11403
23113;Impôts;11404
23114;Aides aux entreprises;11404
23115;Développement économique des outre-mer;11404
23116;Economie des outre-mer;11404
23117;Taxes;11405
23118;Tourisme/hôtellerie;11405
23119;Développement économique des outre-mer;11405
23120;Banques;11406
23121;Tourisme/hôtellerie;11406
23122;Développement économique des outre-mer;11406
23123;Aides aux entreprises;11407
23124;Economie des outre-mer;11407
23125;Aides aux entreprises;11408
23126;Développement économique des outre-mer;11408
23127;Economie des outre-mer;11408
23128;Impôts;11409
23129;Tourisme/hôtellerie;11409
23130;Développement économique des outre-mer;11409
23131;Impôts;11410
23132;Tourisme/hôtellerie;11410
23133;Développement économique des outre-mer;11410
23134;PME/TPE;11411
23135;Partenariats public/privé;11411
23136;Economie des outre-mer;11411
23137;Impôts;11412
23138;Aides aux entreprises;11412
23139;Economie des outre-mer;11412
23140;Tourisme/hôtellerie;11413
23141;Développement économique des outre-mer;11413
23142;Economie des outre-mer;11413
23143;Droit du travail;11414
23144;Tourisme/hôtellerie;11414
23145;Marchés réglementés;11415
23146;Industrie agroalimentaire;11415
23147;Agriculture;11415
23148;Aides aux entreprises;11416
23149;Economie des outre-mer;11416
23150;Normes de production;11417
23151;Sécurité et normes alimentaires;11417
23152;Industrie agroalimentaire;11417
23153;Agriculture;11417
23154;Développement économique des outre-mer;11418
23155;Economie des outre-mer;11418
23156;Finances;11419
23157;Développement économique des outre-mer;11419
23158;Recherche et innovation;11419
23159;Accès aux moyens de télécommunications;11420
23160;Développement économique des outre-mer;11420
23161;Marché du numérique;11420
23162;Normes de production;11421
23163;Bâtiments et travaux publics;11421
23164;Economie des outre-mer;11421
23165;PME/TPE;11422
23166;Bâtiments et travaux publics;11422
23167;Economie des outre-mer;11422
23168;PME/TPE;11423
23169;Partenariats public/privé;11423
23170;Economie des outre-mer;11423
23171;Droit du travail;11424
23172;Aides aux entreprises;11424
23173;Développement économique des outre-mer;11424
23174;Aides aux entreprises;11425
23175;Formation professionnelle;11425
23176;Développement économique des outre-mer;11425
23177;Droit du travail;11426
23178;Aides aux entreprises;11426
23179;Développement économique des outre-mer;11426
23180;Institutions européennes;11427
23181;Economie des outre-mer;11427
23182;Industrie agroalimentaire;11427
23183;Aides aux entreprises;11428
23184;Développement économique des outre-mer;11428
23185;Assurance chômage;11429
23186;Dialogue social;11429
23187;Droit du travail;11429
23188;Formation professionnelle;11429
23189;Marchés réglementés;11429
23190;Dialogue social;11430
23191;Droit du travail;11430
23192;Dialogue social;11431
23193;PME/TPE;11431
23194;Droit du travail;11431
23195;Finances;11432
23196;Finances;11433
23197;Banques;11433
23198;Professions réglementées;11434
23199;PME/TPE;11434
23200;Aides aux entreprises;11434
23201;Professions réglementées;11435
23202;PME/TPE;11435
23203;Aides aux entreprises;11435
23204;Droit d'auteur;11436
23205;Patrimoine;11436
23206;Droit d'auteur;11437
23207;Patrimoine;11437
23208;Agriculture;11438
23209;Agriculture;11439
23210;Agriculture;11440
23211;Industrie agroalimentaire;11441
23212;Agriculture;11441
23213;Recherche et innovation;11442
23214;Recherche et innovation;11443
23215;Recherche et innovation;11444
23216;Recherche et innovation;11445
23217;Impact de l'activité industrielle;11446
23218;Recherche et innovation;11447
23219;Recherche et innovation;11448
23220;Recherche et innovation;11449
23221;Recherche et innovation;11450
23222;Patrimoine;11451
23223;Développement des territoires;11451
23224;Agriculture;11451
23225;Système de santé et médico-social;11452
23226;Système de santé et médico-social;11453
23227;Système de santé et médico-social;11454
23228;Sports;11455
23229;Système de santé et médico-social;11456
23230;Système de santé et médico-social;11457
23231;Handicap;11458
23232;Système de santé et médico-social;11459
23233;Taxes;11460
23234;Médicaments;11461
23235;Médicaments;11462
23236;Système de santé et médico-social;11462
23237;Médicaments;11463
23238;Système de santé et médico-social;11463
23239;Taxes;11464
23240;PME/TPE;11465
23241;Taxes;11466
23242;Taxes;11467
23243;Taxes;11468
23244;Impôts;11468
23245;Taxes;11469
23246;Impôts;11470
23247;Taxes;11471
23248;Impôts;11471
23249;Marché du numérique;11472
23250;Accès à l’Internet;11473
23251;Marché du numérique;11473
23252;Transports alternatifs;11474
23253;Marché du numérique;11474
23254;Marché du numérique;11475
23255;Marché du numérique;11476
23256;Marché du numérique;11477
23257;Marché du numérique;11478
23258;Marché du numérique;11479
23259;Marché du numérique;11480
23260;Marché du numérique;11481
23261;Taxes;11482
23262;Impôts;11482
23263;Marché du numérique;11482
23264;Budget;11482
23265;Marché du numérique;11483
23266;Taxes;11484
23267;Assurance chômage;11485
23268;Formation professionnelle;11485
23269;Education;11486
23270;Prévention;11486
23271;Industrie agroalimentaire;11487
23272;Education;11488
23273;Industrie agroalimentaire;11488
23274;Industrie agroalimentaire;11489
23275;Droit de la concurrence;11490
23276;PME/TPE;11490
23277;Aides aux entreprises;11490
23278;Partenariats public/privé;11490
23279;Budget;11490
23280;Collectivités territoriales;11491
23281;Accords internationaux;11491
23282;Collectivités territoriales;11492
23283;Recherche et innovation;11492
23284;Fonction publique;11493
23285;Fonction publique;11494
23286;Budget;11494
23287;Aides aux entreprises;11495
23288;Formation professionnelle;11495
23289;Politique industrielle;11495
23290;Collectivités territoriales;11495
23291;Recherche et innovation;11495
23292;Aides aux entreprises;11496
23293;Formation professionnelle;11496
23294;Politique industrielle;11496
23295;Collectivités territoriales;11496
23296;Recherche et innovation;11496
23297;Formation professionnelle;11497
23298;Agriculture;11498
23299;Agriculture;11499
23300;Partenariats public/privé;11500
23301;Accords internationaux;11500
23302;Partenariats public/privé;11501
23303;Accords internationaux;11501
23304;Accords internationaux;11502
23305;Liberté d’expression et d’information;11503
23306;Education;11503
23307;Audiovisuel;11503
23308;Audiovisuel;11504
23309;Marché du numérique;11504
23310;Audiovisuel;11505
23311;Musique;11505
23312;Droit d'auteur;11506
23313;Audiovisuel;11506
23314;Musique;11506
23315;Marché du numérique;11506
23316;Publicité;11507
23317;Audiovisuel;11507
23318;Publicité;11508
23319;Education;11508
23320;Audiovisuel;11508
23321;Industrie agroalimentaire;11508
23322;Agriculture;11508
23323;Liberté d’expression et d’information;11509
23324;Audiovisuel;11509
23325;Publicité;11510
23326;Audiovisuel;11510
23327;Droit d'auteur;11511
23328;Audiovisuel;11511
23329;Musique;11511
23330;Marché du numérique;11511
23331;Audiovisuel;11512
23332;Musique;11512
23333;Recherche et innovation;11513
23334;Marché du numérique;11514
23335;Recherche et innovation;11515
23336;Protection des données;11516
23337;Marché du numérique;11516
23338;Protection des données;11517
23339;Marché du numérique;11517
23340;Politique industrielle;11518
23341;Recherche et innovation;11518
23342;Patrimoine;11519
23343;Marché du numérique;11519
23344;Education;11520
23345;Accords internationaux;11521
23346;Protection des données;11522
23347;Marché du numérique;11523
23348;Système de santé et médico-social;11524
23349;Système de santé et médico-social;11525
23350;Médicaments;11526
23351;Budget;11526
23352;Soins et maladies;11527
23353;Prévention;11528
23354;Médicaments;11528
23355;Soins et maladies;11528
23356;Médicaments;11529
23357;Système de santé et médico-social;11530
23358;Médicaments;11531
23359;Système de santé et médico-social;11531
23360;Budget;11531
23361;Système de santé et médico-social;11532
23362;Soins et maladies;11533
23363;Système de santé et médico-social;11533
23364;Tourisme/hôtellerie;11534
23365;Logement;11534
23366;Tourisme/hôtellerie;11535
23367;Logement;11535
23368;Développement des territoires;11535
23369;Industrie agroalimentaire;11536
23370;Industrie agroalimentaire;11537
23371;Industrie agroalimentaire;11538
23372;Déchets;11539
23373;Développement des territoires;11539
23374;Finances;11540
23375;Eaux;11540
23376;Développement des territoires;11540
23377;Qualité de l'eau;11541
23378;Eaux;11541
23379;Développement des territoires;11541
23380;Qualité de l'eau;11542
23381;Eaux;11542
23382;Qualité de l'eau;11543
23383;Eaux;11543
23384;Développement des territoires;11543
23385;Qualité de l'eau;11544
23386;Impact de l'activité industrielle;11544
23387;Développement des territoires;11544
23388;Agriculture;11544
23389;Finances;11545
23390;Eaux;11545
23391;Déchets;11546
23392;Impact de l'activité industrielle;11546
23393;Développement des territoires;11546
23394;Qualité de l'eau;11547
23395;Eaux;11547
23396;Droits et libertés fondamentales;11547
23397;Développement des territoires;11547
23398;Egalité des chances;11547
23399;Qualité de l'eau;11548
23400;Développement des territoires;11548
23401;Qualité de l'eau;11549
23402;Développement des territoires;11549
23403;Agriculture;11549
23404;Développement des territoires;11550
23405;Agriculture;11550
23406;Développement des territoires;11551
23407;Agriculture;11551
23408;Développement des territoires;11552
23409;Agriculture;11552
23410;Qualité de l'eau;11553
23411;Eaux;11553
23412;Développement des territoires;11553
23413;Déchets;11554
23414;Développement des territoires;11554
23415;Agriculture;11554
23416;Qualité de l'eau;11555
23417;Eaux;11555
23418;Développement des territoires;11555
23419;Qualité de l'eau;11556
23420;Accidents et catastrophes naturelles;11556
23421;Eaux;11556
23422;Développement des territoires;11556
23423;Qualité de l'eau;11557
23424;Accidents et catastrophes naturelles;11557
23425;Eaux;11557
23426;Développement des territoires;11557
23427;Qualité de l'eau;11558
23428;Eaux;11558
23429;Développement des territoires;11558
23430;Qualité de l'eau;11559
23431;Collectivités territoriales;11559
23432;Eaux;11559
23433;Développement des territoires;11559
23434;Budget;11559
23435;Produits chimiques;11560
23436;Dépollution;11560
23437;Qualité de l'eau;11560
23438;Eaux;11560
23439;Institutions européennes;11561
23440;Qualité de l'eau;11561
23441;Eaux;11561
23442;Sécurité et normes alimentaires;11561
23443;Qualité de l'eau;11562
23444;Eaux;11562
23445;Développement des territoires;11562
23446;Qualité de l'eau;11563
23447;Eaux;11563
23448;Recherche et innovation;11563
23449;Développement des territoires;11563
23450;Qualité de l'eau;11564
23451;Eaux;11564
23452;Développement des territoires;11564
23453;Dépollution;11565
23454;Qualité de l'eau;11565
23455;Recherche et innovation;11565
23456;Développement des territoires;11565
23457;Dépollution;11566
23458;Qualité de l'eau;11566
23459;Eaux;11566
23460;Développement des territoires;11566
23461;Dépollution;11567
23462;Qualité de l'eau;11567
23463;Accidents et catastrophes naturelles;11567
23464;Développement des territoires;11567
23465;Qualité de l'eau;11568
23466;Eaux;11568
23467;Recherche et innovation;11568
23468;Développement des territoires;11568
23469;Qualité de l'eau;11569
23470;Eaux;11569
23471;Recherche et innovation;11569
23472;Développement des territoires;11569
23473;Qualité de l'eau;11570
23474;Accidents et catastrophes naturelles;11570
23475;Eaux;11570
23476;Recherche et innovation;11570
23477;Développement des territoires;11570
23478;Qualité de l'eau;11571
23479;Eaux;11571
23480;Développement des territoires;11571
23481;Famille;11572
23482;Famille;11573
23483;Famille;11574
23484;Famille;11575
23485;Famille;11576
23486;Famille;11577
23487;Famille;11578
23488;Finances;11579
23489;Impôts;11579
23490;Famille;11579
23491;Budget;11579
23492;Occupation des sols;11580
23493;Bâtiments et travaux publics;11580
23494;Logement;11580
23495;Construction;11580
23496;Bâtiments et travaux publics;11581
23497;Logement;11581
23498;Construction;11581
23499;Formation professionnelle;11582
23500;Bâtiments et travaux publics;11582
23501;Bâtiments et travaux publics;11583
23502;Logement;11583
23503;Construction;11583
23504;Industrie aéronautique;11584
23505;Marchés réglementés;11584
23506;Politique industrielle;11584
23507;Défense;11584
23508;Développement des territoires;11584
23509;Industrie aéronautique;11585
23510;Taxes;11585
23511;Droit du travail;11585
23512;Formation professionnelle;11585
23513;Accords internationaux;11585
23514;Audiovisuel;11586
23515;Audiovisuel;11587
23516;Industrie agroalimentaire;11588
23517;Industrie agroalimentaire;11589
23518;Industrie agroalimentaire;11590
23519;Industrie agroalimentaire;11591
23520;Industrie agroalimentaire;11592
23521;Industrie agroalimentaire;11593
23522;Industrie agroalimentaire;11594
23523;Industrie agroalimentaire;11595
23524;Industrie agroalimentaire;11596
23525;Industrie agroalimentaire;11597
23526;Industrie agroalimentaire;11598
23527;Industrie agroalimentaire;11599
23528;Industrie agroalimentaire;11600
23529;Industrie agroalimentaire;11601
23530;Industrie agroalimentaire;11602
23531;Industrie agroalimentaire;11603
23532;Industrie agroalimentaire;11604
23533;Industrie agroalimentaire;11605
23534;Industrie agroalimentaire;11606
23535;Industrie agroalimentaire;11607
23536;Industrie agroalimentaire;11608
23537;Industrie agroalimentaire;11609
23538;Industrie agroalimentaire;11610
23539;Industrie agroalimentaire;11611
23540;Industrie agroalimentaire;11612
23541;Industrie agroalimentaire;11613
23542;Industrie agroalimentaire;11614
23543;Industrie agroalimentaire;11615
23544;Industrie agroalimentaire;11616
23545;Industrie agroalimentaire;11617
23546;Industrie agroalimentaire;11618
23547;Industrie agroalimentaire;11619
23548;Industrie agroalimentaire;11620
23549;Déchets;11621
23550;Politique industrielle;11621
23551;Déchets;11622
23552;Déchets;11623
23553;Politique industrielle;11623
23554;Impact de l'activité industrielle;11623
23555;Taxes;11624
23556;Politique industrielle;11624
23557;Budget;11624
23558;Déchets;11625
23559;Energies renouvelables;11625
23560;Déchets;11626
23561;Energies renouvelables;11626
23562;Déchets;11627
23563;Taxes;11628
23564;Déchets;11628
23565;Budget;11628
23566;Déchets;11629
23567;Déchets;11630
23568;Politique industrielle;11630
23569;Droit de la concurrence;11631
23570;Déchets;11631
23571;Déchets;11632
23572;Déchets;11633
23573;Politique industrielle;11633
23574;Impact de l'activité industrielle;11633
23575;Déchets;11634
23576;Politique industrielle;11634
23577;Impact de l'activité industrielle;11634
23578;Déchets;11635
23579;Politique industrielle;11635
23580;Impact de l'activité industrielle;11635
23581;Déchets;11636
23582;Politique industrielle;11636
23583;Impact de l'activité industrielle;11636
23584;Déchets;11637
23585;Politique industrielle;11637
23586;Impact de l'activité industrielle;11637
23587;Déchets;11638
23588;Politique industrielle;11638
23589;Impact de l'activité industrielle;11638
23590;Déchets;11639
23591;Politique industrielle;11639
23592;Impact de l'activité industrielle;11639
23593;Asile;11640
23594;Immigration;11640
23595;Education;11641
23596;Ordre administratif;11641
23597;Droits et libertés fondamentales;11641
23598;Discriminations;11641
23599;Egalité des chances;11641
23600;Education;11642
23601;Droits et libertés fondamentales;11642
23602;Humanitaire;11642
23603;Aide au développement;11642
23604;Egalité des chances;11642
23605;Asile;11643
23606;Ordre administratif;11643
23607;Droits et libertés fondamentales;11643
23608;Justice civile;11643
23609;Discriminations;11643
23610;Asile;11644
23611;Droits et libertés fondamentales;11644
23612;Immigration;11644
23613;Education;11645
23614;Droits et libertés fondamentales;11646
23615;Humanitaire;11646
23616;Droits et libertés fondamentales;11647
23617;Discriminations;11647
23618;Egalité des chances;11647
23619;Asile;11648
23620;Droits et libertés fondamentales;11648
23621;Humanitaire;11648
23622;Immigration;11648
23623;Droits et libertés fondamentales;11649
23624;Droits et libertés fondamentales;11650
23625;Discriminations;11650
23626;Egalité des chances;11650
23627;Aide au développement;11651
23628;Asile;11652
23629;Droits et libertés fondamentales;11652
23630;Immigration;11652
23631;Aide au développement;11653
23632;Audiovisuel;11654
23633;Droits et libertés fondamentales;11654
23634;Protection des données;11654
23635;Professions réglementées;11655
23636;Patrimoine;11655
23637;Dialogue social;11656
23638;Droit du travail;11656
23639;Assurance chômage;11657
23640;Dialogue social;11657
23641;Droit du travail;11657
23642;Transport de fret;11658
23643;Dialogue social;11658
23644;Droit du travail;11658
23645;Assurance chômage;11659
23646;Droit du travail;11659
23647;Energies renouvelables;11660
23648;Energies renouvelables;11661
23649;Energies renouvelables;11662
23650;Energies renouvelables;11663
23651;Energies renouvelables;11664
23652;Energies renouvelables;11665
23653;Energies renouvelables;11666
23654;Energies renouvelables;11667
23655;Energies renouvelables;11668
23656;Energies renouvelables;11669
23657;Energies renouvelables;11670
23658;Energies renouvelables;11671
23659;Energies renouvelables;11672
23660;Energies renouvelables;11673
23661;Energies renouvelables;11674
23662;Energies renouvelables;11675
23663;Energies renouvelables;11676
23664;Finances;11677
23665;Assurances;11677
23666;Banques;11677
23667;Finances;11678
23668;Assurances;11678
23669;Banques;11678
23670;Finances;11679
23671;Assurances;11679
23672;Banques;11679
23673;Finances;11680
23674;Assurances;11680
23675;Banques;11680
23676;Finances;11681
23677;Assurances;11681
23678;Banques;11681
23679;Finances;11682
23680;Assurances;11682
23681;Banques;11682
23682;Finances;11683
23683;Assurances;11683
23684;Banques;11683
23685;Finances;11684
23686;Assurances;11684
23687;Banques;11684
23688;Finances;11685
23689;Assurances;11685
23690;Banques;11685
23691;Finances;11686
23692;Assurances;11686
23693;Banques;11686
23694;Finances;11687
23695;Assurances;11687
23696;Banques;11687
23697;Finances;11688
23698;Assurances;11688
23699;Banques;11688
23700;Finances;11689
23701;Assurances;11689
23702;Banques;11689
23703;Finances;11690
23704;Assurances;11690
23705;Banques;11690
23706;Finances;11691
23707;Assurances;11691
23708;Banques;11691
23709;Finances;11692
23710;Assurances;11692
23711;Banques;11692
23712;Finances;11693
23713;Assurances;11693
23714;Banques;11693
23715;Finances;11694
23716;Assurances;11694
23717;Banques;11694
23718;Finances;11695
23719;Assurances;11695
23720;Banques;11695
23721;Finances;11696
23722;Assurances;11696
23723;Banques;11696
23724;Finances;11697
23725;Assurances;11697
23726;Banques;11697
23727;Finances;11698
23728;Taxes;11698
23729;Assurances;11698
23730;Banques;11698
23731;Finances;11699
23732;Taxes;11699
23733;Assurances;11699
23734;Banques;11699
23735;Accords internationaux;11699
23736;Finances;11700
23737;Assurances;11700
23738;Banques;11700
23739;Finances;11701
23740;Assurances;11701
23741;Banques;11701
23742;Finances;11702
23743;Taxes;11702
23744;Assurances;11702
23745;Banques;11702
23746;Accords internationaux;11702
23747;Finances;11703
23748;Assurances;11703
23749;Banques;11703
23750;Finances;11704
23751;Assurances;11704
23752;Banques;11704
23753;Finances;11705
23754;Assurances;11705
23755;Banques;11705
23756;Finances;11706
23757;Taxes;11706
23758;Assurances;11706
23759;Banques;11706
23760;Finances;11707
23761;Partenariats public/privé;11707
23762;Impact de l'activité industrielle;11707
23763;Energies renouvelables;11707
23764;Transport de voyageurs;11708
23765;Collectivités territoriales;11708
23766;Transports alternatifs;11708
23767;Energies renouvelables;11708
23768;Infrastructures;11708
23769;Politique industrielle;11709
23770;Collectivités territoriales;11709
23771;Transports alternatifs;11709
23772;Energies renouvelables;11709
23773;Transports alternatifs;11710
23774;Infrastructures;11710
23775;Politique industrielle;11711
23776;Collectivités territoriales;11711
23777;Recherche et innovation;11711
23778;Energies renouvelables;11711
23779;Infrastructures;11711
23780;Politique industrielle;11712
23781;Collectivités territoriales;11712
23782;Recherche et innovation;11712
23783;Energies renouvelables;11712
23784;Infrastructures;11712
23785;Politique industrielle;11713
23786;Collectivités territoriales;11713
23787;Recherche et innovation;11713
23788;Energies renouvelables;11713
23789;Infrastructures;11713
23790;Finances;11714
23791;Transports alternatifs;11714
23792;Budget;11714
23793;Politique industrielle;11715
23794;Transports alternatifs;11715
23795;Energies renouvelables;11715
23796;Infrastructures;11715
23797;Politique industrielle;11716
23798;Recherche et innovation;11716
23799;Energies renouvelables;11716
23800;Partenariats public/privé;11717
23801;Collectivités territoriales;11717
23802;Transports alternatifs;11717
23803;Développement des territoires;11717
23804;Energies renouvelables;11717
23805;Politique industrielle;11718
23806;Transports alternatifs;11718
23807;Energies renouvelables;11718
23808;Infrastructures;11718
23809;Politique industrielle;11719
23810;Recherche et innovation;11719
23811;Développement des territoires;11719
23812;Energies renouvelables;11719
23813;Infrastructures;11719
23814;Transport de fret;11720
23815;Transport de voyageurs;11720
23816;Transports alternatifs;11720
23817;Infrastructures;11720
23818;Impact de l'activité industrielle;11721
23819;Transport de fret;11722
23820;Impact des transports individuels;11722
23821;Impact des transports marchands et collectifs;11722
23822;Transports alternatifs;11722
23823;Politique industrielle;11723
23824;Développement des territoires;11723
23825;Energies renouvelables;11723
23826;Politique industrielle;11724
23827;Energies renouvelables;11724
23828;Transports alternatifs;11725
23829;Infrastructures;11725
23830;Transport de fret;11726
23831;Transport de voyageurs;11726
23832;Collectivités territoriales;11726
23833;Transports alternatifs;11726
23834;Infrastructures;11726
23835;Politique industrielle;11727
23836;Transports alternatifs;11727
23837;Energies renouvelables;11727
23838;Infrastructures;11727
23839;Taxes;11728
23840;Energies renouvelables;11728
23841;PME/TPE;11729
23842;Impact de l'activité industrielle;11729
23843;Recherche et innovation;11729
23844;Energies renouvelables;11729
23845;Infrastructures;11729
23846;Politique industrielle;11730
23847;Impact des transports individuels;11730
23848;Collectivités territoriales;11730
23849;Développement des territoires;11730
23850;Energies renouvelables;11730
23851;PME/TPE;11731
23852;Partenariats public/privé;11731
23853;Politique industrielle;11731
23854;Recherche et innovation;11731
23855;Energies renouvelables;11731
23856;Politique industrielle;11732
23857;Impact des transports individuels;11732
23858;Transports alternatifs;11732
23859;Energies renouvelables;11732
23860;Infrastructures;11732
23861;Politique industrielle;11733
23862;Impact de l'activité industrielle;11733
23863;Recherche et innovation;11733
23864;Développement des territoires;11733
23865;Energies renouvelables;11733
23866;Transports alternatifs;11734
23867;Energies renouvelables;11734
23868;Logement;11735
23869;Taxes;11736
23870;Transport de voyageurs;11736
23871;Impact des transports marchands et collectifs;11736
23872;Taxes;11737
23873;Droit de la concurrence;11737
23874;Transport de voyageurs;11737
23875;Impact des transports marchands et collectifs;11737
23876;Taxes;11738
23877;Transport de voyageurs;11738
23878;Droit du travail;11738
23879;Transport de voyageurs;11739
23880;Dialogue social;11739
23881;Droit du travail;11739
23882;Taxes;11740
23883;Droit de la concurrence;11740
23884;Transport de voyageurs;11740
23885;Infrastructures;11740
23886;Taxes;11741
23887;Droit de la concurrence;11741
23888;Transport de voyageurs;11741
23889;Droit du travail;11741
23890;Impact des transports marchands et collectifs;11741
23891;Taxes;11742
23892;Droit de la concurrence;11742
23893;Transport de voyageurs;11742
23894;Impact des transports marchands et collectifs;11742
23895;Formation professionnelle;11743
23896;Politique industrielle;11743
23897;Enseignement supérieur;11743
23898;Développement des territoires;11743
23899;Taxes;11744
23900;Formation professionnelle;11744
23901;Politique industrielle;11744
23902;Enseignement supérieur;11744
23903;Développement des territoires;11744
23904;Taxes;11745
23905;Formation professionnelle;11745
23906;Politique industrielle;11745
23907;Enseignement supérieur;11745
23908;Développement des territoires;11745
23909;Spectacle vivant;11746
23910;Spectacle vivant;11747
23911;Musique;11747
23912;Spectacle vivant;11748
23913;Remboursements;11749
23914;Médicaments;11749
23915;Système de santé et médico-social;11749
23916;Remboursements;11750
23917;Médicaments;11750
23918;Système de santé et médico-social;11750
23919;Remboursements;11751
23920;Soins et maladies;11751
23921;Système de santé et médico-social;11751
23922;Remboursements;11752
23923;Soins et maladies;11752
23924;Système de santé et médico-social;11752
23925;Remboursements;11753
23926;Soins et maladies;11753
23927;Système de santé et médico-social;11753
23928;Remboursements;11754
23929;Système de santé et médico-social;11754
23930;Agriculture;11755
23931;Agriculture;11756
23932;Agriculture;11757
23933;Agriculture;11758
23934;Agriculture;11759
23935;Agriculture;11760
23936;Agriculture;11761
23937;Agriculture;11762
23938;Agriculture;11763
23939;Agriculture;11764
23940;Industrie aéronautique;11765
23941;Agriculture;11765
23942;Agriculture;11766
23943;Agriculture;11767
23944;Agriculture;11768
23945;Agriculture;11769
23946;Agriculture;11770
23947;Agriculture;11771
23948;Agriculture;11772
23949;Agriculture;11773
23950;Agriculture;11774
23951;Agriculture;11775
23952;Agriculture;11776
