;civilite_collaborateur;fonction_collaborateur;nom_collaborateur;prenom_collaborateur;representants_id;nom_prenom_collaborateur
5187;MME;Directrice Affaires Publiques;BALDOUS;Béryl;1628;BALDOUS Béryl
5188;M;;NALET;Michel;1629;NALET Michel
5189;M;;BIGOT;Axel;1629;BIGOT Axel
5190;M;Directeur des affaires publiques France;BETOLAUD DU COLOMBIER;Xavier;1630;BETOLAUD DU COLOMBIER Xavier
5191;M;Président;HENAUX;Laurent;1631;HENAUX Laurent
5192;MME;Directrice Market Access et Affaires Publiques;DUBOIS;Sophie;1631;DUBOIS Sophie
5193;MME;Déléguée Générale;MARECHAU;Armelle;1632;MARECHAU Armelle
5194;M;Président;GALLET DE SAINT-AURIN;Jean-Marc;1633;GALLET DE SAINT-AURIN Jean-Marc
5195;MME;;VENON;Elodie;1634;VENON Elodie
5196;M;Secrétaire Général;RAGUIN;Cédric;1634;RAGUIN Cédric
5197;M;Président;GONET;Guillaume;1634;GONET Guillaume
5198;M;Directeur;DESTAILLEURS;Marion;1635;DESTAILLEURS Marion
5199;M;Chargé de mission Environnement;CREMER;Daniel;1635;CREMER Daniel
5200;MME;chargée de mission environnement;POURROY;Christelle;1635;POURROY Christelle
5201;M;responsable formation;PICARD;Lionel;1635;PICARD Lionel
5202;MME;;LUCAS;Valerie;1636;LUCAS Valerie
5203;MME;directrice affaires techniques et reglementaires;BENACQUISTA;Sonia;1636;BENACQUISTA Sonia
5204;MME;directrice scientifique;HENRY;Christelle;1636;HENRY Christelle
5205;M;;HEMOUS;Emmanuel;1637;HEMOUS Emmanuel
5206;MME;;FINON;Celine;1638;FINON Celine
5207;M;Directeur des affaires publiques;RIALLAND;Nicolas;1639;RIALLAND Nicolas
5208;M;Directeur International;MASSON;Thimoté;1639;MASSON Thimoté
5209;M;Président;LAINE;Eric;1639;LAINE Eric
5210;M;Directeur Général;RAYE;Pierre;1639;RAYE Pierre
5211;M;Membre du bureau;SANDER;Franck;1639;SANDER Franck
5212;M;Membre du bureau;DECHAUFOUR;Patrick;1639;DECHAUFOUR Patrick
5213;M;Membre du bureau;RUDI;Patrick;1639;RUDI Patrick
5214;M;Membre du bureau;RENOUX;Didier;1639;RENOUX Didier
5215;M;Membre du bureau;FIEVEZ;Dominique;1639;FIEVEZ Dominique
5216;M;Membre du bureau;MULLIE;Christophe;1639;MULLIE Christophe
5217;M;Membre du bureau;DEKKERS;Hans;1639;DEKKERS Hans
5218;M;Membre du bureau;DUBRAY;Jean-Pierre;1639;DUBRAY Jean-Pierre
5219;M;Membre du bureau;GARNOT;Jean-Philippe;1639;GARNOT Jean-Philippe
5220;M;Membre du bureau;PELE;Alexandre;1639;PELE Alexandre
5221;M;Membre du bureau;QUILLET;Alexandre;1639;QUILLET Alexandre
5222;M;Membre du bureau;CHAUCHEPRAT;Régis;1639;CHAUCHEPRAT Régis
5223;M;Membre du bureau;GANDON;Guillaume;1639;GANDON Guillaume
5224;M;Membre du bureau;WALCKENAER;Géry;1639;WALCKENAER Géry
5225;M;Directeur régional;PIGEON;Emmanuel;1639;PIGEON Emmanuel
5226;M;Directeur régional;CARTON;Benoit;1639;CARTON Benoit
5227;M;Directrice régionale;GRAPPERON;Milène;1639;GRAPPERON Milène
5228;M;Directeur régional;YOT;Benoit;1639;YOT Benoit
5229;M;Directeur régional;PELLOUX;Pierre;1639;PELLOUX Pierre
5230;M;Directeur Economie;DUCHATEAU;Francky;1639;DUCHATEAU Francky
5231;M;Chargé de plaidoyer Armes;ELLUIN;Aymeric;1640;ELLUIN Aymeric
5232;MME;Chargée de plaidoyer Entreprises et droits humains et justice internationale;GAGNIER;Sabine;1640;GAGNIER Sabine
5233;MME;"Chargée de plaidoyer ""Libertés""";CURIS;Dominique;1640;CURIS Dominique
5234;MME;Chargée de plaidoyer programme Libertés;ROUX;Katia;1640;ROUX Katia
5235;M;Responsable du Programme Protection des populations;DUBOST;Jean-François;1640;DUBOST Jean-François
5236;M;Coordinateur plaidoyer/Advocacy officer;ALBRIEUX;Pierre;1640;ALBRIEUX Pierre
5237;MME;Responsable des relations extérieures;CASTAGNOS-SEN;Anne;1640;CASTAGNOS-SEN Anne
5238;MME;Présidente;COUDRIOU;Cécile;1640;COUDRIOU Cécile
5239;M;Responsable du programme Libertés;KRAMEYER;Nicolas;1640;KRAMEYER Nicolas
5240;MME;Directrice Générale;BRIGOT-VILAIN;Sylvie;1640;BRIGOT-VILAIN Sylvie
5241;MME;Responsable Région Amérique;GARRIGOS;Genevieve;1640;GARRIGOS Genevieve
5242;M;;ALBRIEUX;Pierre;1640;ALBRIEUX Pierre
5243;MME;;CASTAGNOS-SEN;Anne;1640;CASTAGNOS-SEN Anne
5244;M;;DUBOST;Jean-François;1640;DUBOST Jean-François
5245;MME;Chargée de plaidoyer discriminations;BROUZES;Mathilde;1640;BROUZES Mathilde
5246;MME;Chargée de plaidoyer réfugiés migrants;SCHULMANN;Lola;1640;SCHULMANN Lola
5247;MME;;COUDRIOU;Cécile;1640;COUDRIOU Cécile
5248;M;;ELLUIN;Aymeric;1640;ELLUIN Aymeric
5249;M;;PRIGENT;Yves;1640;PRIGENT Yves
5250;M;;KRAMEYER;Nicolas;1640;KRAMEYER Nicolas
5251;MME;;BRIGOT-VILAIN;Sylvie;1640;BRIGOT-VILAIN Sylvie
5252;MME;;GAGNIER;Sabine;1640;GAGNIER Sabine
5253;M;SECRETAIRE GENERAL;ALBARET;Jean Michel;1641;ALBARET Jean Michel
5254;M;Délégué Général;DUGRAND;Didier;1642;DUGRAND Didier
5255;M;Directeur de Communication;RICHARD;Frédéric;1642;RICHARD Frédéric
5256;M;;DECKER;Arnaud;1643;DECKER Arnaud
5257;M;;CAMPANA;Gilbert;1644;CAMPANA Gilbert
5258;M;Président;ADEL;Joshua;1645;ADEL Joshua
5259;MME;Directrice générale;GOLOUBTZOFF;Alexia;1645;GOLOUBTZOFF Alexia
5260;MME;Consultante;LEDOYEN;Inès;1645;LEDOYEN Inès
5261;MME;Analyste politique;CESAREO;Constance;1645;CESAREO Constance
5262;MME;Responsable Affaires publiques et Communication;COQUIN;Emilie;1646;COQUIN Emilie
5263;M;Consultant indépendant;MICHELON;Quentin;1647;MICHELON Quentin
5264;M;Directeur Général Adjoint;BORDELIER;François;1648;BORDELIER François
5265;MME;Directeur Général;PATUREL;Laurence;1648;PATUREL Laurence
5266;MME;Responsable des Relations institutionnelles;FONFREDE;Marion;1648;FONFREDE Marion
5267;M;Président;METRAL;Guy;1648;METRAL Guy
5268;M;Vice-Président;HYZARD;Jean-Louis;1648;HYZARD Jean-Louis
5269;M;Vice-Président;PAYOT-PERTIN;Henri;1648;PAYOT-PERTIN Henri
5270;M;Trésorier;CECCON;Christophe;1648;CECCON Christophe
5271;M;Trésorier-adjoint;CARRIER;Philippe;1648;CARRIER Philippe
5272;M;Secrétaire du Bureau;DETURCHE;Thierry;1648;DETURCHE Thierry
5273;MME;Secrétaire du Bureau;FEDELE;Claude;1648;FEDELE Claude
5274;M;Secrétaire du Bureau;SADOUX;Richard;1648;SADOUX Richard
5275;M;Secrétaire du Bureau;MONOD;Grégory;1648;MONOD Grégory
5276;M;Secrétaire du Bureau;VAUDAUX;Jean-Noel;1648;VAUDAUX Jean-Noel
5277;M;PRESIDENT;GERBEL;Alain;1649;GERBEL Alain
5278;M;Administrateur;BERGOGNE;Marc;1649;BERGOGNE Marc
5279;MME;Employée;BOUYER;Charlotte;1649;BOUYER Charlotte
5280;MME;Administratrice;STEVENIN;Martine;1649;STEVENIN Martine
5281;M;Chargé de mission;VERDIER-DAVIOUD;Hugues;1649;VERDIER-DAVIOUD Hugues
5282;M;Administrateur;BRAUGE;Bernard;1649;BRAUGE Bernard
5283;MME;;BOUVIER;Amandine;1650;BOUVIER Amandine
5284;MME;Office Manager;DETRY;Marjolaine;1651;DETRY Marjolaine
5285;MME;EU Affairs Manager;DE LOOZ-CORSWAREM;Joy;1651;DE LOOZ-CORSWAREM Joy
5286;MME;EU Legal Advisor;DE CORDIER;Marie;1651;DE CORDIER Marie
5287;M;Président;RONCATO;Jean-Pierre;1652;RONCATO Jean-Pierre
5288;M;directeur opérations;LAEUFFER;Ambroise;1652;LAEUFFER Ambroise
5289;M;secrétaire général, membre du directoire;DERDEVET;Michel;1653;DERDEVET Michel
5290;M;directeur des affaires publiques;GUELMAN;Pierre;1653;GUELMAN Pierre
5291;M;;GRAU;François Marie;1654;GRAU François Marie
5292;M;Délégué Général;GRAU;François Marie;1654;GRAU François Marie
5293;M;Président;LE LOUET;Pierre-François;1654;LE LOUET Pierre-François
5294;MME;Directrice de la communication;DUBOIS;Constance;1654;DUBOIS Constance
5295;MME;Directrice service entreprises;JOKHOO;Priscilla;1654;JOKHOO Priscilla
5296;MME;Directrice internationale;BRAFMAN;Patricia;1654;BRAFMAN Patricia
5297;MME;Directrice de projets;DRUGUET;Anne-Laure;1654;DRUGUET Anne-Laure
5298;M;DIRECTEUR RELATIONS INSTITUTIONNELLES FRANCE;ALTHOFFER;Regis;1655;ALTHOFFER Regis
5299;M;Vice-président;CALMETTE;Boris;1656;CALMETTE Boris
5300;M;Vice-président;DE BOHAN;Olivier;1656;DE BOHAN Olivier
5301;M;Vice-président;CHARGE;Dominique;1656;CHARGE Dominique
5302;M;Vice-président;PEES;Christian;1656;PEES Christian
5303;M;Responsable des relations publiques;MAUVILAIN;Barbara;1656;MAUVILAIN Barbara
5304;M;Directeur de la section Coop de France Déshydratation;GUILLEMOT;Eric;1656;GUILLEMOT Eric
5305;M;Directeur de la section Coop de France Metiers du grain;MAGDELAINE;Vincent;1656;MAGDELAINE Vincent
5306;M;Directeur de la section Coop de France Bétail et Viande;POULET;Jacques;1656;POULET Jacques
5307;M;"Président de la section ""Métiers du Lait""";LACOMBE;Damien;1656;LACOMBE Damien
5308;M;"Secrétaire général de la section ""Métiers du lait""";LEBRUN;Pascal;1656;LEBRUN Pascal
5309;MME;"Directrice de la section ""Métiers du lait""";HUMBERT;Carole;1656;HUMBERT Carole
5310;MME;Directrice des affaires juridiques et fiscales;NOSSEREAU;Marine;1656;NOSSEREAU Marine
5311;M;Secrétaire Général;BOLLIET;Cyril;1657;BOLLIET Cyril
5312;M;Président;CASTILLON;Jean-Jacques;1657;CASTILLON Jean-Jacques
5313;MME;Secrétaire;MICHEL;Emmanuelle;1657;MICHEL Emmanuelle
5314;M;Président-Directeur général;CAIROU;Guillaume;1658;CAIROU Guillaume
5315;M;Directeur général adjoint;GUILLEMIN;Matthieu;1658;GUILLEMIN Matthieu
5316;M;Directeur Relations Institutionnelles;DE FEYDEAU;Thierry;1659;DE FEYDEAU Thierry
5317;M;Directeur Réglementation & Advocacy;MANUELLI;Pascal;1659;MANUELLI Pascal
5318;M;Président;NILLE;Thierry;1660;NILLE Thierry
5319;M;Secrétaire;CHARNEY;Gérard;1660;CHARNEY Gérard
5320;MME;Vice-Présidente chargée de la Communication;LAPLAGNE;Valérie;1660;LAPLAGNE Valérie
5321;M;Vice-Président;CHIRAT;Jean-Pascal;1660;CHIRAT Jean-Pascal
5322;M;Vice-Président;CERISE;Jean-François;1660;CERISE Jean-François
5323;M;Trésorier-adjoint;PRADERE;Jean;1660;PRADERE Jean
5324;M;Trésorier;DEROCHE;François;1660;DEROCHE François
5325;M;Secrétaire-adjoint;BATAILLE;Eric;1660;BATAILLE Eric
5326;MME;Chargée de mission;VAVRAND;Véronique;1660;VAVRAND Véronique
5327;M;Directeur Affaires Publiques Groupe;AUCOIN;Alban;1661;AUCOIN Alban
5328;MME;Directeur Affaires Publiques Banque de Détail;LHUISSIER;Marie;1661;LHUISSIER Marie
5329;M;Chargé de mission Affaires Publiques;LE CONTE;Miguel;1661;LE CONTE Miguel
5330;M;Chargé de mission Affaires publiques;VALLET;Nicolas;1661;VALLET Nicolas
5331;M;;SALLÉ;Didier;1662;SALLÉ Didier
5332;M;Consultant senior;DEGONDE;Pierre;1662;DEGONDE Pierre
5333;M;Consultant;LONCKE;Thibault;1662;LONCKE Thibault
5334;MME;;DEGONDE;Pierre;1662;DEGONDE Pierre
5335;MME;Consultante junior;GENISSEL;Zélia;1662;GENISSEL Zélia
5336;M;;LONCKE;Thibault;1662;LONCKE Thibault
5337;M;Directeur Santé Publiques, Affaires Publiques et Communication;ZAGURY;Jacques;1663;ZAGURY Jacques
5338;M;DIRECTEUR;DUPAYS;Damien;1664;DUPAYS Damien
5339;M;PRESIDENT;GUINES;Loic;1664;GUINES Loic
5340;M;SECRETAIRE GENERAL;HENRY;Cédric;1664;HENRY Cédric
5341;MME;Présidente;SOLA;Muriel;1665;SOLA Muriel
5342;MME;Consultante Influence;GRIEU;Melisande;1665;GRIEU Melisande
5343;MME;Secrétaire générale;POQUET;Marine;1666;POQUET Marine
5344;MME;;CORNU-BOULAY;Sylvie;1667;CORNU-BOULAY Sylvie
5345;MME;Directrice du Développement et des Affaires publiques;DUBOIS;Celine;1668;DUBOIS Celine
5346;M;Président;FLEUROSE;Bertrand;1668;FLEUROSE Bertrand
5347;M;;HENRAT;Christophe;1669;HENRAT Christophe
5348;M;Président;SOTO;Alfred;1669;SOTO Alfred
5349;M;Directeur;LEVESQUE;Stéphane;1670;LEVESQUE Stéphane
5350;M;Président;MESQUI;Jean;1670;MESQUI Jean
5351;MME;Directrice des affaires publiques;COUCHARRIÈRE;Dorothée;1671;COUCHARRIÈRE Dorothée
5352;M;Directeur Relations Publiques / Affaires Gouvernementales;SIMARD;Jean-Pascal;1672;SIMARD Jean-Pascal
5353;M;DG;NOTHHELFER;Sylvain;1672;NOTHHELFER Sylvain
5354;MME;Directrice HSE et affaires réglementaires;ETCHEVERRY;Pantxika;1672;ETCHEVERRY Pantxika
5355;MME;Déléguée générale;LE BAIL;Veronique;1673;LE BAIL Veronique
5356;M;vice-président;GUÉLY;Bertrand;1673;GUÉLY Bertrand
5357;M;vice-président;MÉTADIER;Christian;1673;MÉTADIER Christian
5358;M;Président;GRANDIN;Laurent;1674;GRANDIN Laurent
5359;M;Directeur général;ORENGA;Louis;1674;ORENGA Louis
5360;M;Directeur des Acords, de l'économie et des Affaires;DE CARNE;Olivier;1674;DE CARNE Olivier
5361;MME;Responsable des relations institutionnelles;VEN;Muriel;1674;VEN Muriel
5362;MME;Attachée de direction;BARROS;Carla;1674;BARROS Carla
5363;M;Président de la FDO 06;COURRON;Jacques;1675;COURRON Jacques
5364;M;Directeur général;PETIOT;Yohann;1676;PETIOT Yohann
5365;M;Responsable des Affaires économiques;SIMONIN;Guillaume;1676;SIMONIN Guillaume
5366;M;Délégué Général;LE MAIRE;Gilles;1677;LE MAIRE Gilles
5367;M;Président;PIET;Sylvain;1678;PIET Sylvain
5368;MME;;SACRATO;Muriel;1679;SACRATO Muriel
5369;M;Directeur Partenariats Santé;BORELLA;Laurent;1679;BORELLA Laurent
5370;M;Délégué général;MOUNIER;Cyrille;1680;MOUNIER Cyrille
5371;M;Directeur des Affaires Publiques;LANGE;Jean-Marc;1681;LANGE Jean-Marc
5372;M;;GUILLOT;Hervé;1682;GUILLOT Hervé
5373;MME;;EYCHENNE;Mélanie;1683;EYCHENNE Mélanie
5374;M;Président;BELINGARD;Jean-Luc;1684;BELINGARD Jean-Luc
5375;MME;secrétaire général;DE LA MOTTE DE BROÖNS DE VAUVERT;Sophie;1684;DE LA MOTTE DE BROÖNS DE VAUVERT Sophie
5376;M;Directeur général;LE ROY;Eric;1685;LE ROY Eric
5377;M;Directeur affaires gouvernementales;MOULINES;François-Régis;1685;MOULINES François-Régis
5378;MME;Responsable affaires publiques;TOURRET;Marie;1685;TOURRET Marie
5379;MME;Directrice;CHELLI;Salomé;1686;CHELLI Salomé
5380;MME;Consultante;RICHAUD;Claire;1686;RICHAUD Claire
5381;M;Policy researcher;LABRADOR;Louis;1686;LABRADOR Louis
5382;MME;Directrice des Affaires Publiques et de la Communication;BARRAND;Brigitte;1687;BARRAND Brigitte
5383;M;Président;BATTISTI;Alain;1687;BATTISTI Alain
5384;M;Délégué Général;TARDIEU;Guy;1687;TARDIEU Guy
5385;M;Délégué Général Adjoint;FOUCHET;Frédéric;1687;FOUCHET Frédéric
5386;M;Directeur des Affaires Sociales;GILLES;Philippe;1687;GILLES Philippe
5387;M;DELEGUE GENERAL;DAHER;Georges;1687;DAHER Georges
5388;M;Directeur;SONTAG;Alex;1688;SONTAG Alex
5389;M;Président;PERROT;Frédéric;1688;PERROT Frédéric
5390;MME;Directrice;CASSIGNOL;France;1689;CASSIGNOL France
5391;M;Président;MERRET;Thierry;1689;MERRET Thierry
5392;MME;;DEMERLE;Maxence;1690;DEMERLE Maxence
5393;MME;Déléguée Générale;DEMERLE;Maxence;1690;DEMERLE Maxence
5394;MME;Responsable RSE;MARCOUYOUX;Carloine;1690;MARCOUYOUX Carloine
5395;MME;;ROLLET;Isabelle;1691;ROLLET Isabelle
5396;M;Président Directeur Général;WEILL;Alain;1692;WEILL Alain
5397;M;Directeur Général;BERNET;Damien;1692;BERNET Damien
5398;M;;BRIN;Henry;1693;BRIN Henry
5399;MME;;BROCHE;Andréa;1693;BROCHE Andréa
5400;MME;;BERTONNEAU;Christine;1693;BERTONNEAU Christine
5401;M;;ROGER;Jean-Marc;1693;ROGER Jean-Marc
5402;M;Managing Director  France;GRANIER;Guillaume;1694;GRANIER Guillaume
5403;MME;Director;DEBRU;Aurélia;1694;DEBRU Aurélia
5404;M;Senior Consultant;GOSSET;Augustin;1694;GOSSET Augustin
5405;MME;Senior Consultant;FORFERT;Estelle;1694;FORFERT Estelle
5406;M;Senior Consultant;SALVADOR;Rémi;1694;SALVADOR Rémi
5407;M;Directeur Administratif et Financier;LE BRETON;Catherine;1694;LE BRETON Catherine
5408;MME;Déléguée Générale;BLANOT;Marie-Thérèse;1695;BLANOT Marie-Thérèse
5409;MME;Secrétaire Générale depuis le 1er juin 2019;DORE;Diane;1696;DORE Diane
5410;M;Délgué Général;GUICHARD;Emmanuel;1697;GUICHARD Emmanuel
5411;M;Chargé affaires publiques;JACQUES;Sebastien;1697;JACQUES Sebastien
5412;M;;DECARD;Olivier;1698;DECARD Olivier
5413;M;;SCARAFAGIO;Stephane;1699;SCARAFAGIO Stephane
5414;MME;;CHABAS;Aurélie;1699;CHABAS Aurélie
5415;MME;;AIDI;Hassania;1700;AIDI Hassania
5416;M;Directeur des relations institutionnelles;BOUTIH;Malek;1700;BOUTIH Malek
5417;M;Président;CHRISTNACHT;Alain;1701;CHRISTNACHT Alain
5418;M;Directeur Général;LÉGAUT;Guillaume;1701;LÉGAUT Guillaume
5419;M;Secrétaire général;GEIBEN;Gautier;1702;GEIBEN Gautier
5420;M;Dirigeant fondateur;ESPITALIER-NOËL;Ludovic;1703;ESPITALIER-NOËL Ludovic
5421;MME;Directrice Affaires publiques et Communication;KUHNMUNCH;Emmanuelle;1704;KUHNMUNCH Emmanuelle
5422;MME;Présidente GSK France;COMISKEY;Josephine;1704;COMISKEY Josephine
5423;M;Directeur des Affaires Economiques et Gouvernementales et Communication;LECOQ;Jean-Yves;1704;LECOQ Jean-Yves
5424;MME;Directrice;GRILLARD;Maud;1705;GRILLARD Maud
5425;M;Président;BAYLET;Jean-Michel;1705;BAYLET Jean-Michel
5426;M;PRESIDENT;IZZAR;Rachid;1706;IZZAR Rachid
5427;M;DIRECTEUR DES AFFAIRES PUBLIQUES, AFFAIRES ECONOMIQUES, RELATIONS HOSPITALIERES, COMMUNICATION ET JURIDIQUE;MOUROUGA;Philippe;1706;MOUROUGA Philippe
5428;M;DIRECTEUR DES AFFAIRES PUBLIQUES;FAVRE;Pascal;1706;FAVRE Pascal
5429;M;Directeur Général;SAVARY;Alain;1707;SAVARY Alain
5430;M;Président;MARTIN;Fréderic;1707;MARTIN Fréderic
5431;M;;RONDEL;Christophe;1707;RONDEL Christophe
5432;M;;MOREL;Laura;1708;MOREL Laura
5433;MME;Chargée des Affaires publiques;COUGARD;Maïwenn;1709;COUGARD Maïwenn
5434;M;Directeur des Relations extérieures;BURGAUD;François;1709;BURGAUD François
5435;MME;Directrice générale;DAGORN;Catherine;1709;DAGORN Catherine
5436;M;Délégué régional Ouest;POUPARD;Vincent;1709;POUPARD Vincent
5437;M;Délégué régional Nord;LAFFINEUR;Benoit;1709;LAFFINEUR Benoit
5438;M;Délégué régional Sud Est;ROUX;Philippe;1709;ROUX Philippe
5439;M;Président;DESPREZ;François;1709;DESPREZ François
5440;M;Délégué régional Sud Ouest;BOISSEAU;Régis;1709;BOISSEAU Régis
5441;M;Délégué régional Est;VUAILLE;Thierry;1709;VUAILLE Thierry
5442;M;Délégué régional Centre;DELAUNAY;Vincent;1709;DELAUNAY Vincent
5443;M;Chargé de mission Affaires publiques;SUTTERLIN;Olivier;1710;SUTTERLIN Olivier
5444;M;Directeur Relations Institutionnelles et JO 2024;CHANTEUX;Bernard;1711;CHANTEUX Bernard
5445;M;Président;BERTIERE;François;1711;BERTIERE François
5446;M;Directeur Général Logement France;TIROT;Laurent;1711;TIROT Laurent
5447;M;Président;STALTER;Bernard;1712;STALTER Bernard
5448;M;Directeur général;GARAU;Jacques;1712;GARAU Jacques
5449;M;Directeur général adjoint;GONDARD;Julien;1712;GONDARD Julien
5450;MME;chargée de mission;ROBERT;Florence;1712;ROBERT Florence
5451;M;Directeur des relations institutionnelles;DEGUARA;Samuel;1712;DEGUARA Samuel
5452;MME;Secrétaire générale;PEYRAUT;Laurence;1713;PEYRAUT Laurence
5453;MME;Directrice Ressources en Eaux et Environnement;LE HEC;Cathy;1713;LE HEC Cathy
5454;MME;Directrice des affaires institutionnelles;FERJOU-GAVEN;Véronique;1713;FERJOU-GAVEN Véronique
5455;M;Responsable des affaires publiques;LAVAUD;Julien;1713;LAVAUD Julien
5456;MME;Responsable des affaires publiques;DE CRESCENZCO;Karine;1713;DE CRESCENZCO Karine
5457;M;Directeur affaires publiques;MAISONNEUVE;Charles;1714;MAISONNEUVE Charles
5458;M;Président;LEVACHER;Emmanuel;1714;LEVACHER Emmanuel
5459;M;;PLAN;Frederic;1715;PLAN Frederic
5460;MME;chargée des relations publiques;DUFOURNET;Charline;1716;DUFOURNET Charline
5461;M;Porte-parole;MARIGNAC;Yves;1716;MARIGNAC Yves
5462;M;Porte-parole;SIDLER;Olivier;1716;SIDLER Olivier
5463;M;Porte-parole;JEDLICZKA;Marc;1716;JEDLICZKA Marc
5464;MME;Chargée de mission affaires publiques et organisation;BENMOUHOUB;Sabrina;1717;BENMOUHOUB Sabrina
5465;M;Secrétaire Général;DU MESNIL DU BUISSON;Jean-Eudes;1717;DU MESNIL DU BUISSON Jean-Eudes
5466;MME;Secrétaire Générale Adjointe;BOURGOGNE;Sandrine;1717;BOURGOGNE Sandrine
5467;M;Responsable des affaires économiques, juridiques et fiscales;VIGNAUD;Lionel;1717;VIGNAUD Lionel
5468;M;DIRECTEUR DES AFFAIRES SOCIALES ET DE LA FORMATION;FAURE;Florian;1717;FAURE Florian
5469;MME;Animatrice syndicale;CLAUDEL;Anaïs;1718;CLAUDEL Anaïs
5470;MME;;CLAUDEL;Anais;1718;CLAUDEL Anais
5471;M;Directrice Affaires Publique et Relations Gouvernementales;BERTHELOT;Marianne;1719;BERTHELOT Marianne
5472;M;Responsable Affaires Publiques et Relations Gouvernementales;FRENOY;Antoine;1719;FRENOY Antoine
5473;M;VP Space Institutions;WAGNER;Alain;1720;WAGNER Alain
5474;M;VP Defence Institutions;SERRA;Jean-Pierre;1720;SERRA Jean-Pierre
5475;M;Directeur Général Airbus Military;MAUDET;Dominique;1720;MAUDET Dominique
5476;M;;LAPORTE-WEYWADA;Hugues;1720;LAPORTE-WEYWADA Hugues
5477;MME;Présidente;CHAPTEUIL;Christelle;1721;CHAPTEUIL Christelle
5478;MME;Directrice générale;DUPONT;Delphine;1721;DUPONT Delphine
5479;MME;Responsable des affaires publiques et de la communication;GUIGNIER;Claire;1721;GUIGNIER Claire
5480;MME;;KREMER;Laure;1722;KREMER Laure
5481;MME;Secrétaire;KREMER;Laure;1722;KREMER Laure
5482;MME;;KREMER;Laure;1722;KREMER Laure
5483;MME;Directeur;MAGNAN;Florence;1723;MAGNAN Florence
5484;M;Directeur des Affaires Publiques;LANGE;Jean-Marc;1724;LANGE Jean-Marc
5485;MME;Directrice Bâtiments Durables et Relations Institutionnelles;JUILLARD;Catherine;1725;JUILLARD Catherine
5486;M;Directeur des affaires publiques pour la France;BETOLAUD DU COLOMBIER;Xavier;1726;BETOLAUD DU COLOMBIER Xavier
5487;M;;REGIMBART;Philippe;1727;REGIMBART Philippe
5488;M;Chargé de mission relations institutionnelles;MEUNIER;Jules;1727;MEUNIER Jules
5489;M;;POUSSOU;Didier;1728;POUSSOU Didier
5490;M;SECRETAIRE GENERAL;CHARLET;Philippe;1729;CHARLET Philippe
5491;MME;RESPONSABLE COMMUNICATION ET RELATIONS PUBLIQUES;REVEILLARD;Estelle;1729;REVEILLARD Estelle
5492;MME;DELEGUEE GENERALE;HELARD;Laure;1729;HELARD Laure
5493;M;Group director of communication & public affairs;HAUSSWALT;Pierre;1730;HAUSSWALT Pierre
5494;M;Advisor;DUPORT;Jean-Pierre;1730;DUPORT Jean-Pierre
5495;M;Directeur salarié;HALBERT;Jean-Philippe;1731;HALBERT Jean-Philippe
5496;M;Directeur Général;DE LÉPINAU;Pierre;1732;DE LÉPINAU Pierre
5497;M;Président;HAQUIN;Rémi;1732;HAQUIN Rémi
5498;M;Directeur des Relations institutionnelles;HERBRETEAU;Nicolas;1733;HERBRETEAU Nicolas
5499;MME;Secrétaire Général;FARNAULT;Anne-Catherine;1734;FARNAULT Anne-Catherine
5500;M;Délégué Général;BALLY;Gérard;1735;BALLY Gérard
5501;M;Président Région Réunion;MARTINEL;Paul;1735;MARTINEL Paul
5502;M;Président Région Martinique;PIERRE;Marie-Joseph;1735;PIERRE Marie-Joseph
5503;M;Trésorier;BIHRY;Claude;1735;BIHRY Claude
5504;M;Président Région Guadeloupe;DESALME;Franck;1735;DESALME Franck
5505;M;Président Région Guyane;PREVOT;Ernest;1735;PREVOT Ernest
5506;M;Délégué général adjoint;LOMBRIERE;Benoît;1735;LOMBRIERE Benoît
5507;M;Consultant senior;DETTER;Emmanuel;1735;DETTER Emmanuel
5508;MME;Consultante senior;DE LA MAISONNEUVE;Laetitia;1735;DE LA MAISONNEUVE Laetitia
5509;M;Consultant;LEDWIDGE;Thomas;1735;LEDWIDGE Thomas
5510;MME;Consultante;WEHRLI;Camille;1735;WEHRLI Camille
5511;MME;Directrice des Affaires publiques et de la Communication;BARTHELEMY;Frédérique;1736;BARTHELEMY Frédérique
5512;MME;Responsable des Affaires publiques;PIERRE;Hélène;1736;PIERRE Hélène
5513;M;Responsable Affaires publiques;PERNET;Pierre-Louis;1736;PERNET Pierre-Louis
5514;M;Chargé des Affaires publiques;ALIBERT;Antoine;1736;ALIBERT Antoine
5515;M;;PIETRASANTA;Sébastien;1737;PIETRASANTA Sébastien
5516;M;SECRETAIRE GENERAL;CHARIERAS;Pascal;1738;CHARIERAS Pascal
5517;MME;;LE BOUDEC;Solenn;1739;LE BOUDEC Solenn
5518;M;;ORTIZ;Jean-Paul;1740;ORTIZ Jean-Paul
5519;M;;MARKO;Thomas;1741;MARKO Thomas
5520;M;Responsable Affaires publiques et règlementaires;BIBET;Pierre;1741;BIBET Pierre
5521;MME;Consultante Affaires publiques;MOBUCHON;Constance;1741;MOBUCHON Constance
5522;MME;;DE BERNARDI;Corine;1742;DE BERNARDI Corine
5523;MME;Présidente;MINAYO;Rose Marie;1743;MINAYO Rose Marie
5524;M;Directeur;BASIRE;Olivier;1743;BASIRE Olivier
5525;M;Responsable des affaires publiques et de la communication;FRADET;Stéphane;1743;FRADET Stéphane
5526;M;Directeur Général;VERILHAC;Yves;1744;VERILHAC Yves
