;action_menee;action_representation_interet_id;action_menee_autre
3941;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1578;
3942;Etablir une correspondance régulière (par courriel, par courrier…);1578;
3943;Organiser des discussions informelles ou des réunions en tête-à-tête;1579;
3944;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1579;
3945;Etablir une correspondance régulière (par courriel, par courrier…);1579;
3946;Organiser des discussions informelles ou des réunions en tête-à-tête;1580;
3947;Etablir une correspondance régulière (par courriel, par courrier…);1580;
3948;Organiser des discussions informelles ou des réunions en tête-à-tête;1581;
3949;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1582;
3950;Etablir une correspondance régulière (par courriel, par courrier…);1582;
3951;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1583;
3952;Etablir une correspondance régulière (par courriel, par courrier…);1583;
3953;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;1584;
3954;Organiser des discussions informelles ou des réunions en tête-à-tête;1585;
3955;Organiser des discussions informelles ou des réunions en tête-à-tête;1586;
3956;Organiser des discussions informelles ou des réunions en tête-à-tête;1587;
3957;Organiser des discussions informelles ou des réunions en tête-à-tête;1588;
3958;Organiser des discussions informelles ou des réunions en tête-à-tête;1589;
3959;Organiser des discussions informelles ou des réunions en tête-à-tête;1590;
3960;Organiser des discussions informelles ou des réunions en tête-à-tête;1591;
3961;Organiser des discussions informelles ou des réunions en tête-à-tête;1592;
3962;Organiser des discussions informelles ou des réunions en tête-à-tête;1593;
3963;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1594;
3964;Organiser des discussions informelles ou des réunions en tête-à-tête;1595;
3965;Organiser des discussions informelles ou des réunions en tête-à-tête;1596;
3966;Organiser des discussions informelles ou des réunions en tête-à-tête;1597;
3967;Organiser des discussions informelles ou des réunions en tête-à-tête;1598;
3968;Organiser des discussions informelles ou des réunions en tête-à-tête;1599;
3969;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1600;
3970;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1600;
3971;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1601;
3972;Etablir une correspondance régulière (par courriel, par courrier…);1601;
3973;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;1601;
3974;Organiser des discussions informelles ou des réunions en tête-à-tête;1602;
3975;Organiser des discussions informelles ou des réunions en tête-à-tête;1603;
3976;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1603;
3977;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1603;
3978;Etablir une correspondance régulière (par courriel, par courrier…);1603;
3979;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;1603;
3980;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;1604;
3981;Organiser des discussions informelles ou des réunions en tête-à-tête;1605;
3982;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1605;
3983;Etablir une correspondance régulière (par courriel, par courrier…);1605;
3984;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;1605;
3985;Organiser des discussions informelles ou des réunions en tête-à-tête;1606;
3986;Organiser des discussions informelles ou des réunions en tête-à-tête;1607;
3987;Organiser des discussions informelles ou des réunions en tête-à-tête;1608;
3988;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1608;
3989;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1609;
3990;Organiser des discussions informelles ou des réunions en tête-à-tête;1610;
3991;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1610;
3992;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1610;
3993;Organiser des discussions informelles ou des réunions en tête-à-tête;1611;
3994;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1611;
3995;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1611;
3996;Organiser des discussions informelles ou des réunions en tête-à-tête;1612;
3997;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1612;
3998;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1612;
3999;Organiser des discussions informelles ou des réunions en tête-à-tête;1613;
4000;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1613;
4001;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1613;
4002;Organiser des discussions informelles ou des réunions en tête-à-tête;1614;
4003;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1614;
4004;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1614;
4005;Organiser des discussions informelles ou des réunions en tête-à-tête;1615;
4006;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1615;
4007;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1615;
4008;Organiser des discussions informelles ou des réunions en tête-à-tête;1616;
4009;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1616;
4010;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1616;
4011;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1617;
4012;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;1617;
4013;Organiser des discussions informelles ou des réunions en tête-à-tête;1618;
4014;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1618;
4015;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1618;
4016;Organiser des discussions informelles ou des réunions en tête-à-tête;1619;
4017;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1619;
4018;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1619;
4019;Organiser des discussions informelles ou des réunions en tête-à-tête;1620;
4020;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1620;
4021;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1620;
4022;Organiser des discussions informelles ou des réunions en tête-à-tête;1621;
4023;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1621;
4024;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1621;
4025;Organiser des discussions informelles ou des réunions en tête-à-tête;1622;
4026;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1622;
4027;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1622;
4028;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1623;
4029;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1623;
4030;Organiser des discussions informelles ou des réunions en tête-à-tête;1624;
4031;Envoyer des pétitions, lettres ouvertes, tracts;1624;
4032;Etablir une correspondance régulière (par courriel, par courrier…);1624;
4033;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;1624;
4034;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;1624;
4035;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1625;
4036;Envoyer des pétitions, lettres ouvertes, tracts;1625;
4037;Etablir une correspondance régulière (par courriel, par courrier…);1625;
4038;Organiser des discussions informelles ou des réunions en tête-à-tête;1626;
4039;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1626;
4040;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1626;
4041;Envoyer des pétitions, lettres ouvertes, tracts;1626;
4042;Etablir une correspondance régulière (par courriel, par courrier…);1626;
4043;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;1626;
4044;Organiser des discussions informelles ou des réunions en tête-à-tête;1627;
4045;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1627;
4046;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1627;
4047;Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;1627;
4048;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;1627;
4049;Organiser des discussions informelles ou des réunions en tête-à-tête;1628;
4050;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1628;
4051;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1628;
4052;Etablir une correspondance régulière (par courriel, par courrier…);1628;
4053;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;1628;
4054;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1629;
4055;Organiser des discussions informelles ou des réunions en tête-à-tête;1630;
4056;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1630;
4057;Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;1630;
4058;Organiser des débats publics, des marches, des stratégies d'influence sur internet;1630;
4059;Envoyer des pétitions, lettres ouvertes, tracts;1630;
4060;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;1630;
4061;Organiser des discussions informelles ou des réunions en tête-à-tête;1631;
4062;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1631;
4063;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1631;
4064;Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;1631;
4065;Organiser des débats publics, des marches, des stratégies d'influence sur internet;1631;
4066;Etablir une correspondance régulière (par courriel, par courrier…);1631;
4067;Organiser des discussions informelles ou des réunions en tête-à-tête;1632;
4068;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1632;
4069;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1632;
4070;Organiser des débats publics, des marches, des stratégies d'influence sur internet;1632;
4071;Envoyer des pétitions, lettres ouvertes, tracts;1632;
4072;Organiser des discussions informelles ou des réunions en tête-à-tête;1633;
4073;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1633;
4074;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1633;
4075;Organiser des débats publics, des marches, des stratégies d'influence sur internet;1633;
4076;Etablir une correspondance régulière (par courriel, par courrier…);1633;
4077;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;1633;
4078;Organiser des discussions informelles ou des réunions en tête-à-tête;1634;
4079;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1634;
4080;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1634;
4081;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;1634;
4082;Organiser des discussions informelles ou des réunions en tête-à-tête;1635;
4083;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1635;
4084;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1635;
4085;Organiser des débats publics, des marches, des stratégies d'influence sur internet;1635;
4086;Envoyer des pétitions, lettres ouvertes, tracts;1635;
4087;Etablir une correspondance régulière (par courriel, par courrier…);1635;
4088;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;1635;
4089;Organiser des discussions informelles ou des réunions en tête-à-tête;1636;
4090;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1636;
4091;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1636;
4092;Etablir une correspondance régulière (par courriel, par courrier…);1636;
4093;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;1636;
4094;Organiser des discussions informelles ou des réunions en tête-à-tête;1637;
4095;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1637;
4096;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1637;
4097;Etablir une correspondance régulière (par courriel, par courrier…);1637;
4098;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;1637;
4099;Organiser des discussions informelles ou des réunions en tête-à-tête;1638;
4100;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1638;
4101;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1638;
4102;Organiser des débats publics, des marches, des stratégies d'influence sur internet;1638;
4103;Etablir une correspondance régulière (par courriel, par courrier…);1638;
4104;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;1638;
4105;Organiser des discussions informelles ou des réunions en tête-à-tête;1639;
4106;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1639;
4107;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1639;
4108;Organiser des discussions informelles ou des réunions en tête-à-tête;1640;
4109;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1640;
4110;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1640;
4111;Organiser des discussions informelles ou des réunions en tête-à-tête;1641;
4112;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1641;
4113;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1641;
4114;Organiser des discussions informelles ou des réunions en tête-à-tête;1642;
4115;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1642;
4116;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1642;
4117;Organiser des discussions informelles ou des réunions en tête-à-tête;1643;
4118;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1643;
4119;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1643;
4120;Organiser des discussions informelles ou des réunions en tête-à-tête;1644;
4121;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1644;
4122;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1644;
4123;Organiser des discussions informelles ou des réunions en tête-à-tête;1645;
4124;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1645;
4125;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1645;
4126;Organiser des discussions informelles ou des réunions en tête-à-tête;1646;
4127;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1646;
4128;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1646;
4129;Organiser des discussions informelles ou des réunions en tête-à-tête;1647;
4130;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1647;
4131;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1647;
4132;Organiser des discussions informelles ou des réunions en tête-à-tête;1648;
4133;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1648;
4134;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1648;
4135;Organiser des discussions informelles ou des réunions en tête-à-tête;1649;
4136;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1649;
4137;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1649;
4138;Autres : à préciser;1650;Types d'actions menées : e-mail et courrier
4139;Autres : à préciser;1651;invitation, rencontres physiques, courriers et e-mails.
4140;Autres : à préciser;1652;invitation, rencontres physiques, courriers et e-mails. 
4141;Autres : à préciser;1653;Invitation, rencontres physiques, courriers et e-mails.
4142;Autres : à préciser;1654;"Publications sur Internet,
réunions, courriers et e-mails.
"
4143;Autres : à préciser;1655;réunions, rencontres physiques, e-mails.
4144;Autres : à préciser;1656;"Publications sur Internet ; réunions ; courriers ; e-mails."
4145;Autres : à préciser;1657;avec les syndicats professionnels de l’édition, demande aux pouvoirs publics qu'une concertation soit effectivement mise en place avec l’Édition scientifique privée concernant le plan Science ouverte
4146;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1658;
4147;Organiser des discussions informelles ou des réunions en tête-à-tête;1659;
4148;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1659;
4149;Organiser des discussions informelles ou des réunions en tête-à-tête;1660;
4150;Organiser des discussions informelles ou des réunions en tête-à-tête;1661;
4151;Organiser des discussions informelles ou des réunions en tête-à-tête;1662;
4152;Organiser des discussions informelles ou des réunions en tête-à-tête;1663;
4153;Organiser des discussions informelles ou des réunions en tête-à-tête;1664;
4154;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1665;
4155;Etablir une correspondance régulière (par courriel, par courrier…);1666;
4156;Etablir une correspondance régulière (par courriel, par courrier…);1667;
4157;Organiser des discussions informelles ou des réunions en tête-à-tête;1668;
4158;Organiser des discussions informelles ou des réunions en tête-à-tête;1669;
4159;Etablir une correspondance régulière (par courriel, par courrier…);1670;
4160;Organiser des discussions informelles ou des réunions en tête-à-tête;1671;
4161;Organiser des discussions informelles ou des réunions en tête-à-tête;1672;
4162;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1672;
4163;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1672;
4164;Organiser des débats publics, des marches, des stratégies d'influence sur internet;1672;
4165;Etablir une correspondance régulière (par courriel, par courrier…);1672;
4166;Organiser des discussions informelles ou des réunions en tête-à-tête;1673;
4167;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1673;
4168;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1673;
4169;Organiser des débats publics, des marches, des stratégies d'influence sur internet;1673;
4170;Envoyer des pétitions, lettres ouvertes, tracts;1673;
4171;Etablir une correspondance régulière (par courriel, par courrier…);1673;
4172;Organiser des discussions informelles ou des réunions en tête-à-tête;1674;
4173;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1674;
4174;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1674;
4175;Envoyer des pétitions, lettres ouvertes, tracts;1674;
4176;Etablir une correspondance régulière (par courriel, par courrier…);1674;
4177;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;1674;
4178;Organiser des discussions informelles ou des réunions en tête-à-tête;1675;
4179;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1675;
4180;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1675;
4181;Organiser des débats publics, des marches, des stratégies d'influence sur internet;1675;
4182;Envoyer des pétitions, lettres ouvertes, tracts;1675;
4183;Etablir une correspondance régulière (par courriel, par courrier…);1675;
4184;Organiser des discussions informelles ou des réunions en tête-à-tête;1676;
4185;Organiser des discussions informelles ou des réunions en tête-à-tête;1677;
4186;Organiser des discussions informelles ou des réunions en tête-à-tête;1678;
4187;Organiser des discussions informelles ou des réunions en tête-à-tête;1679;
4188;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1680;
4189;Organiser des discussions informelles ou des réunions en tête-à-tête;1681;
4190;Organiser des discussions informelles ou des réunions en tête-à-tête;1682;
4191;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1683;
4192;Etablir une correspondance régulière (par courriel, par courrier…);1684;
4193;Etablir une correspondance régulière (par courriel, par courrier…);1685;
4194;Etablir une correspondance régulière (par courriel, par courrier…);1686;
4195;Etablir une correspondance régulière (par courriel, par courrier…);1687;
4196;Etablir une correspondance régulière (par courriel, par courrier…);1688;
4197;Organiser des discussions informelles ou des réunions en tête-à-tête;1689;
4198;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1689;
4199;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1689;
4200;Organiser des débats publics, des marches, des stratégies d'influence sur internet;1689;
4201;Etablir une correspondance régulière (par courriel, par courrier…);1689;
4202;Organiser des discussions informelles ou des réunions en tête-à-tête;1690;
4203;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1690;
4204;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1690;
4205;Organiser des débats publics, des marches, des stratégies d'influence sur internet;1690;
4206;Envoyer des pétitions, lettres ouvertes, tracts;1690;
4207;Etablir une correspondance régulière (par courriel, par courrier…);1690;
4208;Organiser des discussions informelles ou des réunions en tête-à-tête;1691;
4209;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1691;
4210;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1691;
4211;Organiser des débats publics, des marches, des stratégies d'influence sur internet;1691;
4212;Envoyer des pétitions, lettres ouvertes, tracts;1691;
4213;Etablir une correspondance régulière (par courriel, par courrier…);1691;
4214;Organiser des discussions informelles ou des réunions en tête-à-tête;1692;
4215;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1692;
4216;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1692;
4217;Organiser des débats publics, des marches, des stratégies d'influence sur internet;1692;
4218;Envoyer des pétitions, lettres ouvertes, tracts;1692;
4219;Etablir une correspondance régulière (par courriel, par courrier…);1692;
4220;Organiser des discussions informelles ou des réunions en tête-à-tête;1693;
4221;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1693;
4222;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1693;
4223;Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;1693;
4224;Organiser des débats publics, des marches, des stratégies d'influence sur internet;1693;
4225;Envoyer des pétitions, lettres ouvertes, tracts;1693;
4226;Etablir une correspondance régulière (par courriel, par courrier…);1693;
4227;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1694;
4228;Organiser des débats publics, des marches, des stratégies d'influence sur internet;1694;
4229;Envoyer des pétitions, lettres ouvertes, tracts;1694;
4230;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;1694;
4231;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1695;
4232;Organiser des débats publics, des marches, des stratégies d'influence sur internet;1695;
4233;Envoyer des pétitions, lettres ouvertes, tracts;1695;
4234;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;1695;
4235;Organiser des discussions informelles ou des réunions en tête-à-tête;1696;Demandes de rendez-vous
4236;Autres : à préciser;1696;Demandes de rendez-vous
4237;Etablir une correspondance régulière (par courriel, par courrier…);1696;Demandes de rendez-vous
4238;Organiser des discussions informelles ou des réunions en tête-à-tête;1697;
4239;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1697;
4240;Envoyer des pétitions, lettres ouvertes, tracts;1698;
4241;Envoyer des pétitions, lettres ouvertes, tracts;1699;
4242;Autres : à préciser;1700;Demandes de rendez-vous
4243;Etablir une correspondance régulière (par courriel, par courrier…);1700;Demandes de rendez-vous
4244;Envoyer des pétitions, lettres ouvertes, tracts;1701;
4245;Organiser des discussions informelles ou des réunions en tête-à-tête;1702;
4246;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1703;
4247;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1704;
4248;Autres : à préciser;1705;Demandes de rendez-vous
4249;Etablir une correspondance régulière (par courriel, par courrier…);1705;Demandes de rendez-vous
4250;Organiser des discussions informelles ou des réunions en tête-à-tête;1706;
4251;Envoyer des pétitions, lettres ouvertes, tracts;1706;
4252;Etablir une correspondance régulière (par courriel, par courrier…);1706;
4253;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;1706;
4254;Organiser des discussions informelles ou des réunions en tête-à-tête;1707;
4255;Envoyer des pétitions, lettres ouvertes, tracts;1707;
4256;Etablir une correspondance régulière (par courriel, par courrier…);1707;
4257;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1708;
4258;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1708;
4259;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1709;
4260;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1710;
4261;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1711;
4262;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1711;
4263;Organiser des discussions informelles ou des réunions en tête-à-tête;1712;
4264;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1712;
4265;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1712;
4266;Etablir une correspondance régulière (par courriel, par courrier…);1712;
4267;Organiser des discussions informelles ou des réunions en tête-à-tête;1713;
4268;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1713;
4269;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1714;
4270;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1715;
4271;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;1715;
4272;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1716;
4273;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;1716;
4274;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1717;
4275;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1718;
4276;Autres : à préciser;1719;organisation de conférences alsaciennes du logement avec les acteurs locaux (professionnels, associatifs, élus locaux) avec invitation des parlementaires locaux.
4277;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1720;
4278;Autres : à préciser;1721;courrier informant les préfets alsaciens des mesures de blocages des démarches de programmation et de collaboration engagées entre les services de l'état et les bailleurs sociaux.
4279;Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;1722;
4280;Envoyer des pétitions, lettres ouvertes, tracts;1722;
4281;Etablir une correspondance régulière (par courriel, par courrier…);1722;
4282;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;1722;
4283;Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;1723;
4284;Envoyer des pétitions, lettres ouvertes, tracts;1723;
4285;Etablir une correspondance régulière (par courriel, par courrier…);1723;
4286;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;1723;
4287;Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;1724;
4288;Envoyer des pétitions, lettres ouvertes, tracts;1724;
4289;Etablir une correspondance régulière (par courriel, par courrier…);1724;
4290;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;1724;
4291;Organiser des discussions informelles ou des réunions en tête-à-tête;1725;
4292;Organiser des discussions informelles ou des réunions en tête-à-tête;1726;
4293;Etablir une correspondance régulière (par courriel, par courrier…);1726;
4294;Organiser des discussions informelles ou des réunions en tête-à-tête;1727;
4295;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1727;
4296;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1727;
4297;Etablir une correspondance régulière (par courriel, par courrier…);1727;
4298;Organiser des discussions informelles ou des réunions en tête-à-tête;1728;
4299;Etablir une correspondance régulière (par courriel, par courrier…);1728;
4300;Organiser des discussions informelles ou des réunions en tête-à-tête;1729;
4301;Etablir une correspondance régulière (par courriel, par courrier…);1729;
4302;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1730;
4303;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1730;
4304;Organiser des discussions informelles ou des réunions en tête-à-tête;1731;
4305;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1731;
4306;Etablir une correspondance régulière (par courriel, par courrier…);1731;
4307;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;1731;
4308;Etablir une correspondance régulière (par courriel, par courrier…);1732;
4309;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1733;
4310;Etablir une correspondance régulière (par courriel, par courrier…);1733;
4311;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1734;
4312;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;1735;
4313;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1736;
4314;Autres : à préciser;1737;Invitation à une visite de site industriel
4315;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1738;
4316;Autres : à préciser;1739;Organisation d'une visite de site industriel 
4317;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1740;
4318;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1741;
4319;Autres : à préciser;1742;Invitation à faire une visite de site industriel
4320;Organiser des discussions informelles ou des réunions en tête-à-tête;1743;Note sur la réforme de la formation professionnelle publiée par la Fondation Jean Jaurès
4321;Autres : à préciser;1743;Note sur la réforme de la formation professionnelle publiée par la Fondation Jean Jaurès
4322;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1743;Note sur la réforme de la formation professionnelle publiée par la Fondation Jean Jaurès
4323;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1743;Note sur la réforme de la formation professionnelle publiée par la Fondation Jean Jaurès
4324;Etablir une correspondance régulière (par courriel, par courrier…);1743;Note sur la réforme de la formation professionnelle publiée par la Fondation Jean Jaurès
4325;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;1743;Note sur la réforme de la formation professionnelle publiée par la Fondation Jean Jaurès
4326;Organiser des discussions informelles ou des réunions en tête-à-tête;1744;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
