;beneficiaire_action_menee;action_representation_interet_id;action_menee_en_propre
4667;TRANSDEV GROUP;930;0
4668;KEOLIS;930;0
4669;DIDAXIS;931;0
4670;RIVINGTON;932;1
4671;BASF FRANCE SAS;932;0
4672;PHILIP MORRIS FRANCE;933;0
4673;PHILIP MORRIS FRANCE;934;0
4674;ASS DE MOYENS KLESIA;935;0
4675;ASSOCIATION DES BRASSEURS DE FRANCE;936;0
4676;CHAMBRE DE METIERS ET DE L'ARTISANAT DE LA SEINE ET MARNE;937;1
4677;CHAMBRE DE METIERS ET DE L'ARTISANAT DE LA SEINE ET MARNE;938;1
4678;CHAMBRE DE METIERS ET DE L'ARTISANAT DE LA SEINE ET MARNE;939;1
4679;DEVERYWARE;940;0
4680;SYNDIC ENTREP DISTRIB PROGRAMMES AUDIOVISUELS;941;1
4681;SYNDIC ENTREP DISTRIB PROGRAMMES AUDIOVISUELS;942;1
4682;SYNDIC ENTREP DISTRIB PROGRAMMES AUDIOVISUELS;943;1
4683;SYNDIC ENTREP DISTRIB PROGRAMMES AUDIOVISUELS;944;1
4684;SYNDIC ENTREP DISTRIB PROGRAMMES AUDIOVISUELS;945;1
4685;SYNDIC ENTREP DISTRIB PROGRAMMES AUDIOVISUELS;946;1
4686;SYNDIC ENTREP DISTRIB PROGRAMMES AUDIOVISUELS;947;1
4687;SYNDIC ENTREP DISTRIB PROGRAMMES AUDIOVISUELS;948;1
4688;CPME ISERE;949;1
4689;CPME ISERE;950;1
4690;CPME ISERE;951;1
4691;CPME ISERE;952;1
4692;GROUPE CANAL+ SA;953;1
4693;GROUPE CANAL+ SA;954;1
4694;GROUPE CANAL+ SA;955;1
4695;GROUPE CANAL+ SA;956;1
4696;GROUPE CANAL+ SA;957;1
4697;GROUPE CANAL+ SA;958;1
4698;GROUPE CANAL+ SA;959;1
4699;GROUPE CANAL+ SA;960;1
4700;GROUPE CANAL+ SA;961;1
4701;GROUPE CANAL+ SA;962;1
4702;GROUPE CANAL+ SA;963;1
4703;GROUPE CANAL+ SA;964;1
4704;GROUPE CANAL+ SA;965;1
4705;GROUPE CANAL+ SA;966;1
4706;GROUPE CANAL+ SA;967;1
4707;GROUPE CANAL+ SA;968;1
4708;GROUPE CANAL+ SA;969;1
4709;GROUPE CANAL+ SA;970;1
4710;GROUPE CANAL+ SA;971;1
4711;GROUPE CANAL+ SA;972;1
4712;GROUPE CANAL+ SA;973;1
4713;GROUPE CANAL+ SA;974;1
4714;GROUPE CANAL+ SA;975;1
4715;GROUPE CANAL+ SA;976;1
4716;GROUPE CANAL+ SA;977;1
4717;GROUPE CANAL+ SA;978;1
4718;GROUPE CANAL+ SA;979;1
4719;GROUPE CANAL+ SA;980;1
4720;GROUPE CANAL+ SA;981;1
4721;GROUPE CANAL+ SA;982;1
4722;GROUPE CANAL+ SA;983;1
4723;GROUPE CANAL+ SA;984;1
4724;GROUPE CANAL+ SA;985;1
4725;GROUPE CANAL+ SA;986;1
4726;GROUPE CANAL+ SA;987;1
4727;GROUPE CANAL+ SA;988;1
4728;GROUPE CANAL+ SA;989;1
4729;GROUPE CANAL+ SA;990;1
4730;GROUPE CANAL+ SA;991;1
4731;GROUPE CANAL+ SA;992;1
4732;GROUPE CANAL+ SA;993;1
4733;GROUPE CANAL+ SA;994;1
4734;GROUPE CANAL+ SA;995;1
4735;GROUPE CANAL+ SA;996;1
4736;GROUPE CANAL+ SA;997;1
4737;GROUPE CANAL+ SA;998;1
4738;GROUPE CANAL+ SA;999;1
4739;GROUPE CANAL+ SA;1000;1
4740;GROUPE CANAL+ SA;1001;1
4741;GROUPE CANAL+ SA;1002;1
4742;GROUPE CANAL+ SA;1003;1
4743;GROUPE CANAL+ SA;1004;1
4744;GROUPE CANAL+ SA;1005;1
4745;GROUPE CANAL+ SA;1006;1
4746;GROUPE CANAL+ SA;1007;1
4747;GROUPE CANAL+ SA;1008;1
4748;GROUPE CANAL+ SA;1009;1
4749;GROUPE CANAL+ SA;1010;1
4750;GROUPE CANAL+ SA;1011;1
4751;GROUPE CANAL+ SA;1012;1
4752;GROUPE CANAL+ SA;1013;1
4753;GROUPE CANAL+ SA;1014;1
4754;CENTRE DEPART DES JEUNES AGRICULTEURS;1015;1
4755;CENTRE DEPART DES JEUNES AGRICULTEURS;1016;1
4756;CENTRE DEPART DES JEUNES AGRICULTEURS;1017;1
4757;CENTRE DEPART DES JEUNES AGRICULTEURS;1018;1
4758;CENTRE DEPART DES JEUNES AGRICULTEURS;1019;1
4759;CENTRE DEPART DES JEUNES AGRICULTEURS;1020;1
4760;CENTRE DEPART DES JEUNES AGRICULTEURS;1021;1
4761;CENTRE DEPART DES JEUNES AGRICULTEURS;1022;1
4762;CENTRE DEPART DES JEUNES AGRICULTEURS;1023;1
4763;CENTRE DEPART DES JEUNES AGRICULTEURS;1024;1
4764;CENTRE DEPART DES JEUNES AGRICULTEURS;1025;1
4765;CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;1026;1
4766;CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;1027;1
4767;CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;1028;1
4768;CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;1029;1
4769;CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;1030;1
4770;CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;1031;1
4771;CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;1032;1
4772;CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;1033;1
4773;CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;1034;1
4774;ASSOCIATION FRANÇAISE DES JEUX EN LIGNE (AFJEL);1035;0
4775;ASSOCIATION FRANÇAISE DES JEUX EN LIGNE (AFJEL);1036;0
4776;ASSOCIATION FRANÇAISE DES JEUX EN LIGNE (AFJEL);1037;0
4777;ASSOCIATION FRANÇAISE DES JEUX EN LIGNE (AFJEL);1038;0
4778;ASSOCIATION FRANÇAISE DES JEUX EN LIGNE (AFJEL);1039;0
4779;ASSOCIATION FRANÇAISE DES JEUX EN LIGNE (AFJEL);1040;0
4780;ASSOCIATION FRANÇAISE DES JEUX EN LIGNE (AFJEL);1041;0
4781;ASSOCIATION FRANÇAISE DES JEUX EN LIGNE (AFJEL);1042;0
4782;ASSOCIATION FRANÇAISE DES JEUX EN LIGNE (AFJEL);1043;0
4783;ASSOCIATION FRANÇAISE DES JEUX EN LIGNE (AFJEL);1044;0
4784;ALCATEL-LUCENT INTERNATIONAL;1045;1
4785;ALCATEL-LUCENT INTERNATIONAL;1046;1
4786;ALCATEL-LUCENT INTERNATIONAL;1047;1
4787;UNION ENTREPRENEURS D'AFFINAGE DE L'EAU;1048;1
4788;UNION ENTREPRENEURS D'AFFINAGE DE L'EAU;1049;1
4789;UNION DES GRANDES ECOLES INDEPENDANTES;1050;1
4790;UNION DES GRANDES ECOLES INDEPENDANTES;1051;1
4791;UNION DES GRANDES ECOLES INDEPENDANTES;1052;1
4792;UNION DES GRANDES ECOLES INDEPENDANTES;1053;1
4793;UNION DES GRANDES ECOLES INDEPENDANTES;1054;1
4794;BRITISH AMERICAN TOBACCO FRANCE;1055;1
4795;BRITISH AMERICAN TOBACCO FRANCE;1056;1
4796;BRITISH AMERICAN TOBACCO FRANCE;1057;1
4797;BRITISH AMERICAN TOBACCO FRANCE;1058;1
4798;BRITISH AMERICAN TOBACCO FRANCE;1059;1
4799;BRITISH AMERICAN TOBACCO FRANCE;1060;1
4800;BRITISH AMERICAN TOBACCO FRANCE;1061;1
4801;EURONEXT PARIS SA;1062;1
4802;EURONEXT PARIS SA;1063;1
4803;EURONEXT PARIS SA;1064;1
4804;EURONEXT PARIS SA;1065;1
4805;EURONEXT PARIS SA;1066;1
4806;REGARDS CITOYENS;1067;1
4807;REGARDS CITOYENS;1068;1
4808;REGARDS CITOYENS;1069;1
4809;REGARDS CITOYENS;1070;1
4810;REGARDS CITOYENS;1071;1
4811;REGARDS CITOYENS;1072;1
4812;GALIAN;1073;1
4813;GALIAN;1074;1
4814;GALIAN;1075;1
4815;ASSO ZERO WASTE FRANCE;1076;1
4816;ASSO ZERO WASTE FRANCE;1077;1
4817;ASSO ZERO WASTE FRANCE;1078;1
4818;ASSO ZERO WASTE FRANCE;1079;1
4819;ASSO ZERO WASTE FRANCE;1080;1
4820;ASSO ZERO WASTE FRANCE;1081;1
4821;ASSO ZERO WASTE FRANCE;1082;1
4822;ASSO ZERO WASTE FRANCE;1083;1
4823;ASSO ZERO WASTE FRANCE;1084;1
4824;ASSO ZERO WASTE FRANCE;1085;1
4825;ASSO ZERO WASTE FRANCE;1086;1
4826;SOS VILLAGES D'ENFANTS;1087;1
4827;SOS VILLAGES D'ENFANTS;1088;1
4828;SOS VILLAGES D'ENFANTS;1089;1
4829;CONSEIL REGIONAL DE L ORDRE DES ARCHITECTES DES HAUTS DE FRANCE;1090;1
4830;CHAMBRE DE COMMERCE D'INDUSTRIE DE L'AIN;1091;1
4831;CHAMBRE DE COMMERCE D'INDUSTRIE DE L'AIN;1092;1
4832;CHAMBRE DE COMMERCE D'INDUSTRIE DE L'AIN;1093;1
4833;CHAMBRE DE COMMERCE D'INDUSTRIE DE L'AIN;1094;1
4834;CHAMBRE DE COMMERCE D'INDUSTRIE DE L'AIN;1095;1
4835;CHAMBRE DE COMMERCE D'INDUSTRIE DE L'AIN;1096;1
4836;CHAMBRE DE COMMERCE D'INDUSTRIE DE L'AIN;1097;1
4837;CHAMBRE DE COMMERCE D'INDUSTRIE DE L'AIN;1098;1
4838;CHAMBRE DE COMMERCE D'INDUSTRIE DE L'AIN;1099;1
4839;CHAMBRE DE COMMERCE D'INDUSTRIE DE L'AIN;1100;1
4840;CHAMBRE DE COMMERCE D'INDUSTRIE DE L'AIN;1101;1
4841;CHAMBRE DE COMMERCE D'INDUSTRIE DE L'AIN;1102;1
4842;CHAMBRE DE COMMERCE D'INDUSTRIE DE L'AIN;1103;1
4843;CHAMBRE DE COMMERCE D'INDUSTRIE DE L'AIN;1104;1
4844;CHAMBRE DE COMMERCE D'INDUSTRIE DE L'AIN;1105;1
4845;MOUVEMENT DES ENTREPRISES DE LA NOUVELLE ECONOMIE;1106;1
4846;MOUVEMENT DES ENTREPRISES DE LA NOUVELLE ECONOMIE;1107;1
4847;MOUVEMENT DES ENTREPRISES DE LA NOUVELLE ECONOMIE;1108;1
4848;BNP PARIBAS PERSONAL FINANCE;1109;1
4849;HEWLETT-PACKARD FRANCE;1110;0
4850;SEANCE PUBLIQUE;1111;1
4851;SEANCE PUBLIQUE;1112;1
4852;GADOL OPTIC 2000;1113;0
4853;CONFEDERATION GENERALE DES PLANTEURS DE BETTERAVES (CGB);1114;0
4854;CONFEDERATION GENERALE DES PLANTEURS DE BETTERAVES (CGB);1115;0
4855;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1116;0
4856;ASSOCIATION QUALITEL;1117;0
4857;CONFEDERATION GENERALE DES PLANTEURS DE BETTERAVES (CGB);1118;0
4858;FEDERATION PROFESSIONNELLE DES ENTREPRISES DE L EAU;1119;0
4859;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1120;0
4860;ASS INTERPRO BETTERAVE SUCRE - AIBS;1121;0
4861;INSTITUT DE RADIOPROTECTION ET DE SURETE NUCLEAIRE;1122;0
4862;FEDERATION PROFESSIONNELLE DES ENTREPRISES DE L EAU;1123;0
4863;FEDERATION PROFESSIONNELLE DES ENTREPRISES DE L EAU;1124;0
4864;FEDERATION PROFESSIONNELLE DES ENTREPRISES DE L EAU;1125;0
4865;CONFEDERATION GENERALE DES PLANTEURS DE BETTERAVES (CGB);1126;0
4866;FEDERATION PROFESSIONNELLE DES ENTREPRISES DE L EAU;1127;0
4867;GROUPE DES FEDERATIONS INDUSTRIELLES;1128;0
4868;LE CERCLE DE L'INDUSTRIE;1128;0
4869;HEWLETT-PACKARD FRANCE;1129;0
4870;ENEDIS;1130;0
4871;CONSEIL NATION ORDRE ARCHITECT;1131;0
4872;GROUPE DES FEDERATIONS INDUSTRIELLES;1132;0
4873;UNION INDUSTRIES METALLURGIQUES MINIERES;1132;0
4874;LE CERCLE DE L'INDUSTRIE;1132;0
4875;ASS INTERPROF DES FRUITS & LEGUMES FRAIS;1133;0
4876;UNION DES SYNDICATS DE L IMMOBILIER;1134;0
4877;ELEPHANT VERT FRANCE;1135;0
4878;ELEPHANT VERT FRANCE;1136;0
4879;ELEPHANT VERT FRANCE;1137;0
4880;ASS INTERPROF DES FRUITS & LEGUMES FRAIS;1138;0
4881;ASS FRANCAISE CONTRE LES MYOPATHIES;1139;0
4882;ENEDIS;1140;0
4883;AB INBEV FRANCE;1141;0
4884;COOPERATIVE U ENSEIGNE;1142;0
4885;UNION DES SYNDICATS DE L IMMOBILIER;1143;0
4886;CONSEIL NATION ORDRE ARCHITECT;1144;0
4887;ASS INTERPROF DES FRUITS & LEGUMES FRAIS;1145;0
4888;PEUGEOT SA;1146;0
4889;PEUGEOT SA;1147;0
4890;ASS INTERPROF DES FRUITS & LEGUMES FRAIS;1148;0
4891;CONSEIL NATION ORDRE ARCHITECT;1149;0
4892;COOPERATIVE U ENSEIGNE;1150;0
4893;SANEF;1151;0
4894;VPSITEX;1152;0
4895;PEUGEOT SA;1153;0
4896;INSTITUT DE RECHERCHE ET D' ECHANGES DE LA SNCF;1154;0
4897;SANEF;1155;0
4898;SANEF;1156;1
4899;SANEF;1157;1
4900;SANEF;1158;1
4901;SANEF;1159;1
4902;SANEF;1160;1
4903;VIN ET SOCIETE;1161;0
4904;SYNDICAT DE L INDUSTRIE DU DIAGNOSTIC IN VITRO;1162;0
4905;VIN ET SOCIETE;1163;0
4906;GLAUKOS FRANCE;1164;0
4907;IFP ENERGIES NOUVELLES;1165;0
4908;ANTHENOR PUBLIC AFFAIRS;1166;1
4909;AT&T GLOBAL NETWORK SERVICES FRANCE SAS;1167;0
4910;COMITE SALINES FRANCE;1168;0
4911;GLAUKOS FRANCE;1169;0
4912;GLAUKOS FRANCE;1170;0
4913;OFFIC PROFES QUALIF ARCHIT INTERIEUR;1171;0
4914;IFP ENERGIES NOUVELLES;1172;0
4915;OFFIC PROFES QUALIF ARCHIT INTERIEUR;1173;0
4916;ANTHENOR PUBLIC AFFAIRS;1174;1
4917;ANTHENOR PUBLIC AFFAIRS;1175;1
4918;EUROSPORT;1176;0
4919;EUROSPORT;1177;0
4920;UNION ENTREPRENEURS D'AFFINAGE DE L'EAU;1178;0
4921;UNION ENTREPRENEURS D'AFFINAGE DE L'EAU;1179;0
4922;GLAUKOS FRANCE;1180;0
4923;COMITE SALINES FRANCE;1181;0
4924;FEDERATION FRANCAISE DES VEHICULES D'EPOQUE FFVE;1182;0
4925;ANTHENOR PUBLIC AFFAIRS;1183;1
4926;ANTHENOR PUBLIC AFFAIRS;1184;1
4927;ASS STRUCTURES RECHERCHE CONTRACTUELLE;1185;0
4928;ANTHENOR PUBLIC AFFAIRS;1186;1
4929;SYNDICAT DE L INDUSTRIE DU DIAGNOSTIC IN VITRO;1187;0
4930;SYNDICAT DE L INDUSTRIE DU DIAGNOSTIC IN VITRO;1188;0
4931;ASSOCIATION FRANÇAISE DES COURTIERS ET PRESTATAIRES DE SERVICES D'INVESTISSEMENT (AFCOPSI);1189;0
4932;ASSOCIATION FRANÇAISE DES COURTIERS ET PRESTATAIRES DE SERVICES D'INVESTISSEMENT (AFCOPSI);1190;0
4933;ASSOCIATION FRANÇAISE DES COURTIERS ET PRESTATAIRES DE SERVICES D'INVESTISSEMENT (AFCOPSI);1191;0
4934;ANTHENOR PUBLIC AFFAIRS;1192;1
4935;ANTHENOR PUBLIC AFFAIRS;1193;1
4936;ANTHENOR PUBLIC AFFAIRS;1194;1
4937;ANTHENOR PUBLIC AFFAIRS;1195;1
4938;ANTHENOR PUBLIC AFFAIRS;1196;1
4939;ANTHENOR PUBLIC AFFAIRS;1197;1
4940;ANTHENOR PUBLIC AFFAIRS;1198;1
4941;ANTHENOR PUBLIC AFFAIRS;1199;1
4942;ANTHENOR PUBLIC AFFAIRS;1200;1
4943;ANTHENOR PUBLIC AFFAIRS;1201;1
4944;SYNDICAT DE L INDUSTRIE DU DIAGNOSTIC IN VITRO;1202;0
4945;ANTHENOR PUBLIC AFFAIRS;1203;1
4946;ANTHENOR PUBLIC AFFAIRS;1204;1
4947;ANTHENOR PUBLIC AFFAIRS;1205;1
4948;VIN ET SOCIETE;1206;0
4949;EXTERION MEDIA (FRANCE) SA;1207;0
4950;VIN ET SOCIETE;1208;0
4951;VIN ET SOCIETE;1209;0
4952;VIN ET SOCIETE;1210;0
4953;VIN ET SOCIETE;1211;0
4954;VIN ET SOCIETE;1212;0
4955;VIN ET SOCIETE;1213;0
4956;VIN ET SOCIETE;1214;0
4957;VIN ET SOCIETE;1215;0
4958;VIN ET SOCIETE;1216;0
4959;VIN ET SOCIETE;1217;0
4960;REPUBLIC TECHNOLOGIES FRANCE SAS;1218;0
4961;VIN ET SOCIETE;1219;0
4962;REPUBLIC TECHNOLOGIES FRANCE SAS;1220;0
4963;VIN ET SOCIETE;1221;0
4964;VIN ET SOCIETE;1222;0
4965;VIN ET SOCIETE;1223;0
4966;VIN ET SOCIETE;1224;0
4967;VIN ET SOCIETE;1225;0
4968;REPUBLIC TECHNOLOGIES FRANCE SAS;1226;0
4969;UNI VDL - UNION DES INDUSTRIES DU VEHICULE DE LOISIRS;1227;0
4970;YPREMA;1228;0
4971;Syndicat des médecins pathologistes français - SMPF;1229;0
4972;Syndicat des médecins pathologistes français - SMPF;1230;0
4973;PREMIERE LIGUE;1231;0
4974;PREMIERE LIGUE;1232;0
4975;PREMIERE LIGUE;1233;0
4976;PREMIERE LIGUE;1234;0
4977;PREMIERE LIGUE;1235;0
4978;PREMIERE LIGUE;1236;0
4979;PREMIERE LIGUE;1237;0
4980;PREMIERE LIGUE;1238;0
4981;PREMIERE LIGUE;1239;0
4982;PREMIERE LIGUE;1240;0
4983;PREMIERE LIGUE;1241;0
4984;PREMIERE LIGUE;1242;0
4985;PREMIERE LIGUE;1243;0
4986;PREMIERE LIGUE;1244;0
4987;YPREMA;1245;0
4988;FEDERATION FRANCAISE DES VEHICULES D'EPOQUE FFVE;1246;0
4989;EXTERION MEDIA (FRANCE) SA;1247;0
4990;SYNDICAT NATIONAL PUBLICITE EXTERIEURE;1247;0
4991;Syndicat des médecins pathologistes français - SMPF;1248;0
4992;Syndicat des médecins pathologistes français - SMPF;1249;0
4993;SYNDICAT DE L INDUSTRIE DU DIAGNOSTIC IN VITRO;1250;0
4994;PREMIERE LIGUE;1251;0
4995;PREMIERE LIGUE;1252;0
4996;PREMIERE LIGUE;1253;0
4997;ABBVIE;1254;0
4998;CAISSE INTERPROF PREVOYANCE ASSUR VIEILL;1255;0
4999;REPUBLIC TECHNOLOGIES FRANCE SAS;1256;0
5000;ASSOCIATION DES PROFESSIONNELS DE LA LOCATION MEUBLEE;1257;0
5001;VIN ET SOCIETE;1258;0
5002;VIN ET SOCIETE;1259;0
5003;VIN ET SOCIETE;1260;0
5004;R&O SEAFOOD GASTRONOMY;1261;0
5005;ANTHENOR PUBLIC AFFAIRS;1262;1
5006;UNI VDL - UNION DES INDUSTRIES DU VEHICULE DE LOISIRS;1263;0
5007;ANTHENOR PUBLIC AFFAIRS;1264;1
5008;ANTHENOR PUBLIC AFFAIRS;1265;1
5009;ANTHENOR PUBLIC AFFAIRS;1266;1
5010;PREMIERE LIGUE;1267;0
5011;REPUBLIC TECHNOLOGIES FRANCE SAS;1268;0
5012;ANTHENOR PUBLIC AFFAIRS;1269;1
5013;RELX Group plc;1270;0
5014;RELX Group plc;1271;0
5015;RELX Group plc;1272;0
5016;UNION NAT MAISON FAMIL RURAL EDUC ORIENT;1273;1
5017;UNION NAT MAISON FAMIL RURAL EDUC ORIENT;1274;1
5018;UNION NAT MAISON FAMIL RURAL EDUC ORIENT;1275;1
5019;1884-1901;1276;0
5020;UNION FRANCAISE DU LEVAGE (UFL);1277;1
5021;UNION FRANCAISE DU LEVAGE (UFL);1278;1
5022;UNION FRANCAISE DU LEVAGE (UFL);1279;1
5023;OFFICE PROFESSIONNEL DE QUALIFICATION DES URBANISTES OPQU;1280;0
5024;ASS VAL'HOR;1281;0
5025;UNIVERSITES D'ETE DES DESERTS MEDICAUX ET NUMERIQUES;1282;0
5026;AMYNOS;1283;1
5027;AMYNOS;1284;1
5028;UNIVERSITES D'ETE DES DESERTS MEDICAUX ET NUMERIQUES;1285;0
5029;FEDERAT NAT ACTIVITE DECHET;1286;1
5030;FEDERAT NAT ACTIVITE DECHET;1287;1
5031;FEDERAT NAT ACTIVITE DECHET;1288;1
5032;FEDERAT NAT ACTIVITE DECHET;1289;1
5033;FEDERAT NAT ACTIVITE DECHET;1290;1
5034;FEDERAT NAT ACTIVITE DECHET;1291;1
5035;FEDERAT NAT ACTIVITE DECHET;1292;1
5036;FEDERAT NAT ACTIVITE DECHET;1293;1
5037;FEDERAT NAT ACTIVITE DECHET;1294;1
5038;FEDERAT NAT ACTIVITE DECHET;1295;1
5039;FEDERAT NAT ACTIVITE DECHET;1296;1
5040;FEDERAT NAT ACTIVITE DECHET;1297;1
5041;FEDERAT NAT ACTIVITE DECHET;1298;1
5042;FEDERAT NAT ACTIVITE DECHET;1299;1
5043;FEDERAT NAT ACTIVITE DECHET;1300;1
5044;FEDERAT NAT ACTIVITE DECHET;1301;1
5045;FEDERAT NAT ACTIVITE DECHET;1302;1
5046;FEDERAT NAT ACTIVITE DECHET;1303;1
5047;FEDERAT NAT ACTIVITE DECHET;1304;1
5048;FEDERAT NAT ACTIVITE DECHET;1305;1
5049;FEDERAT NAT ACTIVITE DECHET;1306;1
5050;FEDERAT NAT ACTIVITE DECHET;1307;1
5051;FONDS MONDIAL POUR LA NATURE FRANCE;1308;1
5052;FONDS MONDIAL POUR LA NATURE FRANCE;1309;1
5053;FONDS MONDIAL POUR LA NATURE FRANCE;1310;1
5054;FONDS MONDIAL POUR LA NATURE FRANCE;1311;1
5055;FONDS MONDIAL POUR LA NATURE FRANCE;1312;1
5056;FONDS MONDIAL POUR LA NATURE FRANCE;1313;1
5057;FONDS MONDIAL POUR LA NATURE FRANCE;1314;1
5058;FONDS MONDIAL POUR LA NATURE FRANCE;1315;1
5059;FONDS MONDIAL POUR LA NATURE FRANCE;1316;1
5060;FONDS MONDIAL POUR LA NATURE FRANCE;1317;1
5061;FONDS MONDIAL POUR LA NATURE FRANCE;1318;1
5062;FONDS MONDIAL POUR LA NATURE FRANCE;1319;1
5063;FONDS MONDIAL POUR LA NATURE FRANCE;1320;1
5064;FONDS MONDIAL POUR LA NATURE FRANCE;1321;1
5065;FONDS MONDIAL POUR LA NATURE FRANCE;1322;1
5066;FONDS MONDIAL POUR LA NATURE FRANCE;1323;1
5067;FONDS MONDIAL POUR LA NATURE FRANCE;1324;1
5068;FONDS MONDIAL POUR LA NATURE FRANCE;1325;1
5069;FONDS MONDIAL POUR LA NATURE FRANCE;1326;1
5070;FONDS MONDIAL POUR LA NATURE FRANCE;1327;1
5071;FONDS MONDIAL POUR LA NATURE FRANCE;1328;1
5072;FONDS MONDIAL POUR LA NATURE FRANCE;1329;1
5073;FONDS MONDIAL POUR LA NATURE FRANCE;1330;1
5074;FONDS MONDIAL POUR LA NATURE FRANCE;1331;1
5075;FONDS MONDIAL POUR LA NATURE FRANCE;1332;1
5076;FONDS MONDIAL POUR LA NATURE FRANCE;1333;1
5077;FONDS MONDIAL POUR LA NATURE FRANCE;1334;1
5078;FONDS MONDIAL POUR LA NATURE FRANCE;1335;1
5079;FONDS MONDIAL POUR LA NATURE FRANCE;1336;1
5080;FONDS MONDIAL POUR LA NATURE FRANCE;1337;1
5081;FONDS MONDIAL POUR LA NATURE FRANCE;1338;1
5082;FONDS MONDIAL POUR LA NATURE FRANCE;1339;1
5083;FONDS MONDIAL POUR LA NATURE FRANCE;1340;1
5084;FONDS MONDIAL POUR LA NATURE FRANCE;1341;1
5085;FONDS MONDIAL POUR LA NATURE FRANCE;1342;1
5086;FONDS MONDIAL POUR LA NATURE FRANCE;1343;1
5087;FONDS MONDIAL POUR LA NATURE FRANCE;1344;1
5088;FONDS MONDIAL POUR LA NATURE FRANCE;1345;1
5089;FONDS MONDIAL POUR LA NATURE FRANCE;1346;1
5090;FONDS MONDIAL POUR LA NATURE FRANCE;1347;1
5091;FONDS MONDIAL POUR LA NATURE FRANCE;1348;1
5092;FONDS MONDIAL POUR LA NATURE FRANCE;1349;1
5093;FONDS MONDIAL POUR LA NATURE FRANCE;1350;1
5094;FONDS MONDIAL POUR LA NATURE FRANCE;1351;1
5095;FONDS MONDIAL POUR LA NATURE FRANCE;1352;1
5096;FONDS MONDIAL POUR LA NATURE FRANCE;1353;1
5097;FONDS MONDIAL POUR LA NATURE FRANCE;1354;1
5098;FONDS MONDIAL POUR LA NATURE FRANCE;1355;1
5099;FONDS MONDIAL POUR LA NATURE FRANCE;1356;1
5100;FONDS MONDIAL POUR LA NATURE FRANCE;1357;1
5101;FONDS MONDIAL POUR LA NATURE FRANCE;1358;1
5102;FONDS MONDIAL POUR LA NATURE FRANCE;1359;1
5103;FONDS MONDIAL POUR LA NATURE FRANCE;1360;1
5104;FONDS MONDIAL POUR LA NATURE FRANCE;1361;1
5105;FONDS MONDIAL POUR LA NATURE FRANCE;1362;1
5106;FONDS MONDIAL POUR LA NATURE FRANCE;1363;1
5107;FONDS MONDIAL POUR LA NATURE FRANCE;1364;1
5108;FONDS MONDIAL POUR LA NATURE FRANCE;1365;1
5109;FONDS MONDIAL POUR LA NATURE FRANCE;1366;1
5110;FONDS MONDIAL POUR LA NATURE FRANCE;1367;1
5111;FONDS MONDIAL POUR LA NATURE FRANCE;1368;1
5112;FONDS MONDIAL POUR LA NATURE FRANCE;1369;1
5113;FONDS MONDIAL POUR LA NATURE FRANCE;1370;1
5114;FONDS MONDIAL POUR LA NATURE FRANCE;1371;1
5115;FONDS MONDIAL POUR LA NATURE FRANCE;1372;1
5116;FONDS MONDIAL POUR LA NATURE FRANCE;1373;1
5117;FONDS MONDIAL POUR LA NATURE FRANCE;1374;1
5118;FONDS MONDIAL POUR LA NATURE FRANCE;1375;1
5119;FONDS MONDIAL POUR LA NATURE FRANCE;1376;1
5120;FONDS MONDIAL POUR LA NATURE FRANCE;1377;1
5121;TELEVISION FRANCAISE 1;1378;0
5122;DIRECT ENERGIE;1379;0
5123;DIRECT ENERGIE;1380;0
5124;COENOVE;1381;0
5125;FRANCE INVEST;1382;0
5126;FONDATION DE FRANCE;1383;0
5127;FONDATION DE FRANCE;1384;0
5128;FEDER NAT MEDECINS ELECTRO RADIOLO QUALI;1385;0
5129;SOS MEDECINS;1386;0
5130;GEMALTO SA;1387;0
5131;TELEVISION FRANCAISE 1;1388;0
5132;DIRECT ENERGIE;1389;0
5133;COENOVE;1390;0
5134;VIGNERONS INDEPENDANTS DE FRANCE;1391;0
5135;MARS PF FRANCE;1392;0
5136;ASS SIMPLIFICATION ET DEMATERIALISATION DES DONNEES SOCIALES;1393;0
5137;BAYER SAS;1394;0
5138;BAYER SAS;1395;0
5139;FRANCE INVEST;1396;0
5140;FEDER NAT MEDECINS ELECTRO RADIOLO QUALI;1397;0
5141;BOUYGUES TELECOM;1398;0
5142;FEDER NAT MEDECINS ELECTRO RADIOLO QUALI;1399;0
5143;UNION NATIONALE DES PROFESSIONS LIBERALES;1400;0
5144;SOS MEDECINS;1401;0
5145;EMERIGE;1402;0
5146;FEDERATION DES PRESTATAIRES DE SANTE A DOMICILE;1403;0
5147;ARDIAN FRANCE;1404;0
5148;UNION NATIONALE DES PROFESSIONS LIBERALES;1405;0
