;representants_id;denomination_affiliation;identifiant_national_affiliation;type_identifiant_national_affiliation
2753;1555;FEDERATION DES SERVICES ENERGIE ENVIRONNEMENT;384882577;SIREN
2754;1556;FEDERATION DES INDUSTRIES MECANIQUES;775671688;SIREN
2755;1556;ALLIANCE POUR L'INDUSTRIE DU FUTUR;813297710;SIREN
2756;1557;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
2757;1557;MUTUALITE FONCTION PUBLIQUE LIVRE I;528623549;SIREN
2758;1558;UNION NATIONALE DES ASSOCIATIONS AGREEES DU SYSTEME DE SANTE;481370039;SIREN
2759;1560;UNION PATRONALE DU GERS EN GASCOGNE;776986622;SIREN
2760;1561;FEDERATION FRANCAISE DE L ASSURANCE (FFA);784409013;SIREN
2761;1561;ASSOCIATION DES ASSUREURS MUTUALISTES;822879201;SIREN
2762;1567;MEDEF MAYENNE;530400548;SIREN
2763;1567;UNION DEP PETITES MOYENNES ENTR MAYENNE;438349714;SIREN
2764;1567;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
2765;1568;UNION NATIONALE DES PROFESSIONS LIBERALES;302991591;SIREN
2766;1569;EXPERIENCE P2E;822429007;SIREN
2767;1570;FED IDUST ELECTR ELECTRONIQUES  COMMUNIC;775688443;SIREN
2768;1572;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
2769;1572;AMORCE;488914458;SIREN
2770;1572;ASSOCIAT TECHNIQUE ENERGIE ENVIRONNEMENT;315062786;SIREN
2771;1572;ASS PROMOTION RESAUX CHALEUR FROID;443862693;SIREN
2772;1572;FEDERAT NAT ACTIVITE DECHET;784360182;SIREN
2773;1572;ASSOCIATION FRANCAISE DU GAZ;784854820;SIREN
2774;1573;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
2775;1576;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
2776;1576;AMCHAM EVENTS;800417891;SIREN
2777;1578;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
2778;1579;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
2779;1579;SYND NATION INDUST TECHNOL MEDICALES;307330845;SIREN
2780;1579;ASSOCIATION DES MOYENS LABORATOIRES ET INDUSTRIES DE SANTE;815339619;SIREN
2781;1580;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
2782;1582;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
2783;1582;UNION PATRONALE DEPARMENTALE - MEDEF PARIS;398327098;SIREN
2784;1583;FORUM ATOMIQUE INDUSTRIEL FRANCAIS - FAIF -;309020071;SIREN
2785;1585;JEUNES AGRICULTEURS;784853970;SIREN
2786;1586;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
2787;1590;JEUNES AGRICULTEURS;784853970;SIREN
2788;1590;CTRE REGIONAL JEUNES AGRICUL AQUITAINE;414598722;SIREN
2789;1591;FEDER SYND SOC ETUDES CONSEILS;784179426;SIREN
2790;1592;ASSOCIATION DES AVOCATS LOBBYISTES;W751210486;RNA
2791;1592;JEANTET AARPI;784657884;SIREN
2792;1592;INSTITUT MONTAIGNE;444920318;SIREN
2793;1592;ORDRE DES AVOCATS A LA COUR DE PARIS;302979075;SIREN
2794;1593;COMI RELA NATIO INTER ASSOC JEUN EDUC PO;784579641;SIREN
2795;1593;CONSEIL NAL DES EMPLOYEURS ASSOCIATIFS;483326518;SIREN
2796;1595;FEDERATION DU COMMERCE ET DE LA DISTRIBUTION;809768047;SIREN
2797;1595;FEDERAT ENSEIGNES COMMERCE ASSOCIE FCA;784410292;SIREN
2798;1596;RESEAU ACTION CLIMAT FRANCE;422466201;SIREN
2799;1596;INF'OGM VEILLE CITOYENNE SUR LES OGM;423902386;SIREN
2800;1596;ASSOCIATION DE SOUTIEN À ICAN EN FRANCE;W691086431;RNA
2801;1596;ALTERNATIBA;W751223540;RNA
2802;1596;FORUM CITOYEN POUR LA RESPONSABILITÉ SOCIALE DES ENTREPRISES;W751213542;RNA
2803;1597;FED IDUST ELECTR ELECTRONIQUES  COMMUNIC;775688443;SIREN
2804;1598;FDSEA de Saône-et-Loire 71;778599845;SIREN
2805;1600;JEUNES AGRICULTEURS;784853970;SIREN
2806;1602;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
2807;1605;COMMUNICATION & ENTREPRISE;784178766;SIREN
2808;1606;FEDERATION BANCAIRE FRANCAISE;434987582;SIREN
2809;1606;PARIS EUROPLACE;393769252;SIREN
2810;1606;AFEP;391358363;SIREN
2811;1606;ASS FRANCAISE ENTREPRISES INVESTISSEMENT;348036278;SIREN
2812;1606;ASS FRANCAISE PROFESSIONNELS DES TITRES;400427910;SIREN
2813;1607;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;410168512;SIREN
2814;1608;FESAC;484376678;SIREN
2815;1608;CONFEDERATION DES PRODUCTEURS AUDIOVISUELS;532784147;SIREN
2816;1609;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
2817;1612;ATOUT FRANCE AGENCE FRANCAISE DE DEVELOPPEMENT TOURISTIQUE;340709211;SIREN
2818;1612;SYNDICAT NATIONAL DES AGENTS DE VOYAGES;784717522;SIREN
2819;1616;FEDERATION DES SERVICES ENERGIE ENVIRONNEMENT;384882577;SIREN
2820;1616;SYND PRO ENTR MULTISERV IMMO FACIL MANAG;432067205;SIREN
2821;1616;ASSOCIATION  FRANCAISE DES PROFESSIONNELS DE LA GEOTHERMIE;525271565;SIREN
2822;1616;ASS UNION FRANCAISE DE L'ELECTRICITE;432492007;SIREN
2823;1617;ASSOCIATION DES CHAINES PRIVEES;507862811;SIREN
2824;1618;SYNDICAT NATIONAL DE LA RESTAURATION THEMATIQUE DES CHAINES;422477356;SIREN
2825;1619;CONFED NAT ARTISAN DES METIER ET SERVICE;784409211;SIREN
2826;1621;JEUNES AGRICULTEURS PACA;404486078;SIREN
2827;1623;JEUNES AGRICULTEURS NOUVELLE AQUITAINE;490290400;SIREN
2828;1624;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
2829;1625;GROUPEMENT DES PROFESSIONS DE SERVICES;477942114;SIREN
2830;1625;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
2831;1626;UNION NATIONALE DES ASSOCIATIONS AGREEES DU SYSTEME DE SANTE;481370039;SIREN
2832;1628;FEDERATION NAT AVIATION MARCHANDE;394382089;SIREN
2833;1628;MEDEF VAL D'OISE GRIVO;775744188;SIREN
2834;1628;MOUVEMENT DES ENTREPRISES DE SEINE-SAINT-DENIS;785475955;SIREN
2835;1629;L'ALLIANCE 7;381436666;SIREN
2836;1629;ASS NATIONALE INTERPROFESSIONNEL CAPRINE;409702545;SIREN
2837;1629;ASS TRANSFORMATION LAITIERE FRANCAISE;393995147;SIREN
2838;1629;FEDER NATIONAL INDUST LAITIERE;784357741;SIREN
2839;1629;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
2840;1629;ASSOCIATION FROMAGES D AUVERGNE;489785089;SIREN
2841;1629;ECO EMBALLAGES SA;388380073;SIREN
2842;1629;FEDERATION NAT INDUSTRIES DE CORPS GRAS;784203960;SIREN
2843;1629;INSTITU LIAISON ETUDES INDUSTR CONSOMM;784671075;SIREN
2844;1629;ASS INTERPROFESSIONNELLE DU LAIT ET PRODUITS LAITIERS DE BREBIS DES PA;490642352;SIREN
2845;1629;INTERPROF LAITIERE OVINE CAPRINE C0RSE;433457199;SIREN
2846;1629;INSTITUT PROFESSIONNEL DU LAIT DE CONSOMMATION;430119180;SIREN
2847;1629;SYNDIFRAIS;784856130;SIREN
2848;1629;ASS DE DEFENSE ET DE GESTION DE L'AOC CAMEMBERT DE NORMANDIE;501353247;SIREN
2849;1629;SYND PROF DE DEFENSE DES PROD ET TR;427838602;SIREN
2850;1629;INTERPROFESSION DU SAINT-NECTAIRE;779176510;SIREN
2851;1629;ASS GESTION DES ODG LAITIERS NORMANDS;510180789;SIREN
2852;1629;SYND DEF QUALITE FROMAGE DE NEUFCHATEL;409038056;SIREN
2853;1629;SYNDICAT INTERPROFESSIONNEL DE DEFENSE ET DE CONTROLE DE L'AOC LIVAROT;504729823;SIREN
2854;1629;SYNDICAT INTERPROFESSIONNNEL DE DEFENSE ET DE CONTROLE DE L AOC PONT L EVEQUE;508553625;SIREN
2855;1629;SYND INTERPRO DEFEN BRIE MEAUX;320814692;SIREN
2856;1629;SYND INTERP DEFENSE PROMO APPELL BROCCIU;405326471;SIREN
2857;1629;COMITE INTERPRO FROMAGE CANTAL;331577239;SIREN
2858;1629;CONFED PROD INDUSTR ROQUEFORT;776722795;SIREN
2859;1629;COMITE INTERPR LA FOURME AMBERT MONTBRIS;340649458;SIREN
2860;1629;SYNDIC INTER PRO FROMAGES BLEU D'AUVERGN;400390431;SIREN
2861;1629;SYNDICAT BLEU DES CAUSSES;431929819;SIREN
2862;1629;SYNDICAT DE LA FOURME DE MONTBRISON AOC;401413679;SIREN
2863;1629;SYND DEFENSE FROMAGE AOC OSSAU-IRATY;390046514;SIREN
2864;1630;LENICA;822597118;SIREN
2865;1631;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
2866;1631;LABORATOIRES INTERNATIONAUX DE RECHERCHE;424399004;SIREN
2867;1631;UNION DES ANNONCEURS;784669533;SIREN
2868;1631;ASSOCIATION FRANCAISE DES AFFAIRES REGLEMENTAIRES AFAR;W751092893;RNA
2869;1631;CERCLE DE REFLEXION DE L'INDUSTRIE PHARMACEUTIQUE;521467175;SIREN
2870;1631;ALLIANCE POUR LA RECHERCHE ET L'INNOVATION DES INDUSTRIES DE SANTE;407666544;SIREN
2871;1631;RESEAU COMMUNICATION SANTE (RCS);W751099393;RNA
2872;1631;ASSOCIATION DES LABORATOIRES JAPONAIS PHARMACEUTIQUES EN FRANCE;H953586754;HATVP
2873;1633;APOGEE ASS PROPRIE OBSERV GEST;314925140;SIREN
2874;1633;ASSOCIAT TECHNIQUE ENERGIE ENVIRONNEMENT;315062786;SIREN
2875;1633;CLUB DE L AMELIORATION DE L HABITAT;393520556;SIREN
2876;1633;COLLECTIF EFFINERGIE;492203666;SIREN
2877;1633;PROMOTELEC;304177116;SIREN
2878;1634;JEUNES AGRICULTEURS;784853970;SIREN
2879;1635;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
2880;1635;MOUVEMENT DES ENTREPRISES DE FRANCE PROVENCE COTE D AZUR;524498896;SIREN
2881;1636;FRANCE CHIMIE;784358855;SIREN
2882;1636;FEDERATION NAT INDUSTRIES DE CORPS GRAS;784203960;SIREN
2883;1637;F.N.A.R.;537838203;SIREN
2884;1639;ASS INTERPRO BETTERAVE SUCRE - AIBS;452400724;SIREN
2885;1639;INSTITUT TECHNIQUE DE LA BETTERAVE I.T.B.;784855447;SIREN
2886;1639;CENTR ETUD DOCUMENTA DU SUCRE;784668816;SIREN
2887;1639;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
2888;1640;ASS NAT ASSIST FRONTIERES ETRANGERS;383136157;SIREN
2889;1640;CENTRE PRIMO LEVI;401121355;SIREN
2890;1640;COALITION FRANC.COUR PENALE INTERNATION;429082357;SIREN
2891;1640;COMITE CHARTE DEONTOLOGIE ORGAN SOCIALES HUMANITAIRES;404452062;SIREN
2892;1640;PLATEFORME ONG FRANCAISES PALESTINE;433238037;SIREN
2893;1640;UNION NATIONALE DES ORGANISMES FAISANT APPEL AUX GENEROSITES;497918375;SIREN
2894;1640;COMMISSION NAT CONSULTATIVE DROITS HOMME;110000197;SIREN
2895;1640;L'INTERASSOCIATIVE LESBIENNE GAIE  BI ET TRANS;521317057;SIREN
2896;1640;FORUM CITOYEN POUR LA RESPONSABILITE SOCIALE DES ENTREPRISES;801763400;SIREN
2897;1641;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
2898;1642;IRP AUTO;488527847;SIREN
2899;1642;CESA;347479669;SIREN
2900;1642;CONSERVATOIRE NATIONAL ARTS ET METIERS;197534712;SIREN
2901;1642;CGPME COMMUNICATION;438965352;SIREN
2902;1642;PFA CONSEIL;812675270;SIREN
2903;1642;UNION ROUTIERE DE FRANCE;784361701;SIREN
2904;1642;COMITE EXPOS PARIS FOIRE PARIS ET SALONS;784642076;SIREN
2905;1642;CENTRE ETUDE DIRECTEURS ASSOCIAT PROFESS;344299425;SIREN
2906;1642;UNION INDUSTRIES METIERS METALLURGIE;324642933;SIREN
2907;1646;ASSOCIATION FRANCAISE DU GAZ;784854820;SIREN
2908;1646;COENOVE;802338681;SIREN
2909;1646;ENERGIES ET AVENIR;404429938;SIREN
2910;1646;WORLD LP GAS ASSOCIATION;343136032;SIREN
2911;1646;CENTRE NAT EXPERTISE DES PROFESSIONNELS DE L ENERGIE GAZ;537498255;SIREN
2912;1646;ASS UTILISATEURS TRANSPORTS FRET;393985890;SIREN
2913;1646;ASSOCIATION FRANCAISE DE NORMALISATION;775724818;SIREN
2914;1646;GROUP ETUDE SECURITE INDUSTRI PETROLIERE;316853514;SIREN
2915;1646;ASS FRANCAISE DES WAGONS DE PARTICULIERS;784178618;SIREN
2916;1646;ASSOCIAT TECHNIQUE ENERGIE ENVIRONNEMENT;315062786;SIREN
2917;1646;ASS A F I A P;428834220;SIREN
2918;1646;EVOLEN;534585419;SIREN
2919;1646;CTRE TECH INDUST AERAULIQUE THERMIQUE;775686967;SIREN
2920;1653;ASS UNION FRANCAISE DE L'ELECTRICITE;432492007;SIREN
2921;1654;UNION FRANCAIS INDUSTRIE HABILLEMENT;784178493;SIREN
2922;1656;CONFED NAT MUTUALITE COOP ET CREDIT AGRI;421344201;SIREN
2923;1656;COOP FR LES ENTREPRISES COOPERATIVES;317165728;SIREN
2924;1657;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
2925;1658;FEDERATION DES ENTREPRISES DE PORTAGE SALARIAL;822629382;SIREN
2926;1659;ASSOC FR DU GAZ NATUREL POUR VEHICULES;399808237;SIREN
2927;1659;ASSOCIATION FRANCAISE DE NORMALISATION;775724818;SIREN
2928;1659;ASS EUROPEEN VEHICULE ELECTRIQ ROUTIERS;381166792;SIREN
2929;1659;UNION FRANCAISE INDUSTRIES PETROLIERES;784668527;SIREN
2930;1659;UNION DES ANNONCEURS;784669533;SIREN
2931;1659;UNION DES INDUSTRIES CHIMIQUES RHONE ALPES;302698477;SIREN
2932;1660;INSTITUT DE L'ECONOMIE CIRCULAIRE;790867493;SIREN
2933;1660;ASSOCIATION  FRANCAISE DES PROFESSIONNELS DE LA GEOTHERMIE;525271565;SIREN
2934;1660;ASS INGEN CHAUFF VENTIL FR;775676331;SIREN
2935;1660;COCHEBAT;405327990;SIREN
2936;1660;EQUILIBRE DES ENERGIES  - POUR L'EQUILIBRE DES ENERGIES-;532382660;SIREN
2937;1660;ASS FRANCAISE DU FROID;784286288;SIREN
2938;1660;PROMOTELEC;304177116;SIREN
2939;1660;CENTRE INFORMATION DOCUMENTATION BRUIT;313296717;SIREN
2940;1660;CONFEDERAT ARTISANAT PETITE ENT BATIMENT;775682107;SIREN
2941;1660;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
2942;1660;SYND NATION ENTREPRISES FROID EQUIP CUIS;784717084;SIREN
2943;1660;ALLIANCE FROID CLIMATISAT ENVIRONNEMENT;444375638;SIREN
2944;1660;SYND NAT MAINTENANCE SERVICE APRES-VENTE;332749548;SIREN
2945;1660;UNICLIMA;512693888;SIREN
2946;1660;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
2947;1661;FEDERATION BANCAIRE FRANCAISE;434987582;SIREN
2948;1661;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
2949;1662;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
2950;1663;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
2951;1664;FED REG SYND EXPLOIT AGRICOLE BRETAGNE;399989433;SIREN
2952;1664;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
2953;1665;MOUVEMENT ENTREPRISE FRANCE INTERNATIONA;378236376;SIREN
2954;1665;COMMUNICATION & ENTREPRISE;784178766;SIREN
2955;1666;UNION DES ENTREPRISES DE PROXIMITE;349681098;SIREN
2956;1668;CONSEIL NATIONAL PROFESSIONS AUTOMOBILE;775688450;SIREN
2957;1669;UNION PATRONALE DEPARMENTALE - MEDEF PARIS;398327098;SIREN
2958;1669;ASSOCIATION POUR LE PAVILLON PETROLIER FRANCAIS;820547271;SIREN
2959;1669;COMITE PROFESSIONNEL PETROLE;775671803;SIREN
2960;1669;ASSOCIAT TECHNIQUE ENERGIE ENVIRONNEMENT;315062786;SIREN
2961;1670;TRANSPORT DEVELOP INTERMODALITE ENVIRON;439721978;SIREN
2962;1670;INSTITUT DES ROUTES DES RUES ET DES INFRASTRUCTURES POUR LA MOBILITE;420200271;SIREN
2963;1670;LA PREVENTION ROUTIERE;775719792;SIREN
2964;1672;UNION FRANCAISE INDUSTRIES PETROLIERES;784668527;SIREN
2965;1672;AVENIE ENERGIE ENVIRONNEMENT AVENIA;498793850;SIREN
2966;1674;FEDERATION NATIONALE PRODUCTEURS FRUITS;392983094;SIREN
2967;1674;LES PRODUCTEURS DE LEGUMES DE FRANCE;304154198;SIREN
2968;1674;FED FRANC COOPER FRUIT LEGUME HORTICOLE;391487493;SIREN
2969;1674;GEFEL GOUVERNANCE ECONOMIQUE DES FRUITS ET LEGUMES;533874079;SIREN
2970;1674;COORDINATION RURALE - UNION NATIONALE;401348552;SIREN
2971;1674;CONFEDERATION PAYSANNE;383316916;SIREN
2972;1674;ASSO NATIO EXPEDIT EXPORT FR L;784409641;SIREN
2973;1674;UNION NAT COMMERCE GROS FRUITS LEGUMES;785688458;SIREN
2974;1674;SAVEURS COMMERCE;308961978;SIREN
2975;1674;FEDERATION ENTREP COMMERCE DISTRIBUTION;784855876;SIREN
2976;1674;RESTAU'CO SERVICES;810428318;SIREN
2977;1674;SYND NAT DE LA RESTAURATION COLLECTIVE;422475962;SIREN
2978;1674;CHAMBRE SYND IMPORTAT FR FRUITS LEGUMES;785688508;SIREN
2979;1674;SYND NATIONAL IMPORTATEURS FRUITS LEGUME;776190183;SIREN
2980;1675;FNO FEDERATION NATIONALE OVINE;308575125;SIREN
2981;1675;FEDERA SYNDICAT EXPLOITANTS AGRICOLES AM;782620439;SIREN
2982;1677;MOUV ENTREPRI FRANCE MEDEF ILE DE FRANCE;784717423;SIREN
2983;1677;FRANCE CHIMIE;784358855;SIREN
2984;1677;UNION PATRONALE DEPARMENTALE - MEDEF PARIS;398327098;SIREN
2985;1677;MEDEF HAUTS DE SEINE;308290519;SIREN
2986;1678;JEUNES AGRICULTEURS DES PAYS DE LA LOIRE;379678758;SIREN
2987;1679;FEDERATION FRANCAISE DE L ASSURANCE (FFA);784409013;SIREN
2988;1679;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
2989;1680;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
2990;1682;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
2991;1682;CGPME COMMUNICATION;438965352;SIREN
2992;1682;MOUVEMENT ENTREPRISE FRANCE INTERNATIONA;378236376;SIREN
2993;1683;CONFED COMMERC DETAIL FRANCE;784450231;SIREN
2994;1684;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
2995;1684;GROUPE DES FEDERATIONS INDUSTRIELLES;404091621;SIREN
2996;1685;FEDERATION DES INDUSTRIES MECANIQUES;775671688;SIREN
2997;1685;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
2998;1685;FEDERATION FR DES INDUSTRIES DE SANTE;481770725;SIREN
2999;1685;FED IDUST ELECTR ELECTRONIQUES  COMMUNIC;775688443;SIREN
3000;1686;EUROPEAN PUBLIC AFFAIRS CONSULTANCIES' ASSOCIATION (EPACA);H000000017;HATVP
3001;1688;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
3002;1689;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
3003;1689;FED REG SYND EXPLOIT AGRICOLE BRETAGNE;399989433;SIREN
3004;1690;FED IDUST ELECTR ELECTRONIQUES  COMMUNIC;775688443;SIREN
3005;1694;AFIC;304455025;SIREN
3006;1695;FED IDUST ELECTR ELECTRONIQUES  COMMUNIC;775688443;SIREN
3007;1696;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
3008;1697;FEDERATION DE LA PLASTURGIE ET DES COMPOSITES;304153927;SIREN
3009;1697;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
3010;1697;UNION INDUSTRIES TEXTILES;784357352;SIREN
3011;1698;FEDERATION NATIONALE TRANSPORT VOYAGEURS;393264379;SIREN
3012;1699;UNION POUR L'ENTREPRISE DES HAUTES ALPES;419465794;SIREN
3013;1699;CHAMB COMMERCE ET INDUSTRIE HAUTES ALPES;180500019;SIREN
3014;1700;GROUPEMENT EDITEURS SERVICES EN LIGNE;347769879;SIREN
3015;1700;LYSIOS;447525452;SIREN
3016;1701;ASSOC SPORT CULTUR COSMOS;431557701;SIREN
3017;1701;UNAT SERVICES;451522494;SIREN
3018;1701;COMITE DEPARTEMENTAL JEUNESSE AU PLEIN AIR DE PARIS;509451928;SIREN
3019;1701;COMIT NAT OLYMPIQ SPORTIF FRAN;784354276;SIREN
3020;1701;LE MOUVEMENT ASSOCIATIF;430349100;SIREN
3021;1704;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
3022;1704;LABORATOIRES INTERNATIONAUX DE RECHERCHE;424399004;SIREN
3023;1705;ASSOCIATION DE LA PRESSE IPG;790358261;SIREN
3024;1705;ARPP AUTORITE DE REGULATION PROFESSIONNELLE DE LA PUBLICITE;307287193;SIREN
3025;1705;ASSOCIATION PRESSE ET PLURALISME;512788753;SIREN
3026;1705;WAN - IFRA FR;784451981;SIREN
3027;1705;ASSOCIATION DE LA PRESSE POUR LA TRANSPARENCE ECONOMIQUE;789251543;SIREN
3028;1706;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
3029;1707;FEDERATION DES INDUSTRIES MECANIQUES;775671688;SIREN
3030;1707;CETIM;775629074;SIREN
3031;1708;JEUNES AGRICULTEURS;784853970;SIREN
3032;1709;COM'PUBLICS;398995142;SIREN
3033;1711;FEDERATION DES PROMOTEURS IMMOBILIERS DE FRANCE;784312332;SIREN
3034;1713;CHAMBRE SYND EAUX MINERALES;784856080;SIREN
3035;1713;BOISSONS RAFRAICHISSANTES DE FRANCE;430272039;SIREN
3036;1713;UNION DES ANNONCEURS;784669533;SIREN
3037;1713;INSTITU LIAISON ETUDES INDUSTR CONSOMM;784671075;SIREN
3038;1714;GROUPE INDUSTRIE MATERIEL DEFENSE TERRES;344322722;SIREN
3039;1719;FRANCE CHIMIE;784358855;SIREN
3040;1719;AMCHAM EVENTS;800417891;SIREN
3041;1719;PLASTICSEUROPE AISBL;440032910;SIREN
3042;1719;SYND INDUST CHIMIQUE ORGANIQUE SYNTHESE;784668444;SIREN
3043;1720;GROUPEMENT INDUSTR FSES AERONAUT SPACIAL;784668394;SIREN
3044;1720;GROUPEMENT DES INDUSTRIES DE CONSTRUCTION ET ACTIVITES NAVALES;784360109;SIREN
3045;1720;GROUPE INDUSTRIE MATERIEL DEFENSE TERRES;344322722;SIREN
3046;1721;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
3047;1722;CONFEDERATION GENERALE ALIMENTAT.DETAIL;784717225;SIREN
3048;1722;CONFEDERATION GENERALE DE L ALIMENTATION EN DETAIL GRAND EST;828444471;SIREN
3049;1722;U2P MOSELLE;H346009749;HATVP
3050;1724;CONSEIL NATIONAL PROFESSIONS AUTOMOBILE;775688450;SIREN
3051;1724;FEDERATION NATIONALE TRANSPORTS ROUTIERS;775671746;SIREN
3052;1724;ASS EUROPEEN VEHICULE ELECTRIQ ROUTIERS;381166792;SIREN
3053;1724;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;775671662;SIREN
3054;1724;FEDERATION ENTREP TRANSPORT LOGIS FRANCE;421981853;SIREN
3055;1724;ORGANIS.TRANSPORTEURS ROUTIERS EUROPEENS;434428470;SIREN
3056;1724;ASSOC FR DU GAZ NATUREL POUR VEHICULES;399808237;SIREN
3057;1724;MOUVEMENT ENTREPRISE FRANCE INTERNATIONA;378236376;SIREN
3058;1726;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
3059;1726;LE CERCLE DE L'INDUSTRIE;394192389;SIREN
3060;1726;MOUVEMENT ENTREPRISE FRANCE INTERNATIONA;378236376;SIREN
3061;1726;LENICA;822597118;SIREN
3062;1728;UNION NATIONALE FEDERATION H L M;775697907;SIREN
3063;1729;GROUPE DES FEDERATIONS INDUSTRIELLES;404091621;SIREN
3064;1729;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
3065;1729;A I M C C;784602245;SIREN
3066;1729;INSTITUT DE L'ECONOMIE CIRCULAIRE;790867493;SIREN
3067;1729;LA FILIERE BETON;818942500;SIREN
3068;1730;FEDERATION SOCIETES IMMOBILIER FONCIERES;784855405;SIREN
3069;1730;CONSEIL NATIONAL DES CENTRES COMMERCIAUX;349047373;SIREN
3070;1730;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
3071;1730;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
3072;1730;IMAGE 7;532572112;SIREN
3073;1731;FED REGION SYNDICAT EXPLOITANT AGRICOLE;403797954;SIREN
3074;1731;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
3075;1732;ASSOCIATION NATIONALE FARRE;785308701;SIREN
3076;1732;ASSOCIATION ALLIANCE CHIMIE RECYCLAGE;752862474;SIREN
3077;1733;A.P.E.T.D.S - ASSOCIATION PROFESSIONNELLE DES EMETTEURS DE TITRES DE SERVICES;W922002446;RNA
3078;1733;ASSOCIATION PROFESSIONNELLE DES EMETTEURS DE TITRES RESTAURANT  APETR;W751228056;RNA
3079;1733;ASSOCIATION PROFESSIONNELLE DES EMETTEURS DE CESU APECESU;W751186583;RNA
3080;1734;UNION NATIONALE FEDERATION H L M;775697907;SIREN
3081;1735;FEDERATION DES ENTREPRISES DES OUTRE-MER;393411855;SIREN
3082;1736;ASS UNION FRANCAISE DE L'ELECTRICITE;432492007;SIREN
3083;1736;ASSOCIATION NATIONALE DES OPERATEURS DETAILLANTS EN ENERGIE;W751178527;RNA
3084;1736;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
3085;1736;ENERPLAN;344808902;SIREN
3086;1736;FRANCE ENERGIE EOLIENNE;432446649;SIREN
3087;1736;ASSOCIATION FRANCAISE INDEPENDANTE DE L ELECTRICITE ET DU GAZ;752289678;SIREN
3088;1738;UNION DES ENTREPRISES DE PROXIMITE;349681098;SIREN
3089;1741;SYNTEC INGENIERIE;384718839;SIREN
3090;1743;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
3091;1744;RIVAGES DE FRANCE;390620359;SIREN
3092;1744;AGENCE REGIONALE POUR LA NATURE ET LA BIODIVERSITE EN ILE-DE-FRANCE;502197783;SIREN
3093;1744;POITOU-CHARENTES NATURE;323576462;SIREN
3094;1744;COMITE FRANCAIS POUR L'U.I.C.N;415025626;SIREN
3095;1744;GRAINE ILE DE FRANCE;394097067;SIREN
3096;1744;COLLECTIF FRANC EDUCATION ENVIRONNEMENT;449723956;SIREN
3097;1744;RESERVES NATURELLES DE FRANCE;428434831;SIREN
